"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,1.93431510193611
6.05,2.03433519918373
6.1,2.13376268910611
6.15,2.23232173352238
6.2,2.32978011706243
6.25,2.42594374012575
6.3,2.52065222841098
6.35,2.61377491637874
6.4,2.70520729922835
6.45,2.79486828227351
6.5,2.88269728854461
6.55,2.96865206177702
6.6,3.05270657785374
6.65,3.13484895815582
6.7,3.21508009896102
6.75,3.29341192488087
6.8,3.36986603297734
6.85,3.44447256055966
6.9,3.51726887967962
6.95,3.58829868639799
7,3.65761096298797
7.05,3.72525922589756
7.1,3.79130055345837
7.15,3.85579511909954
7.2,3.91880524102976
7.25,3.98039508813479
7.3,4.04062991506686
7.35,4.09957566071782
7.4,4.15729843942825
7.45,4.21386431284181
7.5,4.26933873037416
7.55,4.32378626908257
7.6,4.37727043228714
7.65,4.42985330175252
7.7,4.48159538833569
7.75,4.53255525909783
7.8,4.58278976376958
7.85,4.63235344385667
7.9,4.68129864388376
7.95,4.72967544512834
8,4.77753154267311
8.05,4.82491206475215
8.1,4.87185974856012
8.15,4.91841472592901
8.2,4.96461465839298
8.25,5.01049458329829
8.3,5.05608711607551
8.35,5.1014222534452
8.4,5.14652752608589
8.45,5.1914280454014
8.5,5.23614654966077
8.55,5.28070337746391
8.6,5.32511659438804
8.65,5.36940203865022
8.7,5.41357339378733
8.75,5.45764227749962
8.8,5.50161827707121
8.85,5.5455090064593
8.9,5.58932032009286
8.95,5.63305620596604
9,5.67671905549654
9.05,5.72030959820501
9.1,5.76382706337074
9.15,5.80726928030393
9.2,5.85063269012207
9.25,5.89391248992372
9.3,5.93710263831059
9.35,5.98019607017426
9.4,6.02318459868861
9.45,6.06605916078111
9.5,6.10880972629969
9.55,6.1514254425352
9.6,6.19389473936507
9.65,6.23620526308866
9.7,6.27834405092336
9.75,6.32029746409389
9.8,6.36205138090823
9.85,6.40359100738049
9.9,6.44490114912437
9.95,6.48596612006715
10,6.52676970678427
10.05,6.5672952797292
10.1,6.60752583325222
10.15,6.64744380547368
10.2,6.68703133106805
10.25,6.72627000382716
10.3,6.76514105944407
10.35,6.80362517230382
10.4,6.84170264628659
10.45,6.87935323863477
10.5,6.91655615340671
10.55,6.95329006785818
10.6,6.98953298189671
10.65,7.0252622798159
10.7,7.06045455989713
10.75,7.09508564690304
10.8,7.12913038321383
10.85,7.16256253817317
10.9,7.19535470803098
10.95,7.22747805800155
11,7.25890218216321
11.05,7.28959472091104
11.1,7.31952125016798
11.15,7.34864498112924
11.2,7.37692631748734
11.25,7.40432265109393
11.3,7.43078822287408
11.35,7.45627366185457
11.4,7.48072603765411
11.45,7.50408888501243
11.5,7.52630214806747
11.55,7.54730269068616
11.6,7.56702470833393
11.65,7.58540045586928
11.7,7.60236113463665
11.75,7.61783797425529
11.8,7.63176349585725
11.85,7.64407273145905
11.9,7.65470459125323
11.95,7.66360317227662
12,7.67071884331331
12.05,7.67600931710006
12.1,7.67944042648524
12.15,7.68098657545093
12.2,7.68063105491422
12.25,7.67836604571374
12.3,7.67419237706246
12.35,7.66811921801554
12.4,7.66016374614301
12.45,7.65035051121335
12.5,7.6387112850282
12.55,7.62528466909461
12.6,7.61011606814426
12.65,7.59325769664889
12.7,7.57476880851774
12.75,7.55471596247102
12.8,7.53317341136101
12.85,7.51022322597456
12.9,7.48595566382539
12.95,7.46046883361121
13,7.43386848662831
13.05,7.4062673109763
13.1,7.37778374866205
13.15,7.34854071312351
13.2,7.31866366878443
13.25,7.28827881743629
13.3,7.25751066317106
13.35,7.2264799022121
13.4,7.19530122890063
13.45,7.16408117319848
13.5,7.13291639628378
13.55,7.101892310182
13.6,7.07108229274024
13.65,7.04054707749835
13.7,7.01033534839843
13.75,6.98048408680558
13.8,6.95101992157777
13.85,6.92196082883679
13.9,6.89331796018591
13.95,6.86509795855596
14,6.83730497918729
14.05,6.80994302799995
14.1,6.78301802768972
14.15,6.75653952684762
14.2,6.7305222578681
14.25,6.70498721985275
14.3,6.67996233282852
14.35,6.65548272476053
14.4,6.6315904314196
14.45,6.60833390718262
14.5,6.58576680414886
14.55,6.56394678085945
14.6,6.54293355191775
14.65,6.52278709595713
14.7,6.50356533721965
14.75,6.48532165761883
14.8,6.46810259517332
14.85,6.45194525156432
14.9,6.436874617865
14.95,6.42290124032595
15,6.41001894223967
15.05,6.39820265053251
15.1,6.38740656725223
15.15,6.37756272652073
15.2,6.36857989238449
15.25,6.36034293663081
15.3,6.35271269129584
15.35,6.34552646505882
15.4,6.33859882515743
15.45,6.33172340721809
15.5,6.32467466413714
15.55,6.31721077182229
15.6,6.30907647903346
