"Freq [GHz]","dB(St11) []"
6,-0.37054930788684
6.05,-0.379508765762823
6.1,-0.388631034297882
6.15,-0.397900746391092
6.2,-0.407304418117906
6.25,-0.416830379519745
6.3,-0.426468705297916
6.35,-0.43621114579003
6.4,-0.446051058568492
6.45,-0.455983340964544
6.5,-0.466004363788798
6.55,-0.476111906489251
6.6,-0.486305093960817
6.65,-0.496584335196334
6.7,-0.506951263947346
6.75,-0.517408681543974
6.8,-0.527960502006381
6.85,-0.538611699566035
6.9,-0.54936825870234
6.95,-0.560237126789816
7,-0.571226169442377
7.05,-0.582344128634106
7.1,-0.593600583670529
7.15,-0.605005915080295
7.2,-0.616571271494623
7.25,-0.628308539580133
7.3,-0.640230317090746
7.35,-0.652349889104754
7.4,-0.664681207515297
7.45,-0.677238873845008
7.5,-0.690038125459439
7.55,-0.703094825258462
7.6,-0.71642545493016
7.65,-0.730047111858199
7.7,-0.743977509780746
7.75,-0.758234983306886
7.8,-0.772838496405563
7.85,-0.787807654991528
7.9,-0.803162723743654
7.95,-0.818924647302335
8,-0.835115076005452
8.05,-0.851756396335814
8.1,-0.86887176626784
8.15,-0.886485155717095
8.2,-0.904621392313417
8.25,-0.923306212737007
8.3,-0.942566319876559
8.35,-0.962429446090386
8.4,-0.982924422874157
8.45,-1.0040812572643
8.5,-1.02593121533253
8.55,-1.04850691315599
8.6,-1.07184241567869
8.65,-1.09597334391278
8.7,-1.12093699096458
8.75,-1.14677244740811
8.8,-1.17352073657058
8.85,-1.20122496033787
8.9,-1.2299304561357
8.95,-1.25968496579214
9,-1.29053881704139
9.05,-1.32254511848575
9.1,-1.35575996889404
9.15,-1.39024268177953
9.2,-1.42605602626928
9.25,-1.46326648535009
9.3,-1.50194453265286
9.35,-1.54216492901943
9.4,-1.58400704018098
9.45,-1.62755517696802
9.5,-1.67289895956669
9.55,-1.72013370743487
9.6,-1.76936085659637
9.65,-1.82068840613956
9.7,-1.87423139586025
9.75,-1.93011241710712
9.8,-1.98846215901136
9.85,-2.0494199924113
9.9,-2.11313459391801
9.95,-2.17976461271007
10,-2.24947938279587
10.05,-2.32245968364164
10.1,-2.39889855223577
10.15,-2.47900214984534
10.2,-2.56299068692635
10.25,-2.65109940987557
10.3,-2.74357965356737
10.35,-2.8406999639084
10.4,-2.94274729497367
10.45,-3.05002828566795
10.5,-3.1628706212924
10.55,-3.2816244858939
10.6,-3.40666411183619
10.65,-3.53838943364914
10.7,-3.6772278538684
10.75,-3.82363612922883
10.8,-3.97810238614513
10.85,-4.14114827476855
10.9,-4.31333127083061
10.95,-4.49524713362171
11,-4.68753252625244
11.05,-4.89086779995444
11.1,-5.10597993628042
11.15,-5.33364562765783
11.2,-5.57469445478248
11.25,-5.83001208417311
11.3,-6.10054335378936
11.35,-6.38729502820421
11.4,-6.69133787102075
11.45,-7.01380747593063
11.5,-7.35590298050823
11.55,-7.71888229928445
11.6,-8.10405176374359
11.65,-8.51274690685673
11.7,-8.94629936572903
11.75,-9.40598217867022
11.8,-9.8929216579733
11.85,-10.4079578894415
11.9,-10.9514269730236
11.95,-11.5228257292049
12,-12.1203040829501
12.05,-12.7399152749765
12.1,-13.3745514550704
12.15,-14.0125324667632
12.2,-14.6359605303299
12.25,-15.219294215012
12.3,-15.7291743095308
12.35,-16.127099356833
12.4,-16.3762364105599
12.45,-16.4513880928533
12.5,-16.3476244726608
12.55,-16.0820989819917
12.6,-15.6877559826647
12.65,-15.2032146642402
12.7,-14.6643079483698
12.75,-14.0997447060876
12.8,-13.5302960399054
12.85,-12.9698609223679
12.9,-12.427104720702
12.95,-11.9069983654915
13,-11.4120310679296
13.05,-10.9430853592995
13.1,-10.5000378973689
13.15,-10.0821597210199
13.2,-9.68837759446574
13.25,-9.31744200657841
13.3,-8.96803353806523
13.35,-8.63882897360119
13.4,-8.32854132244026
13.45,-8.03594304737558
13.5,-7.75987858229501
13.55,-7.49927010727401
13.6,-7.25311917159775
13.65,-7.0205058561135
13.7,-6.80058657935288
13.75,-6.59259126662589
13.8,-6.39582034433219
13.85,-6.20964184217458
13.9,-6.03348874493558
13.95,-5.86685659736824
14,-5.70930118919424
14.05,-5.56043587406929
14.1,-5.41992761725815
14.15,-5.28749008381496
14.2,-5.16287077585295
14.25,-5.04582718170668
14.3,-4.93608404235711
14.35,-4.83326082514907
14.4,-4.73675808639606
14.45,-4.64560093482527
14.5,-4.55827084450688
14.55,-4.47262555610704
14.6,-4.38608680381466
14.65,-4.29625500598275
14.7,-4.20183602784231
14.75,-4.1033362083735
14.8,-4.0029284316631
14.85,-3.90351639643852
14.9,-3.80767513627315
14.95,-3.7170730950387
15,-3.63244593487544
15.05,-3.55385743787582
15.1,-3.48099602815856
15.15,-3.41339402708283
15.2,-3.35055658915264
15.25,-3.29202447186002
15.3,-3.2373975600608
15.35,-3.18633829302339
15.4,-3.1385662633504
15.45,-3.09384986733031
15.5,-3.05199775993606
15.55,-3.01285122699049
15.6,-2.97627779383453
15.65,-2.94216604143332
15.7,-2.91042147128175
15.75,-2.88096323146496
15.8,-2.85372152901551
15.85,-2.82863558053004
15.9,-2.80565198161021
15.95,-2.78472340127453
16,-2.76580752866597
16.05,-2.74886621621633
16.1,-2.73386477651393
16.15,-2.72077140016357
16.2,-2.70955666957985
16.25,-2.70019314946937
16.3,-2.69265503917119
16.35,-2.68691787537898
16.4,-2.68295827632166
16.45,-2.68075372042899
16.5,-2.68028235400069
16.55,-2.68152282354414
16.6,-2.68445412932889
16.65,-2.68905549738869
16.7,-2.69530626773076
16.75,-2.70318579692284
16.8,-2.71267337354828
16.85,-2.72374814526898
16.9,-2.73638905643013
16.95,-2.75057479529343
17,-2.7662837501033
17.05,-2.78349397328441
17.1,-2.802183153141
17.15,-2.82232859248558
17.2,-2.84390719366973
17.25,-2.86689544952461
17.3,-2.89126943974801
17.35,-2.91700483229699
17.4,-2.94407688936467
17.45,-2.97246047753612
17.5,-3.00213008173222
17.55,-3.033059822564
17.6,-3.06522347673208
17.65,-3.09859450011815
17.7,-3.13314605322773
17.75,-3.16885102865587
17.8,-3.20568208026028
17.85,-3.24361165374016
17.9,-3.28261201833224
17.95,-3.322655299351
18,-3.36371351131379
