Freq_GHz,S11_dB,Gain_dB,patchX,patchY,subH,feedX,feedLength,SimulationIndex,SimulationID
6,-0.127872339474828,1.53608980536982,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.05,-0.132041069863843,1.58627010118612,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.1,-0.136131386980821,1.63774905214923,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.15,-0.140133425687451,1.69065440115377,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.2,-0.144039078258922,1.74505331684787,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.25,-0.147841903686404,1.80099276330763,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.3,-0.15153703991759,1.85850489531554,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.35,-0.155121119054554,1.91760909490006,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.4,-0.158592185508325,1.97831901637786,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.45,-0.161949617093829,2.04065074061341,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.5,-0.165194049036676,2.10459419669503,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.55,-0.168327300854241,2.17014950880146,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.6,-0.171352306067516,2.23730929925826,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.65,-0.174273044696703,2.30606145325272,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.7,-0.177094478492358,2.37638781902526,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.75,-0.179822488854893,2.44825471288305,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.8,-0.182463817398012,2.52169030248349,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.85,-0.185026009116091,2.5966088358271,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.9,-0.187517358121498,2.67299000184043,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
6.95,-0.189946855925078,2.75079570588985,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7,-0.192324142241562,2.82998137420749,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.05,-0.19465945831128,2.91049795454217,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.1,-0.196963602740053,2.99229200913734,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.15,-0.199247889870892,3.07530616077108,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.2,-0.201524110713503,3.15947982010734,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.25,-0.203804496470824,3.24474935468994,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.3,-0.206101684716363,3.33104858286047,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.35,-0.208428688290812,3.41830898579789,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.4,-0.210798867002734,3.50645953953249,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.45,-0.213225902234796,3.59542413386283,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.5,-0.215723774575289,3.68513671597118,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.55,-0.2183067446136,3.77552541603765,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.6,-0.220989337058845,3.86649449938815,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.65,-0.223786328362737,3.95795293987291,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.7,-0.22671273805124,4.04979949707317,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.75,-0.229783823994987,4.14191515507058,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.8,-0.23301508187618,4.23415796835553,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.85,-0.236422249139557,4.32635497947182,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.9,-0.240021313748507,4.418293280279,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
7.95,-0.243828528103548,4.50970997457404,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8,-0.247860428521148,4.60028267564725,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.05,-0.252133860715986,4.68962112678739,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.1,-0.256666011780225,4.77726292087711,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.15,-0.261474449210332,4.86267592695413,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.2,-0.266577167596262,4.94526931925432,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.25,-0.271992643660375,5.02441783420106,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.3,-0.277739900416509,5.09949727276078,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.35,-0.283838581313727,5.16993077323861,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.4,-0.290309035337416,5.23524411013548,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.45,-0.297172414163954,5.29511845841916,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.5,-0.304450782607536,5.34943477994299,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.55,-0.312167243761249,5.39829820973203,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.6,-0.320346080423646,5.44203637381969,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.65,-0.329012914620114,5.48117300527908,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.7,-0.338194887281411,5.51638122881041,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.75,-0.347920860434822,5.54842361286836,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.8,-0.358221644604054,5.57809273555376,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.85,-0.369130254510451,5.60615815438314,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.9,-0.380682196629996,5.6333248563606,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
8.95,-0.392915792699908,5.66020844003909,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
9,-0.40587254389903,5.68732312737199,0.913122993786416,0.913768389786342,0.130021765681377,0.121367222647269,0.660738466246302,41,sim_041
