"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,5.60328290075574
6.05,5.67696810399933
6.1,5.74578626977818
6.15,5.81019233723941
6.2,5.87059836132387
6.25,5.92737731612013
6.3,5.98086702108827
6.35,6.03137360055435
6.4,6.07917473967838
6.45,6.12452253865812
6.5,6.1676461049494
6.55,6.2087539372206
6.6,6.24803580552404
6.65,6.28566464880383
6.7,6.32179795226824
6.75,6.35657930076027
6.8,6.39013942489664
6.85,6.42259728005239
6.9,6.45406099077295
6.95,6.48462870294121
7,6.51438920203641
7.05,6.54342289642074
7.1,6.57180202516
7.15,6.59959167669893
7.2,6.62685004042565
7.25,6.65362906059489
7.3,6.67997487647468
7.35,6.70592843007423
7.4,6.73152568097623
7.45,6.75679823994154
7.5,6.78177375288144
7.55,6.80647618450955
7.6,6.83092629431667
7.65,6.85514190527909
7.7,6.87913833077887
7.75,6.90292856068866
7.8,6.92652357201969
7.85,6.94993270814914
7.9,6.97316366173289
7.95,6.99622294017088
8,7.01911576680916
8.05,7.04184653696896
8.1,7.06441866699538
8.15,7.08683486196522
8.2,7.1090971215813
8.25,7.13120677619861
8.3,7.15316464897157
8.35,7.17497088583693
8.4,7.19662503179918
8.45,7.21812605721181
8.5,7.23947222705566
8.55,7.26066110541717
8.6,7.28168949894654
8.65,7.30255326671474
8.7,7.3232474752352
8.75,7.34376607318537
8.8,7.3641019800719
8.85,7.38424692095621
8.9,7.40419134599693
8.95,7.42392442212372
9,7.4434338981475
9.05,7.46270611177179
9.1,7.48172591952926
9.15,7.5004766655249
9.2,7.51894022971687
9.25,7.53709699617693
9.3,7.55492594126798
9.35,7.57240459283982
9.4,7.58950924763199
9.45,7.60621500290913
9.5,7.62249582374216
9.55,7.63832489286971
9.6,7.65367452630244
9.65,7.66851645379526
9.7,7.68282208822556
9.75,7.69656250994328
9.8,7.70970880488096
9.85,7.72223203389992
9.9,7.73410355835443
9.95,7.74529491967742
10,7.75577806295918
10.05,7.76552518907469
10.1,7.77450872712805
10.15,7.78270123796669
10.2,7.79007499411731
10.25,7.79660181820542
10.3,7.80225235634927
10.35,7.80699541550921
10.4,7.8107975168473
10.45,7.81362212682107
10.5,7.81542914562385
