"Freq [GHz]","dB(St11) []"
6,-0.211196090533306
6.05,-0.219222883294249
6.1,-0.22674360665733
6.15,-0.233798863574466
6.2,-0.240428293829672
6.25,-0.246670572093033
6.3,-0.252563409475743
6.35,-0.258143558516426
6.4,-0.263446821530989
6.45,-0.268508062262566
6.5,-0.273361220773919
6.55,-0.278039331532772
6.6,-0.282574544650031
6.65,-0.286998150242669
6.7,-0.291340605906241
6.75,-0.295631567297457
6.8,-0.299899921844311
6.85,-0.304173825620671
6.9,-0.308480743443647
6.95,-0.312847492275702
7,-0.317300288040018
7.05,-0.321864795986491
7.1,-0.326566184778168
7.15,-0.331429184503426
7.2,-0.336478148858954
7.25,-0.341737121792473
7.3,-0.347229908943245
7.35,-0.352980154273099
7.4,-0.359011422341968
7.45,-0.365347286750697
7.5,-0.372011425351131
7.55,-0.379027722910732
7.6,-0.386420382017306
7.65,-0.394214043121216
7.7,-0.402433914738888
7.75,-0.411105914985484
7.8,-0.420256825769004
7.85,-0.429914461165246
7.9,-0.440107851707908
7.95,-0.450867446573775
8,-0.462225335925222
8.05,-0.474215495997138
8.1,-0.486874059888782
8.15,-0.500239617452762
8.2,-0.514353548171078
8.25,-0.529260391484366
8.3,-0.545008259707432
8.35,-0.561649299437506
8.4,-0.579240208258855
8.45,-0.597842814589802
8.5,-0.617524729729435
8.55,-0.638360082570198
8.6,-0.66043034908149
8.65,-0.68382529057623
8.7,-0.7086440169901
8.75,-0.734996193981333
8.8,-0.763003415651993
8.85,-0.792800768160757
8.9,-0.824538613508037
8.95,-0.858384627393933
9,-0.894526130346166
9.05,-0.933172757346194
9.1,-0.97455951798838
9.15,-1.0189503067925
9.2,-1.06664193159614
9.25,-1.11796873681877
9.3,-1.17330790748578
9.35,-1.23308554864487
9.4,-1.29778364221645
9.45,-1.36794798781105
9.5,-1.44419723312941
9.55,-1.52723308938795
9.6,-1.61785180191883
9.65,-1.71695689682773
9.7,-1.82557313809346
9.75,-1.94486148601962
9.8,-2.07613461825579
9.85,-2.22087221556764
9.9,-2.38073466282514
9.95,-2.5575729787592
10,-2.75343153155501
10.05,-2.97053822816071
10.1,-3.21127411035127
10.15,-3.47811027639259
10.2,-3.77349429336629
10.25,-4.09966023843952
10.3,-4.45832584769206
10.35,-4.85022744317545
10.4,-5.27443137813022
10.45,-5.72735902558644
10.5,-6.20149358669752
10.55,-6.68384687988581
10.6,-7.15452179617227
10.65,-7.58615571380029
10.7,-7.94552797580671
10.75,-8.19857883916587
10.8,-8.31862617541831
10.85,-8.29474084810756
10.9,-8.13551548273303
10.95,-7.86571604901269
11,-7.518103917598
11.05,-7.12517724012511
11.1,-6.71400360046628
11.15,-6.3044730233321
11.2,-5.90976044898294
11.25,-5.5377046490629
11.3,-5.19230074990033
11.35,-4.87496029954523
11.4,-4.58545734080655
11.45,-4.32259219194475
11.5,-4.08463662103587
11.55,-3.86962200297993
11.6,-3.675519529541
11.65,-3.50034830819575
11.7,-3.34223633020336
11.75,-3.19945124900855
11.8,-3.0704122539165
11.85,-2.95369045610092
11.9,-2.8480026033553
11.95,-2.75220121035178
12,-2.66526305000608
12.05,-2.58627720399698
12.1,-2.51443338455546
12.15,-2.44901092681096
12.2,-2.3893686522394
12.25,-2.33493567987078
12.3,-2.2852031868719
12.35,-2.23971707669932
12.4,-2.19807148984796
12.45,-2.15990308181286
12.5,-2.12488599032724
12.55,-2.09272741604323
12.6,-2.06316374552027
12.65,-2.03595715136897
12.7,-2.0108926108463
12.75,-1.98777529061853
12.8,-1.96642825151423
12.85,-1.94669043273457
12.9,-1.9284148801041
12.95,-1.91146718752256
13,-1.89572412483357
13.05,-1.8810724288956
13.1,-1.86740773776808
13.15,-1.85463365065636
13.2,-1.84266089863999
13.25,-1.83140661328168
13.3,-1.82079368201935
13.35,-1.81075018081635
13.4,-1.801208875916
13.45,-1.79210678774502
13.5,-1.78338481105876
13.55,-1.77498738634088
13.6,-1.76686221827836
13.65,-1.75896003784427
13.7,-1.75123440514733
13.75,-1.74364155075964
13.8,-1.73614025371781
13.85,-1.72869175481573
13.9,-1.72125970417042
13.95,-1.71381014234944
14,-1.70631151459678
14.05,-1.6987347178832
14.1,-1.69105318063101
14.15,-1.68324297501709
14.2,-1.67528296173279
14.25,-1.66715496696568
14.3,-1.65884399115483
14.35,-1.65033844874516
14.4,-1.64163043771464
