"Freq [GHz]","dB(St11) []"
6,-0.162633864192582
6.05,-0.157835623079685
6.1,-0.154227790028816
6.15,-0.151745377135677
6.2,-0.150323323074399
6.25,-0.149896797744151
6.3,-0.150401490761067
6.35,-0.151773882573459
6.4,-0.15395149727224
6.45,-0.156873136447567
6.5,-0.160479093702392
6.55,-0.16471134967185
6.6,-0.169513747611925
6.65,-0.174832149810757
6.7,-0.180614575240803
6.75,-0.186811319010047
6.8,-0.193375054286484
6.85,-0.200260917463021
6.9,-0.207426577401711
6.95,-0.214832289647893
7,-0.222440936539077
7.05,-0.230218054151344
7.1,-0.238131847030436
7.15,-0.246153191646887
7.2,-0.254255629496854
7.25,-0.262415350744258
7.3,-0.270611169267266
7.35,-0.278824489934547
7.4,-0.287039268895516
7.45,-0.295241967625165
7.5,-0.303421501419299
7.55,-0.311569182990816
7.6,-0.319678661773235
7.65,-0.327745859494243
7.7,-0.335768902540767
7.75,-0.343748051597876
7.8,-0.351685629007389
7.85,-0.35958594425901
7.9,-0.367455217996133
7.95,-0.375301504892355
8,-0.383134615730872
8.05,-0.390966038999512
8.1,-0.398808862297813
8.15,-0.40667769383948
8.2,-0.414588584324549
8.25,-0.422558949448878
8.3,-0.430607493315961
8.35,-0.438754133015806
8.4,-0.447019924638353
8.45,-0.455426990994547
8.5,-0.463998451325943
8.55,-0.472758353294029
8.6,-0.481731607552835
8.65,-0.490943925222567
8.7,-0.500421758598291
8.75,-0.510192245444953
8.8,-0.520283157249524
8.85,-0.530722851820981
8.9,-0.541540230650643
8.95,-0.552764701467713
9,-0.564426146448577
9.05,-0.576554896562725
9.1,-0.589181712563554
9.15,-0.602337773158808
9.2,-0.616054670922389
9.25,-0.630364416538159
9.3,-0.645299451995767
9.35,-0.66089267339006
9.4,-0.677177464008622
9.45,-0.694187738427203
9.5,-0.711957998370719
9.55,-0.730523401138118
9.6,-0.749919841433753
9.65,-0.770184047496467
9.7,-0.791353692470724
9.75,-0.81346752202267
9.8,-0.836565499269397
9.85,-0.86068896816127
9.9,-0.885880836537616
9.95,-0.912185780164746
10,-0.939650469164158
10.05,-0.968323818348322
10.1,-0.998257263102679
10.15,-1.02950506258671
10.2,-1.06212463217449
10.25,-1.09617690721749
10.3,-1.13172674038996
10.35,-1.16884333507085
10.4,-1.2076007174261
10.45,-1.24807825008212
10.5,-1.2903611905249
10.55,-1.33454129761883
10.6,-1.38071748991522
10.65,-1.42899655971041
10.7,-1.47949394711509
10.75,-1.53233457870862
10.8,-1.58765377566967
10.85,-1.64559823659305
10.9,-1.70632710051664
10.95,-1.77001309598439
11,-1.83684378225112
11.05,-1.90702288898436
11.1,-1.98077176102147
11.15,-2.05833091488573
11.2,-2.13996171383237
11.25,-2.22594816816868
11.3,-2.31659886744673
11.35,-2.41224905084036
11.4,-2.51326282156084
11.45,-2.62003551050725
11.5,-2.73299619344966
11.55,-2.85261036485987
11.6,-2.97938276997412
11.65,-3.11386039470845
11.7,-3.256635610523
11.75,-3.40834946804825
11.8,-3.5696951289303
11.85,-3.74142141942153
11.9,-3.92433648092936
11.95,-4.11931148074301
12,-4.32728432841638
12.05,-4.54926331650548
12.1,-4.78633056334181
12.15,-5.03964507208136
12.2,-5.31044512155444
12.25,-5.60004955032747
12.3,-5.90985725438753
12.35,-6.24134384173848
12.4,-6.5960537970161
12.45,-6.97558558594712
12.5,-7.3815656865555
12.55,-7.81560528410081
12.6,-8.27922987483231
12.65,-8.7737666531626
12.7,-9.30016643682803
12.75,-9.85872499102443
12.8,-10.4486522216822
12.85,-11.0674178588366
12.9,-11.7097856034592
12.95,-12.3664552250776
13,-13.0223146275221
13.05,-13.6545579233011
13.1,-14.2314668795908
13.15,-14.7134356914904
13.2,-15.058210406965
13.25,-15.2309014735231
13.3,-15.2154213570876
13.35,-15.0206132284835
13.4,-14.6766426480476
13.45,-14.2243240359225
13.5,-13.7041904719336
13.55,-13.1498759084766
13.6,-12.5861194555301
13.65,-12.0295624553329
13.7,-11.490562679754
13.75,-10.975024815819
13.8,-10.4858743179814
13.85,-10.0241249769995
13.9,-9.58960876012974
13.95,-9.18145789792207
14,-8.79841621787603
14.05,-8.43903671691534
14.1,-8.10180478366569
14.15,-7.78521338027919
14.2,-7.48780742197756
14.25,-7.20820853970026
14.3,-6.94512744926845
14.35,-6.69736858129469
14.4,-6.46382996640816
14.45,-6.24350029895976
14.5,-6.03545441004476
14.55,-5.83884793259556
14.6,-5.65291165086928
14.65,-5.47694583829316
14.7,-5.31031476556749
14.75,-5.15244148206878
14.8,-5.00280292297818
14.85,-4.86092536243585
14.9,-4.72638021302003
14.95,-4.59878015978985
15,-4.47777561025747
15.05,-4.36305143815193
15.1,-4.25432399750052
15.15,-4.15133838358918
15.2,-4.05386591824519
15.25,-3.96170183826833
15.3,-3.87466316749333
15.35,-3.79258675475017
15.4,-3.71532746180563
15.45,-3.64275648715962
15.5,-3.57475981329709
15.55,-3.51123676663979
15.6,-3.45209868098833
15.65,-3.39726765668958
15.7,-3.34667540910333
15.75,-3.30026220117568
15.8,-3.25797585605498
15.85,-3.21977084671143
15.9,-3.18560746044396
15.95,-3.15545103698214
16,-3.12927127961685
16.05,-3.10704163942747
16.1,-3.08873877321741
16.15,-3.07434207623082
16.2,-3.06383329110867
16.25,-3.05719619485858
16.3,-3.05441636587211
16.35,-3.05548103323557
16.4,-3.0603790107603
16.45,-3.06910071831958
16.5,-3.08163829323836
16.55,-3.09798579465557
16.6,-3.11813950398476
16.65,-3.14209832485423
16.7,-3.16986428623122
16.75,-3.20144315284239
16.8,-3.23684514750949
16.85,-3.27608579064062
16.9,-3.31918686286115
16.95,-3.36617749764595
17,-3.41709541182508
17.05,-3.47198828297966
17.1,-3.53091528401149
17.15,-3.59394878654317
17.2,-3.66117624625502
17.25,-3.73270228475032
17.3,-3.80865098400087
17.35,-3.88916841078253
17.4,-3.97442538965826
17.45,-4.06462054386783
17.5,-4.15998362376479
17.55,-4.26077914198129
17.6,-4.36731033303291
17.65,-4.47992345226937
17.7,-4.5990124245499
17.75,-4.72502384632955
17.8,-4.8584623354944
17.85,-4.99989621075959
17.9,-5.14996346623237
17.95,-5.30937798639273
18,-5.47893592195001
