"Freq [GHz]","dB(St11) []"
6,-0.177827563922158
6.05,-0.180591480907551
6.1,-0.183791583522235
6.15,-0.187384521902324
6.2,-0.191330449860588
6.25,-0.195592924980258
6.3,-0.200138807408824
6.35,-0.204938158302749
6.4,-0.209964138771729
6.45,-0.215192910078157
6.5,-0.220603535764288
6.55,-0.226177886305854
6.6,-0.23190054682698
6.65,-0.237758728356797
6.7,-0.243742183062771
6.75,-0.249843123859887
6.8,-0.256056148767463
6.85,-0.262378170366805
6.9,-0.268808350703022
6.95,-0.275348041972528
7,-0.282000733344624
7.05,-0.288772004280598
7.1,-0.295669484737389
7.15,-0.302702822675226
7.2,-0.30988365933004
7.25,-0.317225612762228
7.3,-0.324744270254681
7.35,-0.332457190204584
7.4,-0.340383914237917
7.45,-0.348545990372197
7.5,-0.356967008165066
7.55,-0.365672646914199
7.6,-0.374690738120703
7.65,-0.384051343595671
7.7,-0.393786850781258
7.75,-0.403932087076487
7.8,-0.414524455208882
7.85,-0.425604091980159
7.9,-0.437214053043823
7.95,-0.449400526751255
8,-0.46221308053906
8.05,-0.475704943833073
8.1,-0.489933332025846
8.15,-0.5049598167567
8.2,-0.520850748503954
8.25,-0.537677738405328
8.3,-0.55551820727826
8.35,-0.574456011043294
8.4,-0.594582153192868
8.45,-0.615995596633355
8.5,-0.638804189205307
8.55,-0.663125719510989
8.6,-0.689089122415042
8.65,-0.716835856812645
8.7,-0.746521482075463
8.75,-0.778317464104265
8.8,-0.812413247276417
8.85,-0.849018634946754
8.9,-0.888366528743804
8.95,-0.930716085950421
9,-0.976356365069905
9.05,-1.02561054262786
9.1,-1.07884079980047
9.15,-1.13645399615366
9.2,-1.19890827032251
9.25,-1.26672073472707
9.3,-1.34047646451137
9.35,-1.4208390212107
9.4,-1.50856280101949
9.45,-1.60450755834384
9.5,-1.70965553080066
9.55,-1.82513168639044
9.6,-1.95222773344431
9.65,-2.09243068809671
9.7,-2.24745699571506
9.75,-2.41929347197294
9.8,-2.61024669706913
9.85,-2.82300301181558
9.9,-3.06070200532586
9.95,-3.3270274787172
10,-3.62632152963582
10.05,-3.96372998608791
10.1,-4.34539153939169
10.15,-4.77868966444636
10.2,-5.27259771924356
10.25,-5.83816712031349
10.3,-6.48924326302535
10.35,-7.24355832223134
10.4,-8.12447546235834
10.45,-9.1639177856225
10.5,-10.407590233923
10.55,-11.9250023455301
10.6,-13.8306255848115
10.65,-16.3346375482821
10.7,-19.8875873828155
10.75,-25.6537479928018
10.8,-31.3028062582286
10.85,-23.7367622936745
10.9,-18.8937445362464
10.95,-15.7998542437384
11,-13.5791965685457
11.05,-11.8763664064396
11.1,-10.5167488937633
11.15,-9.40178781039552
11.2,-8.47016786690577
11.25,-7.68093084747994
11.3,-7.00520979042586
11.35,-6.42180236349913
11.4,-5.91462644896561
11.45,-5.47117060022483
11.5,-5.08150341758107
11.55,-4.73761334598149
11.6,-4.43295256132083
11.65,-4.1621118650107
11.7,-3.92058261676362
11.75,-3.70457830768509
11.8,-3.51089815052004
11.85,-3.3368210149903
11.9,-3.18002176582646
11.95,-3.03850446244174
12,-2.91054846504901
12.05,-2.79466456476529
12.1,-2.68955899751779
12.15,-2.59410372618114
12.2,-2.50731175352197
12.25,-2.4283165060542
12.3,-2.35635453594012
12.35,-2.29075094478788
12.4,-2.23090705337304
12.45,-2.17628993452651
12.5,-2.12642349945931
12.55,-2.08088088550796
12.6,-2.03927793923909
12.65,-2.00126762568323
12.7,-1.96653522415044
12.75,-1.93479419511438
12.8,-1.90578262218636
12.85,-1.87926014912798
12.9,-1.85500534486552
12.95,-1.83281344012105
13,-1.81249438799954
13.05,-1.79387120801734
13.1,-1.77677857890804
13.15,-1.76106165032602
13.2,-1.74657504747502
13.25,-1.73318204587508
13.3,-1.72075389607675
13.35,-1.70916928024655
13.4,-1.69831388427534
13.45,-1.68808007048098
13.5,-1.67836663715527
13.55,-1.66907865220168
13.6,-1.66012734897153
13.65,-1.65143007317509
13.7,-1.64291027045205
13.75,-1.63449750486195
13.8,-1.6261274992185
13.85,-1.61774218885884
13.9,-1.60928978111885
13.95,-1.60072481348349
14,-1.5920082040996
14.05,-1.58310728907223
14.1,-1.57399584171236
14.15,-1.56465406965341
14.2,-1.55506858649901
14.25,-1.54523235539438
14.3,-1.53514460261837
14.35,-1.52481069996378
14.4,-1.51424201530004
14.45,-1.50345573128945
14.5,-1.49247463274734
14.55,-1.48132686359736
14.6,-1.47004565477041
14.65,-1.458669024732
14.7,-1.44723945459791
14.75,-1.43580354001633
14.8,-1.42441162216055
14.85,-1.41311740029385
14.9,-1.4019775284464
14.95,-1.39105119878562
15,-1.38039971427614
15.05,-1.37008605321746
15.1,-1.36017442822216
15.15,-1.35072984216111
15.2,-1.34181764355711
15.25,-1.33350308385783
15.3,-1.32585087896532
15.35,-1.31892477734279
15.4,-1.3127871369595
15.45,-1.30749851327157
15.5,-1.30311726036698
15.55,-1.29969914732642
15.6,-1.29729699176399
15.65,-1.29596031241189
15.7,-1.29573500249695
15.75,-1.29666302552375
15.8,-1.29878213492573
15.85,-1.3021256188719
15.9,-1.30672207132201
15.95,-1.31259519020702
16,-1.31976360337655
16.05,-1.32824072270211
16.1,-1.33803462645674
16.15,-1.34914796981347
16.2,-1.36157792301815
16.25,-1.37531613650373
16.3,-1.39034873192638
16.35,-1.40665631782373
16.4,-1.42421402832796
16.45,-1.44299158311362
16.5,-1.46295336652882
16.55,-1.48405852364953
16.6,-1.50626107081382
16.65,-1.52951001803871
16.7,-1.55374950059555
16.75,-1.57891891692283
16.8,-1.60495306998518
16.85,-1.63178230914385
16.9,-1.65933266958307
16.95,-1.68752600633609
17,-1.71628011996993
17.05,-1.74550887101392
17.1,-1.77512228024957
17.15,-1.80502661201243
17.2,-1.83512443768372
17.25,-1.86531467656608
17.3,-1.89549261133584
17.35,-1.92554987523813
17.4,-1.95537440813289
17.45,-1.98485037840387
17.5,-2.0138580675985
17.55,-2.04227371446819
17.6,-2.0699693148149
17.65,-2.09681237321067
17.7,-2.12266560223068
17.75,-2.14738656431188
17.8,-2.17082725070302
17.85,-2.19283359118684
17.9,-2.21324488730855
17.95,-2.23189316070623
18,-2.24860240677344
