"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,4.13726668106369
6.05,4.22013813103917
6.1,4.30690641874136
6.15,4.39651282392355
6.2,4.4880391852554
6.25,4.58068930091828
6.3,4.67377417601339
6.35,4.76669941598797
6.4,4.85895518825278
6.45,4.95010741984321
6.5,5.03979026933704
6.55,5.12769944690562
6.6,5.21358637612174
6.65,5.29725274200674
6.7,5.37854580820706
6.75,5.45735382262791
6.8,5.53360197925244
6.85,5.60724857454352
6.9,5.67828130359349
6.95,5.74671418190354
7,5.8125842131524
7.05,5.87594858435808
7.1,5.93688201105135
7.15,5.99547398422978
7.2,6.05182657145587
7.25,6.1060521550595
7.3,6.15827144524048
7.35,6.20861141680866
7.4,6.25720374922821
7.45,6.30418297609935
7.5,6.34968521032338
7.55,6.39384651105517
7.6,6.43680197410585
7.65,6.47868422919657
7.7,6.5196225455007
7.75,6.55974197130461
7.8,6.5991623213619
7.85,6.63799761813024
7.9,6.6763551526966
7.95,6.71433511023403
8,6.75202997011426
8.05,6.78952391319286
8.1,6.82689253447452
8.15,6.86420251927271
8.2,6.90151117571546
8.25,6.93886618210928
8.3,6.97630553436554
8.35,7.01385704583438
8.4,7.05153843042303
8.45,7.08935709598501
8.5,7.12730981529329
8.55,7.16538295939599
8.6,7.20355235933446
8.65,7.24178310270555
8.7,7.28002969875075
8.75,7.31823614298785
8.8,7.35633607728891
8.85,7.39425276488519
8.9,7.43189948431917
8.95,7.46917972674473
9,7.50598779016828
9.05,7.54220906431436
9.1,7.5777208454664
9.15,7.61239314753447
9.2,7.64608961814355
9.25,7.67866882029181
9.3,7.70998573849092
9.35,7.73989340407853
9.4,7.76824506186532
9.45,7.79489641858845
9.5,7.81970842771644
9.55,7.84255022074071
9.6,7.86330251609782
9.65,7.88186089153207
9.7,7.89813967593734
9.75,7.91207541402157
9.8,7.9236301654048
9.85,7.93279389314326
9.9,7.93958569280864
9.95,7.94405321879172
10,7.94626901041053
10.05,7.94632375299006
10.1,7.94431551217326
10.15,7.94033609356891
10.2,7.93445540611113
10.25,7.92670611054874
10.3,7.91707058028341
10.35,7.90547229254111
10.4,7.8917738619417
10.45,7.87578150669511
10.5,7.8572565320732
10.55,7.83593221435957
10.6,7.8115334104117
10.65,7.78379678687628
10.7,7.75248861681021
10.75,7.71741817597696
10.8,7.67844545360272
10.85,7.6354836350709
10.9,7.58849688358918
10.95,7.53749431486926
11,7.48252287372427
11.05,7.42365906638316
11.1,7.36100168359321
11.15,7.29466554192
11.2,7.22477674759159
11.25,7.1514695206419
11.3,7.07488437350091
11.35,6.99516688615668
11.4,6.91246772269991
11.45,6.82694226631835
11.5,6.73875121041486
11.55,6.64806021990127
11.6,6.55504022329777
11.65,6.45986704910303
11.7,6.36272081501091
11.75,6.26378560971972
11.8,6.16324855785006
11.85,6.06129902107836
11.9,5.9581276361826
11.95,5.85392552690392
12,5.74888337381186
12.05,5.64319044488446
12.1,5.53703392090113
12.15,5.43059821169664
12.2,5.32406401909328
12.25,5.21760816633379
12.3,5.11140271585147
12.35,5.0056147211911
12.4,4.90040556358073
12.45,4.79593091671874
12.5,4.69233993580367
12.55,4.58977507236019
12.6,4.48837166649294
12.65,4.38825733560329
12.7,4.28955138772132
12.75,4.19236442165345
12.8,4.09679718588679
12.85,4.00294040930714
12.9,3.91087324361676
12.95,3.82066286899752
13,3.73236336426549
13.05,3.6460148394532
13.1,3.56164258040644
13.15,3.47925669238408
13.2,3.39885141213986
13.25,3.32040548675748
13.3,3.24388205418431
13.35,3.16922994825367
13.4,3.09638516537894
13.45,3.02527252172125
13.5,2.95580864573194
13.55,2.88790493080981
13.6,2.82147173159387
13.65,2.7564218612305
13.7,2.69267576057869
13.75,2.63016617745684
13.8,2.56884272694829
13.85,2.50867697605489
13.9,2.44966676000328
13.95,2.39184047884542
14,2.33526061959726
14.05,2.2800266566984
14.1,2.22627700330783
14.15,2.17419001442762
14.2,2.1239842113331
14.25,2.07591654108694
14.3,2.03028016899482
14.35,1.98740007301015
14.4,1.9476277225026
14.45,1.9113337160135
14.5,1.87889941992437
14.55,1.8507065733079
14.6,1.82712604236021
14.65,1.80850513569063
14.7,1.79515424061628
14.75,1.78733305255525
14.8,1.78523672405493
14.85,1.78898287466395
14.9,1.79859944053613
14.95,1.81401435564136
15,1.83504751361107
