"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,-1.76401269759085
6.05,-1.67364883035867
6.1,-1.58631715987696
6.15,-1.50169334167505
6.2,-1.41943905460605
6.25,-1.33920490723788
6.3,-1.26063342110445
6.35,-1.18336214156086
6.4,-1.10702754968426
6.45,-1.0312684345589
6.5,-0.955729542491101
6.55,-0.88006524766355
6.6,-0.803943498988293
6.65,-0.727049052598946
6.7,-0.649086706149889
6.75,-0.56978492336711
6.8,-0.488897718784224
6.85,-0.406207373805786
6.9,-0.321526255087924
6.95,-0.234697890446322
7,-0.145597873325196
7.05,-0.0541340723459981
7.1,0.0397540340789385
7.15,0.13609590533651
7.2,0.234891506841824
7.25,0.336113305969876
7.3,0.439708121203496
7.35,0.54560002872306
7.4,0.653692934019077
7.45,0.763873425868422
7.5,0.876013985199045
7.55,0.989975837936117
7.6,1.10561148561766
7.65,1.22276805513116
7.7,1.34128927383363
7.75,1.46101812298184
7.8,1.58179869088642
7.85,1.70347782868069
7.9,1.82590696198931
7.95,1.94894276710164
8,2.07244847843893
8.05,2.19629410285395
8.1,2.320357152311
8.15,2.44452244195002
8.2,2.56868244217283
8.25,2.69273664625161
8.3,2.8165914189099
8.35,2.94015954617362
8.4,3.06335941368504
8.45,3.18611470705965
8.5,3.30835331804081
8.55,3.43000684249242
8.6,3.55100959512437
8.65,3.67129790504751
8.7,3.79080914196377
8.75,3.9094810175466
8.8,4.02725050539964
8.85,4.14405313199721
8.9,4.25982211450033
8.95,4.37448731212686
9,4.48797474411068
9.05,4.60020549966907
9.1,4.71109532611473
9.15,4.82055374522589
9.2,4.92848380964398
9.25,5.03478164847077
9.3,5.13933642656021
9.35,5.2420306323628
9.4,5.34274057642862
9.45,5.44133759844782
9.5,5.53768951283748
9.55,5.63166289772371
9.6,5.72312616634663
9.65,5.81195295653093
9.7,5.89802659636475
9.75,5.98124492866033
9.8,6.06152530880788
9.85,6.13880984314519
9.9,6.21306992248325
9.95,6.28430989246568
10,6.35256916500125
10.05,6.41792267587008
10.1,6.48047918616097
10.15,6.5403774566929
10.2,6.59778029697801
10.25,6.65286714044815
10.3,6.70582485277632
10.35,6.7568380912082
10.4,6.80607990799906
10.45,6.85370344908382
10.5,6.89983552120586
10.55,6.94457225595931
10.6,6.9879763577182
10.65,7.03007601837862
10.7,7.07086452181797
10.75,7.11030008828851
10.8,7.14830544957148
10.85,7.18476644068529
10.9,7.21952998037964
10.95,7.25240088995848
11,7.28313846278702
11.05,7.31145318766141
11.1,7.33700449726134
11.15,7.35940117591661
11.2,7.37820525772453
11.25,7.39294082350957
11.3,7.40310794858944
11.35,7.40820190697017
11.4,7.40773638631547
11.45,7.40126824152016
11.5,7.38842133751359
11.55,7.3689061025333
11.6,7.34253234951092
11.65,7.30921418991899
11.7,7.26896638324923
11.75,7.22189368930017
11.8,7.16817569491748
11.85,7.10804884418752
11.9,7.04178911875441
11.95,6.96969636560658
12,6.89208188605698
12.05,6.80925953999054
12.1,6.72154039885782
12.15,6.62923018030416
12.2,6.53262881789997
12.25,6.43203185112478
12.3,6.32773224265695
12.35,6.2200227456815
12.4,6.10919799381861
12.45,5.99555613578323
12.5,5.87939981577513
12.55,5.76103664677538
12.6,5.64077834672636
12.65,5.5189396590709
12.7,5.3958364219701
12.75,5.27178260080534
12.8,5.14708763220752
12.85,5.02205262625909
12.9,4.89696699409524
12.95,4.77210475680187
13,4.64772111432108
13.05,4.52404965700244
13.1,4.40129966108715
13.15,4.27965447318351
13.2,4.15927080419763
13.25,4.04027842293303
13.3,3.92278152282193
13.35,3.80686022207826
13.4,3.69257359722592
13.45,3.57996291775952
13.5,3.46905563962143
13.55,3.35986958500044
13.6,3.25241713250614
13.65,3.14670936970937
13.7,3.04275976800078
13.75,2.94058695972974
13.8,2.84021696255535
13.85,2.74168431331594
13.9,2.64503205051495
13.95,2.55031009456186
14,2.45757326034184
14.05,2.36687685707802
14.1,2.27827199214618
14.15,2.191799093057
14.2,2.10748084061514
14.25,2.02531374054495
14.3,1.94525954846715
14.35,1.86723603764821
14.4,1.79110741775775
14.45,1.71667551777683
14.5,1.64367126195358
14.55,1.57174692051982
14.6,1.50046991698323
14.65,1.42931801263186
14.7,1.35767688061697
14.75,1.2848385054921
14.8,1.21000368765927
14.85,1.13228495320911
14.9,1.05071277861575
14.95,0.96424340835445
15,0.871768734452524
15.05,0.772128094848178
15.1,0.664120966851807
15.15,0.546521257808507
15.2,0.418092484746766
15.25,0.277603754427506
15.3,0.1238464161484
15.35,-0.0443478391688717
15.4,-0.228088923872179
15.45,-0.428407493720495
15.5,-0.64623278669559
15.55,-0.882367250806374
15.6,-1.1374562443455
15.65,-1.41195257025751
15.7,-1.70607171238555
15.75,-2.01973760432054
15.8,-2.35251375157486
15.85,-2.7035179572951
15.9,-3.07131760810692
15.95,-3.4538037128314
16,-3.8480447298104
16.05,-4.25012801347479
16.1,-4.65500196892153
16.15,-5.05635190567503
16.2,-5.44654974329727
16.25,-5.81674872048703
16.3,-6.15718538021279
16.35,-6.45775277382297
16.4,-6.70884389527215
16.45,-6.90238025477122
16.5,-7.03283412304937
16.55,-7.09798449013962
16.6,-7.09918961682504
16.65,-7.04108629161226
16.7,-6.93081587282704
16.75,-6.77700286719705
16.8,-6.58874213477099
16.85,-6.3747800883724
16.9,-6.14297016326079
16.95,-5.89999274952174
17,-5.65128400303807
17.05,-5.40109855989559
17.1,-5.15264713752735
17.15,-4.90826253555041
17.2,-4.66956500364668
17.25,-4.43761450356066
17.3,-4.21304136550166
17.35,-3.99615384498239
17.4,-3.78702658811132
17.45,-3.58556903699132
17.5,-3.39157954723435
17.55,-3.20478613051931
