"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,-4.97840399501322
6.05,-4.51819571926235
6.1,-4.08218740953042
6.15,-3.6686874383187
6.2,-3.27615567585105
6.25,-2.9031791956944
6.3,-2.54845364164831
6.35,-2.21076822575911
6.4,-1.88899411259979
6.45,-1.58207537315359
6.5,-1.2890220727595
6.55,-1.00890439882215
6.6,-0.740848526655286
6.65,-0.484032738283944
6.7,-0.237684569917889
6.75,-0.00107805773539606
6.8,0.226468324927506
6.85,0.44559400790878
6.9,0.656898132160078
6.95,0.860941675315602
7,1.0582491149275
7.05,1.2493104728257
7.1,1.43458315158795
7.15,1.61449359583783
7.2,1.78943939828027
7.25,1.95979082521127
7.3,2.12589289443154
7.35,2.28806671853109
7.4,2.44661136100023
7.45,2.60180539518085
7.5,2.75390802868141
7.55,2.90316046924889
7.6,3.04978685843788
7.65,3.1939948131025
7.7,3.33597559741333
7.75,3.47590398238567
7.8,3.61393716801045
7.85,3.7502130833615
7.9,3.88484794379705
7.95,4.01793244050982
8,4.14952689099285
8.05,4.27965554011604
8.1,4.40829954566633
8.15,4.53538944919968
8.2,4.66079779196981
8.25,4.78433278965615
8.3,4.9057346562581
8.35,5.02467602423677
8.4,5.14076870872383
8.45,5.25357780677257
8.5,5.36264388929377
8.55,5.46751271693409
8.6,5.56776929674468
8.65,5.66307284870586
8.7,5.75318716729426
8.75,5.8380014132632
8.8,5.91753847831612
8.85,5.99194916986376
8.9,6.06149459141695
8.95,6.12651960328067
9,6.18742282619193
9.05,6.24462695335064
9.1,6.29855346579848
9.15,6.34960296301986
9.2,6.39814241557301
9.25,6.4444982601084
9.3,6.48895444725199
9.35,6.53175405625013
9.4,6.57310304203261
9.45,6.61317513513949
9.5,6.65211708327913
9.55,6.6900536700258
9.6,6.72709216437624
9.65,6.76332598697561
9.7,6.79883758674606
9.75,6.83370081579564
9.8,6.86798237393856
9.85,6.90174287490813
9.9,6.93503728988808
9.95,6.96791514691768
10,7.0004205799238
10.05,7.0325918915179
10.1,7.06446132794408
10.15,7.09605460233189
10.2,7.12739069214637
10.25,7.15848141252134
10.3,7.18933136270869
10.35,7.2199380086661
10.4,7.25029172331508
10.45,7.28037624890796
10.5,7.31016930747789
10.55,7.339643151333
10.6,7.36876560012871
10.65,7.39750084051928
10.7,7.42581047936642
10.75,7.4536545374217
10.8,7.48099243652933
10.85,7.50778366746708
10.9,7.53398858877952
10.95,7.55956883910672
11,7.58448761491786
11.05,7.60870954524735
11.1,7.63220077664277
11.15,7.65492829277276
11.2,7.67685957201452
11.25,7.69796194218738
11.3,7.71820188061753
11.35,7.73754444923505
11.4,7.7559528711105
11.45,7.77338772247394
11.5,7.78980721364
11.55,7.80516669999121
11.6,7.81941898662681
11.65,7.83251465047384
11.7,7.84440239017467
11.75,7.85502970975363
11.8,7.86434340386618
