"Freq [GHz]","dB(St11) []"
6,-0.252830114338107
6.05,-0.259724644582382
6.1,-0.266741396046208
6.15,-0.273880217019363
6.2,-0.281141479965802
6.25,-0.288526078769183
6.3,-0.296035426484882
6.35,-0.303671453646178
6.4,-0.311436607172312
6.45,-0.319333849926392
6.5,-0.327366660971852
6.55,-0.335539036576957
6.6,-0.34385549201819
6.65,-0.352321064234748
6.7,-0.360941315388345
6.75,-0.369722337384592
6.8,-0.378670757414746
6.85,-0.387793744579451
6.9,-0.397099017659265
6.95,-0.406594854100342
7,-0.416290100287529
7.05,-0.426194183181466
7.1,-0.436317123401042
7.15,-0.44666954983772
7.2,-0.457262715893808
7.25,-0.468108517442953
7.3,-0.479219512617673
7.35,-0.490608943535841
7.4,-0.502290760085888
7.45,-0.514279645898531
7.5,-0.526591046641949
7.55,-0.539241200786799
7.6,-0.552247172997658
7.65,-0.565626890318586
7.7,-0.579399181332112
7.75,-0.593583818483546
7.8,-0.608201563775903
7.85,-0.623274218054862
7.9,-0.638824674118575
7.95,-0.654876973902843
8,-0.67145637000962
8.05,-0.688589391864481
8.1,-0.706303916807942
8.15,-0.72462924644529
8.2,-0.743596188600649
8.25,-0.763237145242847
8.3,-0.783586206773265
8.35,-0.804679253089426
8.4,-0.826554061862157
8.45,-0.849250424488702
8.5,-0.87281027020884
8.55,-0.897277798895892
8.6,-0.922699623058502
8.65,-0.949124919612247
8.7,-0.976605592001788
8.75,-1.00519644327321
8.8,-1.03495536071201
8.85,-1.06594351267327
8.9,-1.09822555823572
8.95,-1.13186987030853
9,-1.16694877280671
9.05,-1.20353879248585
9.1,-1.24172092598501
9.15,-1.28158092256552
9.2,-1.32320958294743
9.25,-1.36670307452911
9.3,-1.41216326312233
9.35,-1.45969806113572
9.4,-1.50942179188576
9.45,-1.5614555693919
9.5,-1.61592769260841
9.55,-1.67297405254206
9.6,-1.73273855007977
9.65,-1.79537352157994
9.7,-1.86104016833339
9.75,-1.92990898483813
9.8,-2.00216017941134
9.85,-2.07798407892801
9.9,-2.15758150736213
9.95,-2.24116412523365
10,-2.32895471393455
10.05,-2.42118738510313
10.1,-2.51810769059026
10.15,-2.61997260294213
10.2,-2.72705032949319
10.25,-2.83961991486317
10.3,-2.95797057656362
10.35,-3.08240070616415
10.4,-3.21321645358465
10.45,-3.35072979402894
10.5,-3.49525595522153
10.55,-3.64711005623641
10.6,-3.8066027775288
10.65,-3.97403484399722
10.7,-4.14969005829702
10.75,-4.3338265697469
10.8,-4.52666600515324
10.85,-4.72838002296002
10.9,-4.93907378449691
10.95,-5.15876577214403
11,-5.38736333549549
11.05,-5.62463333247364
11.1,-5.87016728372486
11.15,-6.12334062243584
11.2,-6.38326596562101
11.25,-6.64874094862947
11.3,-6.91819216594181
11.35,-7.18961827069976
11.4,-7.4605373982364
11.45,-7.72794679300247
11.5,-7.98830561865121
11.55,-8.23755483707697
11.6,-8.471189667638
11.65,-8.684398882125
11.7,-8.87227925005648
11.75,-9.03012161397848
11.8,-9.15374796077444
11.85,-9.23986001099695
11.9,-9.28634570893251
11.95,-9.29248777184463
12,-9.25903230310204
12.05,-9.18810311915336
12.1,-9.08298007251814
12.15,-8.94778593330451
12.2,-8.78713818761832
12.25,-8.60581805767142
12.3,-8.40849391101413
12.35,-8.19951730658405
12.4,-7.98279336245649
12.45,-7.76171606875818
12.5,-7.53915392101031
12.55,-7.31747046808226
12.6,-7.09856624304729
12.65,-6.8839315302957
12.7,-6.67470250063571
12.75,-6.47171589229961
12.8,-6.27555944968702
12.85,-6.08661676914388
12.9,-5.90510614425066
12.95,-5.7311135750062
13,-5.56462041769822
13.05,-5.40552629400186
13.1,-5.25366791397429
13.15,-5.1088344429166
13.2,-4.97077998589254
13.25,-4.83923369432591
13.3,-4.71390792735665
13.35,-4.59450483245019
13.4,-4.48072164802508
13.45,-4.37225497665958
13.5,-4.26880423081723
13.55,-4.17007441351239
13.6,-4.07577836321977
13.65,-3.98563856484487
13.7,-3.89938860598001
13.75,-3.81677433930686
13.8,-3.73755479728048
13.85,-3.66150289363756
13.9,-3.58840593736642
13.95,-3.51806597816829
14,-3.45029999777718
14.05,-3.38493995846493
14.1,-3.32183271833702
14.15,-3.26083982233909
14.2,-3.20183717797784
14.25,-3.14471462536434
14.3,-3.08937541209108
14.35,-3.03573558445832
14.4,-2.98372330750827
14.45,-2.93327812707733
14.5,-2.88435018754615
14.55,-2.83689941909745
14.6,-2.79089470806204
14.65,-2.74631306335068
14.7,-2.70313879106842
14.75,-2.66136268823697
14.8,-2.62098126517539
14.85,-2.58199600457742
14.9,-2.54441266374473
14.95,-2.50824062485412
15,-2.47349229661123
15.05,-2.44018256921997
15.1,-2.40832832331218
15.15,-2.37794799236143
15.2,-2.3490611771616
15.25,-2.32168831018937
15.3,-2.29585036708827
15.35,-2.27156862209764
15.4,-2.24886444399117
15.45,-2.22775912896737
15.5,-2.20827376692987
15.55,-2.19042913768899
15.6,-2.17424563378986
15.65,-2.15974320690691
15.7,-2.14694133502631
15.75,-2.13585900795129
15.8,-2.12651472900016
15.85,-2.11892653111311
15.9,-2.11311200593575
15.95,-2.10908834479828
16,-2.10687239085851
16.05,-2.10648070202127
16.1,-2.10792962458863
16.15,-2.1112353779358
16.2,-2.11641415085042
16.25,-2.12348221052394
16.3,-2.13245602554874
16.35,-2.14335240466274
16.4,-2.15618865340414
16.45,-2.17098275130548
16.5,-2.18775355278331
16.55,-2.20652101548634
16.6,-2.22730646057264
16.65,-2.25013287022472
16.7,-2.27502522871311
16.75,-2.30201091452857
16.8,-2.33112015257477
16.85,-2.3623865372151
16.9,-2.39584763918835
16.95,-2.43154571215939
17,-2.46952851809989
17.05,-2.50985029498684
17.1,-2.55257289571297
17.15,-2.59776713394393
17.2,-2.64551438136494
17.25,-2.6959084719034
17.3,-2.74905798286213
17.35,-2.8050889814835
17.4,-2.86414834969436
17.45,-2.9264078315784
17.5,-2.99206899013763
17.55,-3.06136931581691
17.6,-3.13458980421749
17.65,-3.21206442165334
17.7,-3.29419201495543
17.75,-3.38145141080427
17.8,-3.47442071075687
17.85,-3.57380215100355
17.9,-3.68045440371941
17.95,-3.79543491092561
18,-3.92005584804067
