"Freq [GHz]","dB(GainTotal) [] - Phi='0deg' Theta='0deg'"
6,2.71975131351486
6.05,2.78409905059375
6.1,2.84745951343183
6.15,2.90979954285859
6.2,2.97111103107498
6.25,3.03140824533061
6.3,3.09072515650048
6.35,3.14911282438783
6.4,3.20663710742424
6.45,3.26337612514612
6.5,3.31941819818111
6.55,3.37485984123377
6.6,3.42980371609133
6.65,3.4843569678155
6.7,3.53862946077579
6.75,3.59273253196653
6.8,3.6467773914961
6.85,3.70087420596197
6.9,3.75513072213878
6.95,3.80965175804838
7,3.86453801926832
7.05,3.91988564864714
7.1,3.97578548295609
7.15,4.0323227344799
7.2,4.08957642325563
7.25,4.14761908716705
7.3,4.20651655938018
7.35,4.26632769416127
7.4,4.32710434335906
7.45,4.38889090444656
7.5,4.45172463656834
7.55,4.51563533484511
7.6,4.58064530024515
7.65,4.64676929722108
7.7,4.71401465452568
7.75,4.78238095035798
7.8,4.85186023841768
7.85,4.92243679331252
7.9,4.99408695319363
7.95,5.06677918420409
8,5.14047364064805
8.05,5.21512219013531
8.1,5.29066787127928
8.15,5.36704469036902
8.2,5.44417692451315
8.25,5.52197890451779
8.3,5.60035401663912
8.35,5.6791940969955
8.4,5.75837866043694
8.45,5.83777391117728
8.5,5.91723176763111
8.55,5.99658920692012
8.6,6.07566744168656
8.65,6.15427175201414
8.7,6.23219171302908
8.75,6.30920230490874
8.8,6.38506603487623
8.85,6.45953655114118
8.9,6.53236353579153
8.95,6.60329925921672
9,6.67210646191015
9.05,6.73856665057946
9.1,6.80248863070107
9.15,6.8637156869726
9.2,6.92213055779641
9.25,6.97765706200425
9.3,7.03025857356469
9.35,7.07993245238951
9.4,7.12670241051095
9.45,7.17060890988522
9.5,7.2116994448679
9.55,7.25001976214885
9.6,7.28560663305721
9.65,7.31848256138333
9.7,7.34865183765869
9.75,7.37609803055416
9.8,7.40078131634336
9.85,7.4226363528528
9.9,7.44156923556803
9.95,7.45745450114141
10,7.47013245798943
10.05,7.47940758715498
10.1,7.48504948445065
10.15,7.4867965315391
10.2,7.48436429783425
10.25,7.47745676853879
10.3,7.46578085557643
10.35,7.44906205015177
10.4,7.42705959404989
10.45,7.39957840032508
10.5,7.36647755228112
10.55,7.32767311710422
