Freq_GHz,S11_dB,dipole_length,wire_rad,port_gap,SimulationIndex,SimulationID
0.45,-0.179666623618082,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.45225,-0.183572148706439,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.4545,-0.187568167740936,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.45675,-0.191657074222406,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.459,-0.195841333415784,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.46125,-0.200123484745185,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.4635,-0.204506144276458,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.46575,-0.208992007290663,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.468,-0.213583850952003,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.47025,-0.218284537073937,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.4725,-0.223097014987283,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.47475,-0.22802432451436,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.477,-0.233069599053301,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.47925,-0.238236068776882,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.4815,-0.243527063950385,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.48375,-0.248946018373175,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.486,-0.254496472948872,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.48825,-0.260182079389198,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.4905,-0.266006604056777,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.49275,-0.271973931952382,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.495,-0.278088070852335,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.49725,-0.284353155602001,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.4995,-0.290773452571542,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.50175,-0.297353364280379,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.504,-0.304097434196982,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.50625,-0.311010351721001,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.5085,-0.318096957354858,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.51075,-0.325362248072366,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.513,-0.33281138289211,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.51525,-0.340449688663697,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.5175,-0.348282666075264,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.51975,-0.356315995890969,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.522,-0.364555545427491,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.52425,-0.373007375278964,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.5265,-0.381677746300096,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
0.52875,-0.390573126857539,15.8118242922684,0.342412391132993,0.27972070219925,36,sim_036
