"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.77229441886713
2,3.74536808794403
4,3.71681676776482
6,3.68694559564692
8,3.65602236570656
10,3.62426410496862
12,3.59182364214727
14,3.55877687261271
16,3.52511144317278
18,3.49071754035289
20,3.45538136355247
22,3.41878170565628
24,3.38048986228172
26,3.33997286704065
28,3.29659982737759
30,3.24965093653509
32,3.19832858062108
34,3.14176985740919
36,3.07905977919052
38,3.00924444193273
40,2.93134349753763
42,2.84436135203361
44,2.74729661611231
46,2.6391494427668
48,2.51892648977591
50,2.38564333546867
52,2.23832425071361
54,2.0759992869541
56,1.89769867941073
58,1.70244458692073
60,1.48924019562133
62,1.2570562022138
64,1.00481466192496
66,0.731370133044945
68,0.435487969100974
70,0.115819495064845
72,-0.229126351714256
74,-0.601015539497662
76,-1.00172650268219
78,-1.43339394852467
80,-1.89846049140227
82,-2.39973811211361
84,-2.94048183650563
86,-3.52447825896465
88,-4.15615125653663
90,-4.84068565257096
92,-5.58416487264715
94,-6.39370660073534
96,-7.27755135200265
98,-8.24498979213405
100,-9.30585100519925
102,-10.4688868860565
104,-11.7374888750924
106,-13.0992386533439
108,-14.5026635456689
110,-15.8152725445576
112,-16.787297008591
114,-17.1303594865
116,-16.7636014059007
118,-15.9051638862989
120,-14.8476842439818
122,-13.7820042318722
124,-12.7946390536596
126,-11.9143199301478
128,-11.1444971405371
130,-10.4791467676652
132,-9.90951239340446
134,-9.42676472518304
136,-9.02293993457422
138,-8.69117849676377
140,-8.42569460900113
142,-8.22165482430601
144,-8.07503843328865
146,-7.98250740023841
148,-7.94129499764258
150,-7.94911477900862
152,-8.00408881080576
154,-8.10469339046649
156,-8.2497206018191
158,-8.43825447186336
160,-8.66966095921283
162,-8.94359141692191
164,-9.25999946973126
166,-9.61917136994915
168,-10.021769755571
170,-10.4688901518245
172,-10.9621281742043
174,-11.5036524703799
176,-12.0962724580744
178,-12.7434777142177
180,-13.4494008444065
