"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.5270168042865
2,3.50879148326467
4,3.48991316788157
6,3.47072525345182
8,3.45150972169905
10,3.43247120502628
12,3.41372193331925
14,3.39526847491081
16,3.37700113025424
18,3.35868669671298
20,3.33996510454316
22,3.320350148563
24,3.29923423751647
26,3.27589678869089
28,3.24951564254439
30,3.21918068754939
32,3.18390878469864
34,3.14265906695083
36,3.09434775224852
38,3.03786173160445
40,2.97207035315391
42,2.89583499519345
44,2.80801618480723
46,2.70747815724465
48,2.59309085405525
50,2.46372942008573
52,2.31827128058648
54,2.15559086315807
56,1.97455198043076
58,1.77399781416276
60,1.55273834514346
62,1.30953495939817
64,1.04308183052141
66,0.75198352786849
68,0.43472812402583
70,0.0896548609180478
72,-0.285084834786784
74,-0.691574542272349
76,-1.13219024984091
78,-1.6096705658276
80,-2.1272030849536
82,-2.68853117844723
84,-3.29808649042626
86,-3.9611532462187
88,-4.68407028227274
90,-5.47447328063109
92,-6.34156728633941
94,-7.29638327605906
96,-8.35187307480065
98,-9.52242940915355
100,-10.8217005990743
102,-12.2556726457098
104,-13.8033519416838
106,-15.3693522765301
108,-16.7005075222034
110,-17.3729373817866
112,-17.1114389428241
114,-16.1373296776909
116,-14.8829422543857
118,-13.6284527946152
120,-12.4856827841415
122,-11.4829207592814
124,-10.6173212058932
126,-9.87679783909253
128,-9.24797147518348
130,-8.71873811110813
132,-8.27888761082951
134,-7.92005925211208
136,-7.63550574727831
138,-7.41983340886874
140,-7.26877307334118
142,-7.17899503093594
144,-7.14796700921062
146,-7.1738503369421
148,-7.25542929708293
150,-7.39206988939176
152,-7.58370586492242
154,-7.83085169633435
156,-8.13464410414013
158,-8.49691598689296
160,-8.92030929189298
162,-9.40843674454621
164,-9.96610664096984
166,-10.5996300716048
168,-11.3172349999964
170,-12.129612394351
172,-13.0506017424333
174,-14.0979399373725
176,-15.293695912435
178,-16.662985396078
180,-18.2261013337255
