"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.90427698767049
2,3.87912569346051
4,3.85191573716837
6,3.82261238719661
8,3.79119615250827
10,3.75766456027741
12,3.72203371250191
14,3.68433957449084
16,3.64463893208795
18,3.60300993813173
20,3.55955215346953
22,3.51438597570557
24,3.46765134197702
26,3.41950559283449
28,3.37012039517582
30,3.31967764526251
32,3.26836430956883
34,3.21636621187393
36,3.16386083835388
38,3.11100930532677
40,3.05794771161298
42,3.00477817224299
44,2.95155989427678
46,2.89830070028294
48,2.84494942297627
50,2.79138958029391
52,2.73743469189082
54,2.68282551789336
56,2.62722939522422
58,2.57024172588358
60,2.5113895473772
62,2.4501370005121
64,2.38589241501484
66,2.31801666678408
68,2.24583242598521
70,2.16863391235467
72,2.08569679905578
74,1.99628795263224
76,1.89967475611316
78,1.79513382712713
80,1.68195900592778
82,1.5594685440861
84,1.42701146974666
86,1.28397313814071
88,1.1297799964798
90,0.963903601636672
92,0.78586392919345
94,0.59523200598658
96,0.391631887842252
98,0.174741992356722
100,-0.0557042142708819
102,-0.299918185058803
104,-0.558056926148427
106,-0.830224304423325
108,-1.11647302492115
110,-1.41680725398536
112,-1.73118583497508
114,-2.05952600531032
116,-2.40170747731832
118,-2.75757669199028
120,-3.1269509961434
122,-3.50962243183225
124,-3.90536076460249
126,-4.31391531664293
128,-4.73501511384003
130,-5.16836680297093
132,-5.61364974624851
134,-6.07050765315886
136,-6.53853606081105
138,-7.01726492034253
140,-7.50613548621344
142,-8.00447063977066
144,-8.51143771946746
146,-9.02600290433172
148,-9.54687625624567
150,-10.0724467588039
152,-10.6007072354167
154,-11.1291700898538
156,-11.6547766567549
158,-12.173805883529
160,-12.6817923425683
162,-13.173469201569
164,-13.6427581859694
166,-14.0828341474614
168,-14.4862936062403
170,-14.845450340332
172,-15.1527626869099
174,-15.4013657354169
176,-15.5856427800377
178,-15.7017381260243
180,-15.7479052851108
