"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.50183522443686
2,3.47388337109261
4,3.44517863840482
6,3.41614168473789
8,3.38715714410528
10,3.35855494667884
12,3.33059136759326
14,3.30343081274435
16,3.27712941424857
18,3.25162148235281
20,3.2267097338455
22,3.20205999180161
24,3.1772007452139
26,3.15152760071883
28,3.12431229223544
30,3.09471558015515
32,3.06180310686093
34,3.02456310558978
36,2.98192479584015
38,2.93277633624947
40,2.87598132801488
42,2.81039304318194
44,2.73486576407994
46,2.64826283591742
48,2.54946123189491
50,2.43735259337499
52,2.3108408275359
54,2.1688364181444
56,2.01024763251993
58,1.83396879288634
60,1.63886572747267
62,1.42375842970331
64,1.18740083456861
66,0.92845746890243
68,0.645476542165536
70,0.336858807102447
72,0.000821220167747193
74,-0.364645952457039
76,-0.76183043761245
78,-1.19336018027571
80,-1.66227987958248
82,-2.17214638527092
84,-2.72714902703133
86,-3.33226288335654
88,-3.99344526364585
90,-4.71788778617298
92,-5.51433668654647
94,-6.39348727150299
96,-7.36842995037675
98,-8.45503235197908
100,-9.67185964352097
102,-11.0383909506058
104,-12.5677846189994
106,-14.2433901114854
108,-15.9530175414437
110,-17.3601235336133
112,-17.895590797144
114,-17.302852145404
116,-16.0147680249618
118,-14.5588851944177
120,-13.1903069989212
122,-11.9823111123226
124,-10.939095819229
126,-10.0450029451726
128,-9.2812209170507
130,-8.63069747722119
132,-8.07918342983166
134,-7.61510157036696
136,-7.22912651281408
138,-6.9137539695573
140,-6.66293540210225
142,-6.4717881386024
144,-6.3363718042885
146,-6.25351825934031
148,-6.2207034309236
150,-6.23595176617145
152,-6.29776632118828
154,-6.40507941242277
156,-6.55722025406847
158,-6.75389712678328
160,-6.99519240310836
162,-7.28156918755811
164,-7.61388833694697
166,-7.99343400833598
168,-8.4219442122437
170,-8.90163927248704
172,-9.43523391672085
174,-10.0259045863752
176,-10.6771558060326
178,-11.3924749898254
180,-12.1745588095387
