"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.81844804395115
1.005,-1.65013410148096
1.01,-1.50505288617475
1.015,-1.37954501050724
1.02,-1.2706052195129
1.025,-1.17576925067965
1.03,-1.09301754671535
1.035,-1.02069466190061
1.04,-0.957442479983967
1.045,-0.902145180470834
1.05,-0.853883985023605
1.055,-0.811899934975502
1.06,-0.775563211625082
1.065,-0.744347770059916
1.07,-0.717810294488445
1.075,-0.695572690458225
1.08,-0.677307505153927
1.085,-0.662725812262186
1.09,-0.65156721474357
1.095,-0.643591709532275
1.1,-0.638573224880647
1.105,-0.636294685949019
1.11,-0.636544489666918
1.115,-0.639114278630208
1.12,-0.643797899194378
1.125,-0.650391414918449
1.13,-0.658694027497805
1.135,-0.668509737833121
1.14,-0.679649564172722
1.145,-0.69193412585765
1.15,-0.705196402477981
1.155,-0.719284490209022
1.16,-0.734064199284878
1.165,-0.749421367245735
1.17,-0.765263799080223
1.175,-0.78152278450167
1.18,-0.798154181163444
1.185,-0.815139087863409
1.19,-0.832484161657609
1.195,-0.850221656115288
1.2,-0.868409274393705
1.205,-0.887129940846135
1.21,-0.906491599522716
1.215,-0.926627148544221
1.22,-0.947694617399623
1.225,-0.969877691120173
1.23,-0.993386682120319
1.235,-1.0184600479208
1.24,-1.04536655097943
1.245,-1.07440815450311
1.25,-1.10592374303309
1.255,-1.14029374418986
1.26,-1.17794570003156
1.265,-1.21936077887109
1.27,-1.26508110709887
1.275,-1.31571759520541
1.28,-1.37195756550177
1.285,-1.43457084995776
1.29,-1.50441193455002
1.295,-1.58241389469815
1.3,-1.66956685665798
1.305,-1.76686890890881
1.31,-1.87523001119205
1.315,-1.99529890721534
1.32,-2.12716991396852
1.325,-2.26991509159778
1.33,-2.42089138482089
1.335,-2.57482381552642
1.34,-2.72282066876488
1.345,-2.8517896595288
1.35,-2.94513464574051
1.355,-2.98572975348882
1.36,-2.96126138373584
1.365,-2.86990296168222
1.37,-2.72266406253837
1.375,-2.54024196505539
1.38,-2.34619942810263
1.385,-2.16061118463549
1.39,-1.99690661555806
1.395,-1.86186439907806
1.4,-1.75726909348358
1.405,-1.68186119943104
1.41,-1.6328933809698
1.415,-1.60714159066847
1.42,-1.60146597990628
1.425,-1.6130714791298
1.43,-1.63959362702713
1.435,-1.67909416190496
1.44,-1.73001656421236
1.445,-1.79112866662909
1.45,-1.86146563686638
1.455,-1.94027900652303
1.46,-2.026993491232
1.465,-2.1211714893498
1.47,-2.22248438199228
1.475,-2.33068953746489
1.48,-2.44561195374196
1.485,-2.56712960258719
1.49,-2.69516169468336
1.495,-2.82965923377539
1.5,-2.97059735672374
1.505,-3.11796906264697
1.51,-3.2717800193984
1.515,-3.43204420242625
1.52,-3.59878017284526
1.525,-3.77200784128026
1.53,-3.95174559426037
1.535,-4.13800768271392
1.54,-4.33080178909202
1.545,-4.5301267021365
1.55,-4.73597003734205
1.555,-4.94830594757388
1.56,-5.16709277277266
1.565,-5.39227058079703
1.57,-5.62375855375679
1.575,-5.86145217619638
1.58,-6.10522018374902
1.585,-6.35490123400014
1.59,-6.6103002659746
1.595,-6.8711845217222
1.6,-7.13727921389594
1.605,-7.4082628381468
1.61,-7.68376214991739
1.615,-7.96334685326125
1.62,-8.24652408616612
1.625,-8.53273283394962
1.63,-8.82133846071683
1.635,-9.11162761900274
1.64,-9.40280387870586
1.645,-9.69398450546123
1.65,-9.984198910181
1.655,-10.2723893765194
