"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.41244072034182
1.005,-1.317742774894
1.01,-1.23323376395676
1.015,-1.15773503421836
1.02,-1.09023649382532
1.025,-1.02987343874304
1.03,-0.975906059208156
1.035,-0.927701388792288
1.04,-0.884717442683515
1.045,-0.846489300019589
1.05,-0.812616907631078
1.055,-0.782754412373583
1.06,-0.756600861346291
1.065,-0.733892140124033
1.07,-0.714394046126682
1.075,-0.697896415703493
1.08,-0.684208238444745
1.085,-0.673153700372704
1.09,-0.664569099402766
1.095,-0.658300572814636
1.1,-0.654202568953596
1.105,-0.652136985851129
1.11,-0.65197288989165
1.115,-0.653586719916899
1.12,-0.656862877767236
1.125,-0.661694606212666
1.13,-0.667985059928154
1.135,-0.675648484422558
1.14,-0.684611430936569
1.145,-0.69481395122838
1.15,-0.706210733641272
1.155,-0.718772159686466
1.16,-0.732485277533756
1.165,-0.747354704513722
1.17,-0.763403484557426
1.175,-0.780673938327445
1.18,-0.799228553824938
1.185,-0.819150973943332
1.19,-0.840547145422522
1.195,-0.863546701718467
1.2,-0.888304661309556
1.205,-0.915003533834466
1.21,-0.943855940136893
1.215,-0.975107869701117
1.22,-1.0090427209201
1.225,-1.0459862967084
1.23,-1.0863129601315
1.235,-1.13045319071244
1.24,-1.17890281815543
1.245,-1.23223423783183
1.25,-1.29110991376672
1.255,-1.35629841513181
1.26,-1.42869304472236
1.265,-1.50933267784571
1.27,-1.59942350800357
1.275,-1.700358576693
1.28,-1.81372851462638
1.285,-1.94131058677134
1.29,-2.08501189706663
1.295,-2.24672359466962
1.3,-2.42801314244165
1.305,-2.62954165016252
1.31,-2.85005803541242
1.315,-3.08484720105507
1.32,-3.32373258047191
1.325,-3.54936910922375
1.33,-3.73764529102869
1.335,-3.86264775393475
1.34,-3.90661288223294
1.345,-3.86988065470497
1.35,-3.77269089242724
1.355,-3.64649389454358
1.36,-3.52170680616733
1.365,-3.41995411290194
1.37,-3.35271194704657
1.375,-3.32367863167909
1.38,-3.33191294976251
1.385,-3.37428899455696
1.39,-3.44700301273303
1.395,-3.54634707809947
1.4,-3.66903145078226
1.405,-3.81226663652181
1.41,-3.97373358130247
1.415,-4.15151119527564
1.42,-4.3439949547017
1.425,-4.54982120261369
1.43,-4.76780222126535
1.435,-4.99687275856291
1.44,-5.23604690867001
1.445,-5.48438371054803
1.45,-5.74095984466815
1.455,-6.00484804152847
1.46,-6.27510011162209
1.465,-6.55073379970002
1.47,-6.83072293240619
1.475,-7.11399056088203
1.48,-7.39940499766463
1.485,-7.6857788091118
1.49,-7.97187094719245
1.495,-8.25639228108764
1.5,-8.53801481016909
1.505,-8.81538479477274
1.51,-9.08713992022457
1.515,-9.35193040800073
1.52,-9.60844370972702
1.525,-9.85543208161242
1.53,-10.0917419706164
1.535,-10.3163437955436
1.54,-10.5283604328337
1.545,-10.7270925758354
1.55,-10.9120391747236
1.555,-11.0829114053244
1.56,-11.2396390494048
1.565,-11.3823687513394
1.57,-11.5114542720208
1.575,-11.62743950072
1.58,-11.731035522845
1.585,-11.8230934104187
1.59,-11.9045745692794
1.595,-11.9765204446735
1.6,-12.0400231875453
1.605,-12.0961985691194
1.61,-12.1461620594433
1.615,-12.1910086096271
1.62,-12.2317963385114
1.625,-12.269534047951
1.63,-12.3051722876137
1.635,-12.3395975591485
1.64,-12.3736291819321
1.645,-12.4080183254174
1.65,-12.4434487324298
1.655,-12.4805387006434
1.66,-12.5198439451017
1.665,-12.5618610247562
1.67,-12.6070310747563
1.675,-12.6557436399015
1.68,-12.708340451181
1.685,-12.7651190257917
1.69,-12.8263360013268
1.695,-12.8922101373689
1.7,-12.9629249331158
1.705,-13.0386308186563
1.71,-13.1194468808354
1.715,-13.2054620829972
1.72,-13.2967359319661
1.725,-13.3932985360808
1.73,-13.4951499857003
1.735,-13.6022589732642
1.74,-13.7145605549076
1.745,-13.8319529414444
1.75,-13.9542931954917
1.755,-14.0813917066908
1.76,-14.2130053225164
1.765,-14.3488290334512
1.77,-14.4884861551565
1.775,-14.6315170249485
1.78,-14.7773663448255
1.785,-14.9253694683541
1.79,-15.0747381526988
1.795,-15.2245465850949
1.8,-15.3737188425606
1.805,-15.5210193388407
1.81,-15.6650482176037
1.815,-15.8042440030671
1.82,-15.9368960245564
1.825,-16.0611690673638
1.83,-16.1751422318956
1.835,-16.2768629874078
1.84,-16.3644158336279
1.845,-16.4360029074724
1.85,-16.4900315411893
1.855,-16.5252016210531
1.86,-16.5405841559127
1.865,-16.5356822586413
1.87,-16.5104670725718
1.875,-16.4653839693372
1.88,-16.401328118713
1.885,-16.3195924983978
1.89,-16.221794724761
1.895,-16.1097911030102
1.9,-15.9855867598535
1.905,-15.8512497848209
1.91,-15.708835411186
1.915,-15.5603239647319
1.92,-15.4075740883469
1.925,-15.2522909415862
1.93,-15.0960078228887
1.935,-14.9400789646745
1.94,-14.7856810125925
1.945,-14.6338207872979
1.95,-14.4853472104952
1.955,-14.3409656508081
1.96,-14.2012533345583
1.965,-14.0666748258699
1.97,-13.9375968865565
1.975,-13.8143022715696
1.98,-13.6970022025778
1.985,-13.5858473976448
1.99,-13.4809376279956
1.995,-13.3823298325494
2,-13.2900448553131
2.005,-13.2040728866159
2.01,-13.1243776918185
2.015,-13.0508997046247
2.02,-12.9835580494079
2.025,-12.9222515401858
2.03,-12.8668586845304
2.035,-12.8172366998462
2.04,-12.7732195279194
2.045,-12.7346148121501
2.05,-12.701199781263
2.055,-12.6727159646407
2.06,-12.6488626493086
2.065,-12.6292889793679
2.07,-12.6135845986454
2.075,-12.6012687512984
2.08,-12.591777789551
2.085,-12.5844511012653
2.09,-12.5785155735356
2.095,-12.5730688648953
2.1,-12.5670619822011
2.105,-12.5592819620829
2.11,-12.5483358494871
2.115,-12.5326376445831
2.12,-12.5104004309906
2.125,-12.4796364476163
2.13,-12.4381683239588
2.135,-12.3836549136055
2.14,-12.3136349356807
2.145,-12.225590754472
2.15,-12.1170329215851
2.155,-11.9856035355932
2.16,-11.8291932408176
2.165,-11.6460632927732
2.17,-11.4349613405662
2.175,-11.1952182979678
2.18,-10.9268145854198
2.185,-10.630407304662
2.19,-10.3073150427858
2.195,-9.95946287149012
2.2,-9.58929533402656
2.205,-9.19966864057
2.21,-8.79373435728402
2.215,-8.37482570892812
2.22,-7.9463548874871
2.225,-7.51172635800539
2.23,-7.0742678831405
2.235,-6.6371783906681
2.24,-6.20349011870771
2.245,-5.77604168128204
2.25,-5.35745864375928
2.255,-4.95013866775836
2.26,-4.55623906426866
2.265,-4.17766549878892
2.27,-3.81606147783404
2.275,-3.47279900195027
2.28,-3.14897131755132
2.285,-2.84538899019493
2.29,-2.56258054003397
2.295,-2.300798646079
2.3,-2.06003249375414
2.305,-1.84002629107334
2.31,-1.64030340709455
2.315,-1.46019508297478
2.32,-1.29887230186671
2.325,-1.15537921888078
2.33,-1.02866655167164
2.335,-0.91762349105561
2.34,-0.821106964414786
2.345,-0.737967419401924
2.35,-0.667070641351458
2.355,-0.607315434941386
2.36,-0.557647263040129
2.365,-0.517068131163912
2.37,-0.484643133825493
2.375,-0.459504146431536
2.38,-0.440851164782477
2.385,-0.427951776547327
2.39,-0.420139207579358
2.395,-0.41680933102141
2.4,-0.417416966916795
2.405,-0.421471740269344
2.41,-0.428533709923811
2.415,-0.438208931376256
2.42,-0.450145074576078
2.425,-0.46402718302501
2.43,-0.479573632572524
2.435,-0.496532326528082
2.44,-0.514677147215962
2.445,-0.533804672033541
2.45,-0.553731153639463
2.455,-0.574289758381842
2.46,-0.595328053864966
2.465,-0.616705735131408
2.47,-0.638292578879565
2.475,-0.659966616091461
2.48,-0.681612515121738
2.485,-0.703120169446507
2.49,-0.724383486669797
2.495,-0.745299377833668
2.5,-0.765766948373061
2.505,-0.785686894001167
2.51,-0.804961106192779
2.515,-0.823492492542446
2.52,-0.84118501689469
2.525,-0.85794396257609
2.53,-0.873676419131233
2.535,-0.888291988563257
2.54,-0.901703701167179
2.545,-0.913829123707942
2.55,-0.924591634150222
2.555,-0.933921827788008
2.56,-0.941759009998938
2.565,-0.948052721683679
2.57,-0.952764235579938
2.575,-0.955867955967863
2.58,-0.957352651674676
2.585,-0.957222453486786
2.59,-0.955497552573007
2.595,-0.952214546467326
2.6,-0.947426393284545
2.605,-0.941201952441073
