"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.41441754213239
2,3.39213360339813
4,3.36723655737888
6,3.33964994465195
8,3.30931448190074
10,3.27619186854342
12,3.2402686194414
14,3.20155982254922
16,3.16011269454626
18,3.11600977870375
20,3.06937159905199
22,3.02035855568146
24,2.96917182093699
26,2.9160529793722
28,2.86128215033686
30,2.80517434609303
32,2.74807385542196
34,2.69034650700204
36,2.63236976085883
38,2.57452069953977
40,2.51716213912117
42,2.46062724489295
44,2.40520320402881
46,2.35111466017386
48,2.29850773289092
50,2.24743550908084
52,2.19784588856737
54,2.14957258406415
56,2.10232991857415
58,2.05571184341936
60,2.0091953394814
62,1.9621480909319
64,1.91384006436365
66,1.86345841301703
68,1.81012497443002
70,1.75291554911026
72,1.69088013630002
74,1.62306335054585
76,1.5485243338612
78,1.46635559473209
80,1.3757003297772
82,1.27576790230087
84,1.16584725435153
86,1.04531810993025
88,0.913659885613966
90,0.770458263371678
92,0.615409403442023
94,0.448321788877667
96,0.269115704363209
98,0.0778203666341503
100,-0.125431252002705
102,-0.340409827396402
104,-0.566799179853518
106,-0.804207655576772
108,-1.05218109677119
110,-1.31021700267647
112,-1.57777937685099
114,-1.85431365227329
116,-2.13926099567914
118,-2.43207122703877
120,-2.73221355949454
122,-3.0391843775685
124,-3.35251133172029
126,-3.67175313580985
128,-3.9964946066843
130,-4.32633667422002
132,-4.66088130579176
134,-4.99971152138068
136,-5.34236691684088
138,-5.68831536014659
140,-6.03692178129706
142,-6.38741524877875
144,-6.73885582473635
146,-7.09010302587962
148,-7.43978808657109
150,-7.78629260371497
152,-8.12773648830401
154,-8.46197836365932
156,-8.78663150036797
158,-9.09909789618371
160,-9.39662203186096
162,-9.67636406026148
164,-9.93548975853679
166,-10.1712717529288
168,-10.3811938214848
170,-10.5630481838494
172,-10.7150152962591
174,-10.8357172284025
176,-10.9242391625793
178,-10.9801183028507
180,-11.0033044514373
