"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.55909730583149
2,3.52617461622798
4,3.49227669793676
6,3.45742169295091
8,3.42165145496059
10,3.3850335350008
12,3.34766273419092
14,3.30966211664453
16,3.27118335238238
18,3.23240624094264
20,3.19353725447898
22,3.1548069378753
24,3.11646601621923
26,3.07878008994399
28,3.0420228472778
30,3.00646779305819
32,2.97237858108686
34,2.93999813998282
36,2.90953689297936
38,2.88116048056596
40,2.85497748948971
42,2.83102775980797
44,2.8092718718419
46,2.78958239847771
48,2.77173744166635
50,2.75541685772438
52,2.74020142312243
54,2.72557501536703
56,2.71092970035475
58,2.69557344700098
60,2.67874004871697
62,2.65960073161451
64,2.63727687735135
66,2.61085328419037
68,2.57939142750914
70,2.54194225109416
72,2.49755811149766
74,2.44530359778244
76,2.38426504772676
78,2.31355867088572
80,2.23233726336842
82,2.13979555596714
84,2.03517427578437
86,1.91776302287949
88,1.78690206998554
90,1.64198318797739
92,1.48244958571599
94,1.30779503334411
96,1.11756221606489
98,0.911340343594276
100,0.688762021189864
102,0.449499373394702
104,0.193259402972399
106,-0.0802214338910825
108,-0.371183448482183
110,-0.679850734191786
112,-1.00643895000107
114,-1.35116381856715
116,-1.71425025000356
118,-2.09594196465778
120,-2.49651144986067
122,-2.91627004965379
124,-3.3555779558167
126,-3.81485384576614
128,-4.29458390015045
130,-4.79532993145408
132,-5.31773636499042
134,-5.86253583489791
136,-6.43055318961187
138,-7.02270774413644
140,-7.64001367334141
142,-8.2835785197668
144,-8.95459990817939
146,-9.6543607480427
148,-10.3842235138408
150,-11.1456246958194
152,-11.9400713097225
154,-12.7691425567985
156,-13.6345014152682
158,-14.5379230407616
160,-15.4813487997883
162,-16.4669748041532
164,-17.4973773846568
166,-18.5756539985383
168,-19.7054906906338
170,-20.8908958555037
172,-22.1349233735851
174,-23.4357289343002
176,-24.7761699091115
178,-26.0996150425561
180,-27.265111445283
