"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.95074274062768
2,3.90814789254895
4,3.86626880828393
6,3.82536291921256
8,3.78565764211401
10,3.74734649826809
12,3.71058478928899
14,3.67548493668279
16,3.64211163448912
18,3.61047700444872
20,3.58053597744401
22,3.5521821498595
24,3.52524437564621
26,3.49948435163231
28,3.47459543357437
30,3.45020288370452
32,3.42586569892184
34,3.40108010576615
36,3.3752847386889
38,3.34786744747175
40,3.31817361362328
42,3.28551579928976
44,3.24918450951152
46,3.20845982174514
48,3.16262362580274
50,3.11097222128357
52,3.0528290352181
54,2.98755724594375
56,2.914572125525
58,2.83335293756731
60,2.74345424566265
62,2.64451649628272
64,2.53627573606481
66,2.41857230573469
68,2.29135832146301
70,2.15470371101207
72,2.00880052024438
74,1.85396515118907
76,1.69063814391752
78,1.51938108124706
80,1.34087018997312
82,1.15588624821429
84,0.965300498369152
86,0.770056419178582
88,0.571147432707931
90,0.369590907820884
92,0.166399153982855
94,-0.0374515523713205
96,-0.241052544750648
98,-0.443593337353287
100,-0.644389461030954
102,-0.84290588119733
104,-1.03877454108756
106,-1.23180496992959
108,-1.42198741941097
110,-1.60948857760973
112,-1.79464047995756
114,-1.97792371818606
116,-2.15994638485179
118,-2.3414203543746
120,-2.52313649238358
122,-2.70594022932816
124,-2.89070867357519
126,-3.07833012099758
128,-3.2696864863171
130,-3.46563887057184
132,-3.66701621117439
134,-3.87460674622438
136,-4.08915186320868
138,-4.31134178701912
140,-4.5418124820464
142,-4.78114308452517
144,-5.0298531302026
146,-5.28839878487358
148,-5.55716720809514
150,-5.83646807114679
152,-6.12652109824709
154,-6.42743829718659
156,-6.73919928942299
158,-7.06161784854031
160,-7.39429743801401
162,-7.73657326830041
164,-8.08743829372516
166,-8.44545086278599
168,-8.80862278685871
170,-9.17428895909173
172,-9.53896410022969
174,-9.89819960298584
176,-10.2464644255121
178,-10.5770881595242
180,-10.8823190313789
