"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.63387997534997
2,3.62417835927429
4,3.61301650030886
6,3.60069991651191
8,3.58748557191047
10,3.57356608145462
12,3.55905447333869
14,3.54397040374295
16,3.52822869256162
18,3.51163093861657
20,3.4938607831527
22,3.47448313704568
24,3.45294739650742
26,3.42859437696228
28,3.40066642891391
30,3.36831999188869
32,3.33063971224872
34,3.28665320505303
36,3.23534557434205
38,3.17567290547062
40,3.10657408642081
42,3.02698047924648
44,2.93582312629426
46,2.83203732108275
48,2.71456448864815
50,2.58235139840486
52,2.43434677273841
54,2.2694953590249
56,2.08672950622262
58,1.88495823508797
60,1.66305371837252
62,1.41983499733802
64,1.15404865427145
66,0.864346034797639
68,0.549256462247962
70,0.207155698493947
72,-0.163771333670323
74,-0.565574862039252
76,-1.00059331128521
78,-1.47151731074088
80,-1.98146755724982
82,-2.53409023299202
84,-3.13367455651688
86,-3.78529775454437
88,-4.4950026041432
90,-5.27000994238051
92,-6.11895868081251
94,-7.0521374801046
96,-8.08159598941458
98,-9.22082281352736
100,-10.4831505144226
102,-11.8766776811575
104,-13.3901290239869
106,-14.9575504442836
108,-16.3890201492961
110,-17.3191358777323
112,-17.3950258911508
114,-16.6715406515664
116,-15.5404958467334
118,-14.333159494778
120,-13.206088489824
122,-12.2095925014564
124,-11.349727438847
126,-10.6175332576968
128,-10.0004149804924
130,-9.4861416065998
132,-9.06404532175709
134,-8.72521110076369
136,-8.46233396196681
138,-8.26949498704629
140,-8.14194492806558
142,-8.07592276897456
144,-8.06851404406895
146,-8.11754625440948
148,-8.22151710248516
150,-8.37955186121164
152,-8.59138761857314
154,-8.85738391641677
156,-9.17856134031525
158,-9.55667201198374
160,-9.99430889981877
162,-10.495064715535
164,-11.0637563229231
166,-11.7067374870533
168,-12.4323315351599
170,-13.2514244962109
172,-14.1782606517606
174,-15.2314462465623
176,-16.4349863741615
178,-17.8184709493209
180,-19.4128824423138
