"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.09728844074637
1.005,-1.02882974169933
1.01,-0.968372755209459
1.015,-0.915307645182819
1.02,-0.869050098495437
1.025,-0.829046235048667
1.03,-0.794775596350783
1.035,-0.765752566317217
1.04,-0.741526558657184
1.045,-0.721681277230918
1.05,-0.705833322628332
1.055,-0.693630382365257
1.06,-0.684749205130056
1.065,-0.678893522536028
1.07,-0.675792045692451
1.075,-0.675196629399695
1.08,-0.676880664755705
1.085,-0.68063773234086
1.09,-0.686280523811286
1.095,-0.693640020416756
1.1,-0.702564903132982
1.105,-0.712921160858287
1.11,-0.724591860169968
1.115,-0.737477041800494
1.12,-0.751493714343585
1.125,-0.766575923661958
1.13,-0.782674885972077
1.135,-0.799759182683112
1.14,-0.817815025041028
1.145,-0.836846606012264
1.15,-0.856876565445545
1.155,-0.877946602435827
1.16,-0.900118276249775
1.165,-0.923474044585398
1.17,-0.948118595871356
1.175,-0.974180541380513
1.18,-1.00181454380066
1.185,-1.03120397225777
1.19,-1.06256419030086
1.195,-1.09614660365044
1.2,-1.13224361903714
1.205,-1.17119469429571
1.21,-1.2133936923348
1.215,-1.25929778545148
1.22,-1.30943818656105
1.225,-1.36443299970593
1.23,-1.42500246320425
1.235,-1.49198676655006
1.24,-1.56636638603117
1.245,-1.64928437612163
1.25,-1.74206904558992
1.255,-1.84625353650944
1.26,-1.96358531525778
1.265,-2.09601230933761
1.27,-2.24562151964848
1.275,-2.41448771324633
1.28,-2.60436119305514
1.285,-2.81608373784166
1.29,-3.04858007994001
1.295,-3.29726937603142
1.3,-3.55188756792808
1.305,-3.79421778153446
1.31,-3.99727712194203
1.315,-4.12867378249994
1.32,-4.16019111535527
1.325,-4.08087095357813
1.33,-3.90475454978563
1.335,-3.66605843113917
1.34,-3.40522635371332
1.345,-3.15609803733795
1.35,-2.94033413224627
1.355,-2.76816700449113
1.36,-2.64184787351765
1.365,-2.55913533314807
1.37,-2.51580897827486
1.375,-2.50716339308777
1.38,-2.52876357066213
1.385,-2.57675275404009
1.39,-2.64792119384675
1.395,-2.73966251591812
1.4,-2.84988696205918
1.405,-2.97692606331836
1.41,-3.11944416232972
1.415,-3.27636237269602
1.42,-3.44679588417527
1.425,-3.6300035269937
1.43,-3.82534783499094
1.435,-4.03226377948914
1.44,-4.25023452372459
1.445,-4.47877279954341
1.45,-4.71740675805933
1.455,-4.96566936549741
1.46,-5.22309059786162
1.465,-5.48919183603313
1.47,-5.76348198227092
1.475,-6.04545491605576
1.48,-6.33458798721494
1.485,-6.63034131156279
1.49,-6.932157692024
1.495,-7.23946303850772
1.5,-7.55166720399443
1.505,-7.86816519306769
1.51,-8.18833873266124
1.515,-8.51155822291601
1.52,-8.83718510827639
1.525,-9.16457472463187
1.53,-9.49307968662225
1.535,-9.82205387934716
1.54,-10.150857109916
1.545,-10.4788604560453
1.55,-10.8054523211862
1.555,-11.130045168975
1.56,-11.4520828654786
1.565,-11.7710485079789
1.57,-12.0864725671217
1.575,-12.3979411191618
1.58,-12.7051039014271
1.585,-13.007681891761
1.59,-13.3054740959414
1.595,-13.5983632291998
1.6,-13.8863200005459
1.605,-14.1694057510699
1.61,-14.4477732568053
1.615,-14.721665577931
1.62,-14.9914129121489
1.625,-15.2574274830969
1.63,-15.520196556649
1.635,-15.7802737217306
1.64,-16.0382685921822
1.645,-16.2948350785428
1.65,-16.5506583417398
1.655,-16.8064404747732
1.66,-17.0628848651628
1.665,-17.3206790728116
1.67,-17.5804759182638
1.675,-17.8428723191564
1.68,-18.1083852434227
1.685,-18.3774239750523
1.69,-18.6502577264158
1.695,-18.9269775054122
1.7,-19.2074510985318
1.705,-19.4912701317644
1.71,-19.7776885279996
1.715,-20.0655524500121
1.72,-20.3532232156929
1.725,-20.6384969525167
1.73,-20.9185281642613
1.735,-21.1897690146274
1.74,-21.4479417063713
1.745,-21.6880668323512
1.75,-21.9045738782202
1.755,-22.091517861212
1.76,-22.2429146011167
1.765,-22.353184006378
1.77,-22.4176581536192
1.775,-22.4330778187432
1.78,-22.3979821103031
1.785,-22.3129046048316
1.79,-22.1803290463026
1.795,-22.0044157772415
1.8,-21.7905636917972
1.805,-21.5449013191337
1.81,-21.2737979816871
1.815,-20.9834598848051
1.82,-20.6796415690267
1.825,-20.3674734077373
1.83,-20.0513870817532
1.835,-19.7351133201737
1.84,-19.4217264770137
1.845,-19.1137149488728
1.85,-18.8130621390944
1.855,-18.5213279622571
1.86,-18.2397250598575
1.865,-17.9691868590033
1.87,-17.7104265262346
1.875,-17.4639870072365
1.88,-17.2302829448561
1.885,-17.009635526518
1.89,-16.8023013669668
1.895,-16.608496476058
1.9,-16.4284162523903
1.905,-16.2622523164446
1.91,-16.1102068705516
1.915,-15.9725051567773
1.92,-15.8494064812631
1.925,-15.7412141849781
1.93,-15.6482848647642
1.935,-15.571037082609
1.94,-15.5099597424357
1.945,-15.4656202592211
1.95,-15.4386725914986
1.955,-15.4298651512933
1.96,-15.4400485403846
1.965,-15.4701829820467
1.97,-15.5213452140482
1.975,-15.5947344683827
1.98,-15.691676965767
1.985,-15.8136280669881
1.99,-15.9621707993705
1.995,-16.1390088368404
2,-16.3459510324278
2.005,-16.5340389761657
2.01,-16.7410014445511
2.015,-16.9651478403201
2.02,-17.2036824191131
2.025,-17.4522701056882
2.03,-17.7044982971468
2.035,-17.951268935968
2.04,-18.1802263800814
2.045,-18.3754416500923
2.05,-18.5177115727737
2.055,-18.5859034786552
2.06,-18.5596116987815
2.065,-18.4228429779161
2.07,-18.1676543165175
2.075,-17.7962174873238
2.08,-17.3202913106157
2.085,-16.7583710567085
2.09,-16.1318576286298
2.095,-15.4616869247947
2.1,-14.7661872999835
2.105,-14.0601877669846
2.11,-13.3550061716001
2.115,-12.6588974380291
2.12,-11.9776560199651
2.125,-11.3152016647026
2.13,-10.6740757587554
2.135,-10.0558313787149
2.14,-9.46132601039373
2.145,-8.89093470652365
2.15,-8.34470209937409
2.155,-7.82244914004249
2.16,-7.32384711763402
2.165,-6.84846842878892
2.17,-6.39582104300218
2.175,-5.96537166574412
2.18,-5.55656115576223
2.185,-5.16881469833553
2.19,-4.80154847561122
2.195,-4.45417403058735
2.2,-4.12610113395811
2.205,-3.81673968980602
2.21,-3.52550102588337
2.215,-3.25179878449526
2.22,-2.99504954441074
2.225,-2.75467325064443
2.23,-2.53009349817665
2.235,-2.3207377006229
2.24,-2.12603716998137
2.245,-1.94542713456392
2.25,-1.77834672573646
2.255,-1.62423896773685
2.26,-1.48255080694251
2.265,-1.35273321656834
2.27,-1.23424140951307
2.275,-1.12653518605376
2.28,-1.02907943479798
2.285,-0.941344795472999
2.29,-0.862808481616076
2.295,-0.792955250905727
2.3,-0.731278501531245
2.305,-0.677281465280984
2.31,-0.630478462385728
2.315,-0.590396179813691
2.32,-0.556574933703629
2.325,-0.528569877783186
2.33,-0.5059521226494
2.335,-0.488309735291251
2.34,-0.47524859376198
2.345,-0.466393078014051
2.35,-0.461386584170886
2.355,-0.459891855567056
2.36,-0.46159112945525
2.365,-0.466186103147223
2.37,-0.473397727400779
2.375,-0.482965838030734
2.38,-0.494648639015532
2.385,-0.508222051848243
2.39,-0.523478946631446
2.395,-0.540228270553805
2.4,-0.558294089037921
2.405,-0.577514554144325
2.41,-0.597740813882009
2.415,-0.618835875031879
2.42,-0.640673431045661
2.425,-0.663136665636079
2.43,-0.686117041911462
2.435,-0.709513086399893
2.44,-0.733229177114597
2.445,-0.757174344978809
2.45,-0.781261098483015
2.455,-0.805404282403765
2.46,-0.829519982761289
