"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.26408520451691
2,3.24084767869971
4,3.21644671153683
6,3.19152981546757
8,3.16672767216472
10,3.14262566591648
12,3.11973429475894
14,3.09846004264915
16,3.07907844353477
18,3.06171106428197
20,3.04630795394609
22,3.03263675372398
24,3.02027916674378
26,3.00863490770406
28,2.99693266364937
30,2.98424707493875
32,2.96952035238311
34,2.95158692041609
36,2.92919942509086
38,2.90105455020333
40,2.86581730572502
42,2.82214274147962
44,2.76869434791438
46,2.70415869553057
48,2.62725610801497
50,2.53674734731609
52,2.43143640899466
54,2.31016958840142
56,2.17183099253714
58,2.01533465040897
60,1.83961332719233
62,1.64360408313643
64,1.42623054230756
66,1.18638175070331
68,0.922887405976917
70,0.634489126246291
72,0.319807283911495
74,-0.0226972505704289
76,-0.394767345845932
78,-0.798401026416368
80,-1.23591166312316
82,-1.70999902241784
84,-2.22383382928461
86,-2.78115906914891
88,-3.38641159803095
90,-4.04486716784121
92,-4.76280929168678
94,-5.54771406939779
96,-6.40842094011356
98,-7.35520319351904
100,-8.39951197235536
102,-9.55281854393674
104,-10.82311655077
106,-12.2056021546897
108,-13.6599765742705
110,-15.0637017539458
112,-16.1550316915407
114,-16.587284570347
116,-16.2214384865671
118,-15.2928223461373
120,-14.1453333118851
122,-12.9986192523099
124,-11.9463981520074
126,-11.0163911747804
128,-10.2093714675624
130,-9.51692492458115
132,-8.92854076167406
134,-8.43420365917958
136,-8.02520298722014
138,-7.69426613447117
140,-7.43545687486095
142,-7.24401150922259
144,-7.11617795901603
146,-7.04908011984638
148,-7.04061321318157
150,-7.08937010447188
152,-7.19459725815659
154,-7.35617959961662
156,-7.57465505562125
158,-7.85126165641874
160,-8.18802287391255
162,-8.58788066691524
164,-9.05489110767509
166,-9.59450546243625
168,-10.2139717660767
170,-10.9229106689724
172,-11.734147889312
174,-12.6649265109379
176,-13.7386683933424
178,-14.9874453598063
180,-16.4549479362796
