"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.41137520607874
2,3.39370898690469
4,3.37556766372885
6,3.35720247638544
8,3.33879093810898
10,3.32042491420459
12,3.3021005889231
14,3.28371092445859
16,3.26504107414148
18,3.24576702210228
20,3.2254575024791
22,3.2035790256961
24,3.17950363139968
26,3.15251881834191
28,3.12183898583713
30,3.08661766651666
32,3.04595983498583
34,2.99893363374571
36,2.94458095369475
38,2.88192642671085
40,2.80998451728188
42,2.72776452568629
44,2.63427342635016
46,2.52851655431967
48,2.40949621581352
50,2.27620833356456
52,2.12763724407192
54,1.96274874329688
56,1.78048143195834
58,1.57973634401745
60,1.3593647546946
62,1.11815395933746
64,0.854810692410505
66,0.567941715857114
68,0.256030944946511
70,-0.0825877082475465
72,-0.449762816667936
74,-0.847564556699662
76,-1.27833209804074
78,-1.74473128255916
80,-2.24982503668706
82,-2.79715936990056
84,-3.39086802182684
86,-4.03579838463828
88,-4.73765917549924
90,-5.50318394495609
92,-6.34028792920313
94,-7.25815477979197
96,-8.26708995878632
98,-9.37773522163293
100,-10.5986518463174
102,-11.9299005210074
104,-13.347357791585
106,-14.7688262619072
108,-16.0012261437355
110,-16.7325166730721
112,-16.7170422828372
114,-16.0362778512685
116,-15.0042019446777
118,-13.8891266002695
120,-12.8292874098065
122,-11.8764036853841
124,-11.0420677195298
126,-10.3223234974725
128,-9.708313074068
130,-9.19048128033786
132,-8.76008619886452
134,-8.40963169908713
136,-8.13288937722856
138,-7.92478113084014
140,-7.78123050751502
142,-7.69902391616209
144,-7.67569545221024
146,-7.70943833252737
148,-7.79904215593544
150,-7.94385436957574
152,-8.14376473758004
154,-8.39921258450422
156,-8.71121786448341
158,-9.08143861751962
160,-9.51225910853404
162,-10.006914855964
164,-10.5696625902235
166,-11.2060040727716
168,-11.9229701278542
170,-12.7294581916042
172,-13.636573959762
174,-14.6578020698513
176,-15.8084720262638
178,-17.1029668168034
180,-18.5452733656192
