"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.27639488519066
2,3.25179176418435
4,3.22658025582225
6,3.20119398416613
8,3.17601985175613
10,3.15137894665352
12,3.12750808217844
14,3.10454306119477
16,3.0825047191356
18,3.06128865765026
20,3.04065934079153
22,3.02024891043637
24,2.99956072219782
26,2.97797724946855
28,2.95477169302461
30,2.92912240062296
32,2.90012906584589
34,2.86682964307312
36,2.82821697623104
38,2.7832542721638
40,2.73088872838184
42,2.67006282201635
44,2.59972295782334
46,2.51882533977673
48,2.42633906185303
50,2.32124650432726
52,2.20254117290601
54,2.0692231336522
56,1.92029218322614
58,1.75473885827724
60,1.57153333594735
62,1.369612213887
64,1.14786308530035
66,0.905106742262725
68,0.640076746327028
70,0.351395994273916
72,0.0375497716423321
74,-0.303145381357388
76,-0.67257787722678
78,-1.07288350822407
80,-1.50649555328044
82,-1.97620438037141
84,-2.48522871112117
86,-3.03730093825011
88,-3.63676868603435
90,-4.28871349287819
92,-4.99908350715805
94,-5.77482684200131
96,-6.62398746443063
98,-7.55566685991879
100,-8.57961649756691
102,-9.70490056983489
104,-10.9363121521883
106,-12.2655733454682
108,-13.6514608318672
110,-14.9820654620037
112,-16.0332664436649
114,-16.5131280867238
116,-16.2828450420297
118,-15.5086095069243
120,-14.4839449993239
122,-13.4223884770008
124,-12.4277662852498
126,-11.5376871716851
128,-10.7594717600281
130,-10.0886000558575
132,-9.51679806248924
134,-9.03530991987921
136,-8.63610770687625
138,-8.31225176808146
140,-8.05791701025159
142,-7.86830124188806
144,-7.73950461432231
146,-7.66841540390857
148,-7.65261474900804
150,-7.69030375213177
152,-7.78025298413144
154,-7.92177360846843
156,-8.11470966839243
158,-8.35945196009765
160,-8.65697513601017
162,-9.00890120610301
164,-9.41759447655462
166,-9.88629524773565
168,-10.4193022677214
170,-11.0222166432419
172,-11.7022612351184
174,-12.4686850414476
176,-13.3332384272255
178,-14.3106233001778
180,-15.4185664805319
