"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.50293239753516
2,3.48048172884116
4,3.45713480441936
6,3.4333977056359
8,3.40973718384079
10,3.38655842854918
12,3.36418251312929
14,3.34282481366999
16,3.32257578456429
18,3.30338542958229
20,3.28505261621564
22,3.26722005229798
24,3.24937530926584
26,3.23085778735583
28,3.21087103657394
30,3.1884994343278
32,3.16272792448849
34,3.132463370827
36,3.09655607383117
38,3.05382012577892
40,3.00305150119153
42,2.94304305774469
44,2.87259591622566
46,2.79052696335349
48,2.69567245386866
50,2.58688786403345
52,2.46304426232278
54,2.32302151616372
56,2.16569865191606
58,1.98994163666697
60,1.79458876271492
62,1.57843369539434
64,1.34020609634796
66,1.07854955858724
68,0.791996384054417
70,0.478938491892154
72,0.137593454101298
74,-0.234035703426945
76,-0.63820874752066
78,-1.07750692111146
80,-1.5549051934295
82,-2.07386215382206
84,-2.63843280289868
86,-3.2534108574565
88,-3.92450848423334
90,-4.65858179883518
92,-5.46390770229474
94,-6.3505054114374
96,-7.3304574757335
98,-8.41807413716863
100,-9.62943407805826
102,-10.9799677210383
104,-12.4763636370038
106,-14.0930242879128
108,-15.712801554306
110,-17.026517275968
112,-17.5534429145676
114,-17.0800018648463
116,-15.9524934739915
118,-14.6301273898634
120,-13.3612778169903
122,-12.2302593814354
124,-11.2510286200242
126,-10.4141992306542
128,-9.70480263319528
130,-9.10820389700941
132,-8.61175771375522
134,-8.20502052855335
136,-7.87952156903195
138,-7.62844110622864
140,-7.44630985807822
142,-7.32876015295721
144,-7.27233105574535
146,-7.27432122398095
148,-7.33268195085047
150,-7.44594390008606
152,-7.61317270899771
154,-7.83395033681857
156,-8.1083805967243
158,-8.43711869981245
160,-8.82142583490469
162,-9.26325069874541
164,-9.76534013393488
166,-10.3313797393399
168,-10.9661603275778
170,-11.6757522190567
172,-12.4676340197948
174,-13.35063498323
176,-14.3343342439544
178,-15.4270290457871
180,-16.6301029478088
