"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-0.924777245483332
1.005,-0.885421842661552
1.01,-0.85167852268049
1.015,-0.823055707691708
1.02,-0.799110042244814
1.025,-0.779442866066995
1.03,-0.763695829437492
1.035,-0.751545961865179
1.04,-0.742700472775858
1.045,-0.736891539214295
1.05,-0.733871316328095
1.055,-0.733407386919657
1.06,-0.735278841880006
1.065,-0.739273149978134
1.07,-0.745183931146399
1.075,-0.752809692368602
1.08,-0.761953522514516
1.085,-0.772423677335502
1.09,-0.784034925245496
1.095,-0.796610475615408
1.1,-0.809984280092735
1.105,-0.824003487502661
1.11,-0.838530844667405
1.115,-0.853446866341185
1.12,-0.868651642254963
1.125,-0.884066201466013
1.13,-0.899633407145273
1.135,-0.915318402913401
1.14,-0.93110867086439
1.145,-0.947013789499277
1.15,-0.963064996814695
1.155,-0.979314671107638
1.16,-0.995835841970635
1.165,-1.01272183918671
1.17,-1.03008618052529
1.175,-1.04806279326174
1.18,-1.06680666068151
1.185,-1.08649498558463
1.19,-1.10732896927016
1.195,-1.12953631786057
1.2,-1.15337460927431
1.205,-1.17913568486008
1.21,-1.20715127091018
1.215,-1.23780008811829
1.22,-1.27151677213412
1.225,-1.30880300468425
1.23,-1.35024133745539
1.235,-1.39651226699697
1.24,-1.44841515819201
1.245,-1.50689355214215
1.25,-1.57306510023918
1.255,-1.64825557804738
1.26,-1.73403463930446
1.265,-1.83224719258366
1.27,-1.94502669020855
1.275,-2.074761920443
1.28,-2.22396159116802
1.285,-2.39491324774561
1.29,-2.58895823007659
1.295,-2.80511345159941
1.3,-3.03774306588031
1.305,-3.27327393554394
1.31,-3.48707232290345
1.315,-3.64386549172168
1.32,-3.70666660387956
1.325,-3.65457622136448
1.33,-3.49784461938299
1.335,-3.27485096607599
1.34,-3.03266610388413
1.345,-2.80854613526968
1.35,-2.62329846412722
1.355,-2.48400893869415
1.36,-2.38956898587628
1.365,-2.33520776449276
1.37,-2.31519849143967
1.375,-2.32415601766748
1.38,-2.35751294054283
1.385,-2.41159338614451
1.39,-2.48352128448488
1.395,-2.5710794733855
1.4,-2.67256999743449
1.405,-2.78669368203949
1.41,-2.9124527054848
1.415,-3.0490742593205
1.42,-3.1959516955326
1.425,-3.35259949350203
1.43,-3.51861888482263
1.435,-3.69367159920797
1.44,-3.87745976779243
1.445,-4.06971049037959
1.45,-4.27016393890663
1.455,-4.47856414580556
1.46,-4.6946518317456
1.465,-4.91815877952612
1.47,-5.14880337367865
1.475,-5.38628700953841
1.48,-5.6302911394254
1.485,-5.88047477330296
1.49,-6.13647229142978
1.495,-6.39789146048297
1.5,-6.66431157491911
1.505,-6.93528167383446
1.51,-7.21031881166311
1.515,-7.48890638970999
1.52,-7.77049258538842
1.525,-8.0544889473955
1.53,-8.34026925778774
1.535,-8.62716879537021
1.54,-8.9144841677556
1.545,-9.20147390990163
1.55,-9.48736007209948
1.555,-9.77133103659958
1.56,-10.0525458048759
1.565,-10.3301399819865
1.57,-10.6032336455974
1.575,-10.8709412207527
1.58,-11.1323833849096
1.585,-11.386700901589
1.59,-11.6330701297926
1.595,-11.8707197896629
1.6,-12.098948397399
1.605,-12.3171416332018
1.61,-12.5247887963004
1.615,-12.7214974513446
1.62,-12.9070053963516
1.625,-13.0811891912154
1.63,-13.2440686736063
1.635,-13.3958071400686
1.64,-13.5367071582196
1.645,-13.6672022688075
1.65,-13.7878451008597
1.655,-13.8992926308496
1.66,-14.0022894486472
1.665,-14.0976499415977
1.67,-14.1862402776178
1.675,-14.2689609723532
1.68,-14.3467306837164
1.685,-14.4204717109628
1.69,-14.4910975048501
1.695,-14.5595023364519
1.7,-14.6265531359306
1.705,-14.6930834049528
1.71,-14.7598890289561
1.715,-14.8277257663236
1.72,-14.8973081667373
1.725,-14.9693096655799
1.73,-15.0443636100716
1.735,-15.1230649910472
1.74,-15.2059726778434
1.745,-15.2936119794022
1.75,-15.3864773799738
1.755,-15.4850353210043
1.76,-15.5897269207902
1.765,-15.7009705395632
1.77,-15.8191641094404
1.775,-15.9446871558969
1.78,-16.0779024399172
1.785,-16.2191571475886
1.79,-16.368783546327
1.795,-16.5270990137833
1.8,-16.6944053261675
1.805,-16.8709870664687
1.81,-17.0571089788169
1.815,-17.2530120518411
1.82,-17.4589080599671
1.825,-17.6749722258836
1.83,-17.901333588886
1.835,-18.1380625723732
1.84,-18.3851551410928
1.845,-18.6425128297364
1.85,-18.90991781984
1.855,-19.1870021615103
1.86,-19.4732102147983
1.865,-19.7677534787099
1.87,-20.069557270541
1.875,-20.3771993403797
1.88,-20.6888416250652
1.885,-21.0021581675466
1.89,-21.3142649530712
1.895,-21.6216611486724
1.9,-21.9201958139403
1.905,-22.2050788858753
1.91,-22.4709586128687
1.915,-22.7120871455701
1.92,-22.9225886120149
1.925,-23.0968273013301
1.93,-23.2298480000205
1.935,-23.3178315695851
1.94,-23.3584872605845
1.945,-23.3513012042736
1.95,-23.2975844816784
1.955,-23.200308909635
1.96,-23.0637679882787
1.965,-22.8931355571866
1.97,-22.6940046264364
1.975,-22.4719750346264
1.98,-22.2323315157858
1.985,-21.9798255782275
1.99,-21.7185534488679
1.995,-21.4519108170356
2,-21.1826018380465
2.005,-20.9126818460332
2.01,-20.6436176311511
2.015,-20.3763539907359
2.02,-20.1113795225253
2.025,-19.8487879144658
2.03,-19.5883333020922
2.035,-19.3294797748572
2.04,-19.0714460148498
2.045,-18.813246516028
2.05,-18.5537309841844
2.055,-18.2916234377675
2.06,-18.025562264911
2.065,-17.7541420720125
2.07,-17.4759576105311
2.075,-17.1896494283914
2.08,-16.8939502172877
2.085,-16.5877301963696
2.09,-16.270039381347
2.095,-15.9401443314953
2.1,-15.5975570191083
2.105,-15.2420538555834
2.11,-14.8736836040692
2.115,-14.4927638172754
2.12,-14.099866421796
2.125,-13.6957939726256
2.13,-13.281548788185
2.135,-12.8582975601116
2.14,-12.4273340888701
2.145,-11.9900425611635
2.15,-11.5478633361146
2.155,-11.1022626412913
2.16,-10.6547069904845
2.165,-10.2066425969361
2.17,-9.75947961598038
2.175,-9.31458073086191
2.18,-8.87325339468894
2.185,-8.43674494602585
2.19,-8.00623980455922
2.195,-7.58285800424829
2.2,-7.16765441406991
2.205,-6.76161811431578
2.21,-6.36567152680056
2.215,-5.98066903117107
2.22,-5.60739493014681
2.225,-5.2465607489046
2.23,-4.89880196360698
2.235,-4.56467434722438
2.24,-4.24465019338533
2.245,-3.93911472747534
2.25,-3.6483630358535
2.255,-3.37259783753933
2.26,-3.11192838864586
2.265,-2.86637075106962
2.27,-2.63584957866012
2.275,-2.42020148335278
2.28,-2.21917994885108
2.285,-2.03246166890833
2.29,-1.85965410884462
2.295,-1.70030402870495
2.3,-1.55390666818068
2.305,-1.41991527826956
2.31,-1.29775069140392
2.315,-1.18681064721846
2.32,-1.08647863072628
2.325,-0.996132028301421
2.33,-0.915149459480424
2.335,-0.842917194750283
2.34,-0.778834617672673
2.345,-0.722318731473249
2.35,-0.672807744228597
2.355,-0.629763792566123
2.36,-0.592674881637284
2.365,-0.561056129822409
2.37,-0.534450411266051
2.375,-0.512428489140437
2.38,-0.494588728696776
2.385,-0.480556472795643
2.39,-0.469983154662451
2.395,-0.462545213870247
2.4,-0.457942872612679
2.405,-0.455898820636464
2.41,-0.45615684905635
2.415,-0.458480465862664
2.42,-0.46265151934915
2.425,-0.468468849965691
2.43,-0.475746986218673
2.435,-0.484314896151026
2.44,-0.494014802565605
2.445,-0.504701067430252
2.45,-0.516239148739707
2.455,-0.528504631428145
2.46,-0.541382332651266
2.465,-0.554765480819847
2.47,-0.56855496710526
2.475,-0.582658667696728
2.48,-0.596990834822033
2.485,-0.611471554405643
2.49,-0.626026268194438
2.495,-0.640585358198946
2.5,-0.655083791349421
2.505,-0.669460822326109
2.51,-0.6836597525694
2.515,-0.697627743488494
2.52,-0.711315681848624
2.525,-0.72467809521129
2.53,-0.737673115115252
2.535,-0.750262485407495
2.54,-0.762411612754601
2.545,-0.774089655881716
2.55,-0.785269649498844
2.555,-0.795928658188487
2.56,-0.806047954757286
2.565,-0.815613216717192
2.57,-0.824614733687877
2.575,-0.833047617638042
2.58,-0.840912007055834
2.585,-0.848213255410935
2.59,-0.854962093703985
2.595,-0.861174756556653
2.6,-0.866873061242911
2.605,-0.872084429359812
2.61,-0.876841841535918
2.615,-0.881183716715164
2.62,-0.885153709149837
2.625,-0.888800418281285
2.63,-0.892177009142632
2.635,-0.895340743716512
2.64,-0.898352426722754
2.645,-0.901275772469102
2.65,-0.904176702523385
2.655,-0.907122586895568
2.66,-0.910181443989033
2.665,-0.913421116637641
2.67,-0.916908442957212
2.675,-0.920708441409326
2.68,-0.924883529346774
2.685,-0.929492793378661
2.69,-0.934591328201402
2.695,-0.940229658182319
2.7,-0.946453253086311
2.705,-0.953302146063356
2.71,-0.960810658545044
2.715,-0.969007233211635
2.72,-0.977914372861182
2.725,-0.987548679986532
2.73,-0.997920989268991
2.735,-1.00903658310859
2.74,-1.02089547878423
2.745,-1.03349277487643
2.75,-1.04681904417401
2.755,-1.06086076037418
2.76,-1.0756007464016
2.765,-1.09101863304031
2.77,-1.10709131770086
2.775,-1.12379341445252
2.78,-1.14109768785209
2.785,-1.15897546453012
2.79,-1.177397017888
2.795,-1.19633192257335
2.8,-1.21574937659722
2.805,-1.23561849001656
2.81,-1.25590854001307
2.815,-1.27658919295643
2.82,-1.29763069464518
2.825,-1.31900403038331
2.83,-1.34068105688984
2.835,-1.36263460826236
2.84,-1.38483857834429
2.845,-1.4072679818916
2.85,-1.42989899691811
2.855,-1.45270899052607
2.86,-1.4756765304223
2.865,-1.49878138418318
2.87,-1.52200450817656
2.875,-1.54532802788657
2.88,-1.5687352112172
2.885,-1.59221043618388
2.89,-1.61573915424173
2.895,-1.63930785034306
2.9,-1.66290400067375
2.905,-1.68651602888399
2.91,-1.71013326150746
2.915,-1.73374588315171
2.92,-1.75734489194525
2.925,-1.78092205563819
2.93,-1.80446986867628
2.935,-1.82798151050195
2.94,-1.8514508052762
2.945,-1.87487218316635
2.95,-1.89824064330162
2.955,-1.92155171846214
2.96,-1.94480144153804
2.965,-1.96798631376858
2.97,-1.99110327475265
2.975,-2.01414967420413
2.98,-2.03712324541295
2.985,-2.06002208036304
2.99,-2.08284460644929
2.995,-2.10558956473123
3,-2.12825598965664
