"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.80737356318202
2,3.81785867088492
4,3.82579761273933
6,3.83140142328577
8,3.83483311882434
10,3.83619537336665
12,3.83551903636368
14,3.83275313232632
16,3.82775692066576
18,3.8202944793243
20,3.81003211649479
22,3.796538725599
24,3.77928899867368
26,3.75766922287242
28,3.7309852228048
30,3.69847189238597
32,3.65930369197429
34,3.61260547109634
36,3.55746300886981
38,3.49293273332275
40,3.41805017431786
42,3.33183680913264
44,3.23330506239634
46,3.12146131284484
48,2.99530683101072
50,2.85383662038213
52,2.6960361583473
54,2.52087603311121
56,2.32730445077607
58,2.11423754546094
60,1.88054736692457
62,1.62504734582201
64,1.34647494595051
66,1.04347110289341
68,0.71455591402134
70,0.35809987770462
72,-0.0277102311175228
74,-0.444912029368914
76,-0.895816256684767
78,-1.38306550572231
80,-1.90970538413471
82,-2.47927106981667
84,-3.09589264832215
86,-3.76442258676187
88,-4.49058731713559
90,-5.28116004972603
92,-6.1441385276962
94,-7.08887717997405
96,-8.12603793000868
98,-9.26701317176604
100,-10.5219539885435
102,-11.8942756541535
104,-13.3667061756166
106,-14.8695072029446
108,-16.2250383863135
110,-17.118684468728
112,-17.2585001470997
114,-16.6778724008552
116,-15.6958704508149
118,-14.6090844366789
120,-13.5740516883462
122,-12.6495653670299
124,-11.8489687149026
126,-11.1681806338778
128,-10.597714823195
130,-10.127353660797
132,-9.74779866916028
134,-9.45113415761451
136,-9.23084937137586
138,-9.08171680247916
140,-8.9996433054911
142,-8.98153769815813
144,-9.02520956254541
146,-9.12930316109571
148,-9.29326723734802
150,-9.51736172060049
152,-9.80270436341205
154,-10.151363663403
156,-10.5665092530234
158,-11.0526379861948
160,-11.6159045096051
162,-12.2646013348526
164,-13.0098586768254
166,-13.8666730825868
168,-14.855428922845
170,-16.0041325063921
172,-17.3515184190716
174,-18.9503907102811
176,-20.865831466026
178,-23.1376027457976
180,-25.5576663742508
