"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.87630024700621
2,3.85562458017475
4,3.83275811352247
6,3.80815898820835
8,3.78226211164893
10,3.75546086148473
12,3.72808839900781
14,3.70039947574806
16,3.67255367031275
18,3.64460097353503
20,3.61647054007745
22,3.58796324566802
24,3.558748444337
26,3.52836503291212
28,3.4962266311411
30,3.46163040770166
32,3.42376885418717
34,3.38174365199835
36,3.3345807010595
38,3.28124538300861
40,3.22065720362512
42,3.1517030815328
44,3.07324870129575
46,2.98414750794027
48,2.88324706878753
50,2.76939265401461
52,2.64142798142577
54,2.49819313002367
56,2.33851965124455
58,2.16122289852874
60,1.96509155840053
62,1.7488743020243
64,1.51126338611466
66,1.25087491414088
68,0.966225317331986
70,0.655703419856789
72,0.317537197983479
74,-0.050245993579587
76,-0.449867404906453
78,-0.8838553662736
80,-1.35511735732986
82,-1.86702987796048
84,-2.42355181368741
86,-3.02936894523568
88,-3.69007972123818
90,-4.41243521174601
92,-5.204648385328
94,-6.07678647028713
96,-7.04124595823029
98,-8.1132555190383
100,-9.31117653394664
102,-10.655827928473
104,-12.1663971432647
106,-13.8454998689528
108,-15.6327364577428
110,-17.2897241855746
112,-18.2784604229378
114,-18.0977334283146
116,-16.9749734453913
118,-15.5217573493466
120,-14.1060824169766
122,-12.8488094844325
124,-11.7672916255036
126,-10.8476917530987
128,-10.0700699916852
130,-9.41582243674643
132,-8.86938519182776
134,-8.41821263822308
136,-8.05231938348898
138,-7.76378453265843
140,-7.54632736635481
142,-7.39497153733614
144,-7.30578836364591
146,-7.27570465998968
148,-7.30236193850774
150,-7.38401675659299
152,-7.5194749387284
154,-7.70805497193783
156,-7.94957808093367
158,-8.24438445884436
160,-8.59337702340028
162,-8.99809605621608
164,-9.46083033666225
166,-9.98477305708039
168,-10.5742339585954
170,-11.2349224439714
172,-11.9743184219516
174,-12.8021433120273
176,-13.730917523513
178,-14.7764958537525
180,-15.9581644549027
