"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.73683074778275
2,3.72151500541709
4,3.70354223529981
6,3.68328354256057
8,3.66109520235553
10,3.63730286888284
12,3.61218528329359
14,3.58595818159676
16,3.55875918033053
18,3.53063444572499
20,3.50152791789647
22,3.47127375812607
24,3.43959251606696
26,3.40609128622891
28,3.37026785980194
30,3.33151860563939
32,3.28914956200792
34,3.24239001492062
36,3.19040769908881
38,3.13232469379489
40,3.06723309799284
42,2.99420964717361
44,2.91232856286743
46,2.82067208463651
48,2.71833830445443
50,2.60444608730004
52,2.4781370064275
54,2.33857433847772
56,2.18493924803135
58,2.016424342495
60,1.83222479785157
62,1.6315272465069
64,1.41349658315532
66,1.17726078560727
68,0.921893766065173
70,0.646396164074512
72,0.349673863233423
74,0.030513855659995
76,-0.312443115141436
78,-0.680733940092766
80,-1.07610966074845
82,-1.50057858606391
84,-1.95645794409621
86,-2.44643658947008
88,-2.97365202322467
90,-3.54178588084331
92,-4.15518307067551
94,-4.81900071606196
96,-5.53939339947092
98,-6.3237393572278
100,-7.180904106096
102,-8.12151276266697
104,-9.15813185859275
106,-10.3050706005469
108,-11.5769975266309
110,-12.9841927195022
112,-14.5187355857119
114,-16.1185630762987
116,-17.5929197126572
118,-18.5574705265436
120,-18.6261501138774
122,-17.8533369477128
124,-16.6614319657186
126,-15.3994984730877
128,-14.2261302160492
130,-13.1889842123932
132,-12.2913815481083
134,-11.5223585323711
136,-10.8679265793016
138,-10.314855503226
140,-9.85171408383753
142,-9.46895844279287
144,-9.15872601618298
146,-8.91457084803816
148,-8.73121932097236
150,-8.6043678884578
152,-8.53052412111881
154,-8.5068861888843
156,-8.53125489461821
158,-8.60197314212144
160,-8.71788897285066
162,-8.87833958646273
164,-9.08315494537506
166,-9.33268065738585
168,-9.62782088516414
170,-9.97010310752868
172,-10.3617676884148
174,-10.805886337679
176,-11.3065143742323
178,-11.868881316251
180,-12.4996202800092
