"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-1.13210782658176
1.005,-1.0937984868217
1.01,-1.05590868065647
1.015,-1.01865290759819
1.02,-0.982254359217381
1.025,-0.946941664712599
1.03,-0.912945086632006
1.035,-0.880492256445462
1.04,-0.849803581838828
1.045,-0.821087496935493
1.05,-0.794535758779097
1.055,-0.770319013988481
1.06,-0.748582864850884
1.065,-0.729444651908817
1.07,-0.712991139840142
1.075,-0.699277246807669
1.08,-0.688325898256819
1.085,-0.680129019845351
1.09,-0.674649617257703
1.095,-0.671824829604255
1.1,-0.671569793602925
1.105,-0.673782121863739
1.11,-0.678346782384672
1.115,-0.685141167737108
1.12,-0.694040159421538
1.125,-0.70492102219957
1.13,-0.717668000816043
1.135,-0.732176533273743
1.14,-0.748357036996266
1.145,-0.766138263879903
1.15,-0.78547025542695
1.155,-0.806326958889791
1.16,-0.828708589541118
1.165,-0.852643843439183
1.17,-0.878192080515074
1.175,-0.905445610939677
1.18,-0.934532230174288
1.185,-0.965618161558115
1.19,-0.99891158137323
1.195,-1.03466692151828
1.2,-1.07319017036286
1.205,-1.11484542356239
1.21,-1.16006297291644
1.215,-1.20934925977902
1.22,-1.26329905272487
1.225,-1.32261022155774
1.23,-1.3881014403917
1.235,-1.46073300228291
1.24,-1.54163055601103
1.245,-1.63211077820086
1.25,-1.7337064010221
1.255,-1.84818496721283
1.26,-1.97755003184476
1.265,-2.12400335681618
1.27,-2.28982898307929
1.275,-2.47713102831007
1.28,-2.68731372094891
1.285,-2.92013991023228
1.29,-3.17217737833435
1.295,-3.43454765523794
1.3,-3.6903597893754
1.305,-3.91331083760433
1.31,-4.07037765390667
1.315,-4.13130968194539
1.32,-4.08275705147471
1.325,-3.93753439779371
1.33,-3.73024219834997
1.335,-3.50236885469001
1.34,-3.2883797973925
1.345,-3.10984914025305
1.35,-2.97650633192386
1.355,-2.89005420133935
1.36,-2.84786086900491
1.365,-2.84551571445221
1.37,-2.87828376743297
1.375,-2.94180046850097
1.38,-3.03232636499162
1.385,-3.14677798938501
1.39,-3.28266027225799
1.395,-3.43796591280354
1.4,-3.61107263356141
1.405,-3.80065104947505
1.41,-4.00558697118792
1.415,-4.22491796728067
1.42,-4.45778246760035
1.425,-4.70337929724232
1.43,-4.96093563178057
1.435,-5.22968164445519
1.44,-5.50883043439911
1.445,-5.79756212580715
1.45,-6.09501129494235
1.455,-6.4002571155907
1.46,-6.71231582030669
1.465,-7.03013526123302
1.47,-7.35259152497929
1.475,-7.67848771215943
1.48,-8.00655513075832
1.485,-8.33545726617929
1.49,-8.66379696789595
1.495,-8.99012731773384
1.5,-9.31296660050891
1.505,-9.63081766745167
1.51,-9.9421917549789
1.515,-10.2456364947375
1.52,-10.5397674401099
1.525,-10.8233019742579
1.53,-11.09509401082
1.535,-11.3541675222835
1.54,-11.599746709903
1.545,-11.8312806290893
1.55,-12.0484603430086
1.555,-12.2512271891991
1.56,-12.4397714553789
1.565,-12.6145215760016
1.57,-12.7761247626411
1.575,-12.9254206539927
1.58,-13.0634100277349
1.585,-13.1912208132293
1.59,-13.31007358574
1.595,-13.4212484545885
1.6,-13.5260548492657
1.605,-13.6258052355801
1.61,-13.7217933267241
1.615,-13.8152769421203
1.62,-13.9074653394462
1.625,-13.9995106123211
1.63,-14.0925026030037
1.635,-14.187466712074
1.64,-14.2853639772856
1.645,-14.3870928229523
1.65,-14.4934919327556
1.655,-14.6053437591724
1.66,-14.7233782415667
1.665,-14.8482763550469
1.67,-14.9806731484457
1.675,-15.1211599487946
1.68,-15.2702854089586
1.685,-15.4285550525172
1.69,-15.596428923385
1.695,-15.7743168746706
1.7,-15.9625709292474
1.705,-16.1614740110575
1.71,-16.3712241800025
1.715,-16.5919133061333
1.72,-16.8234988989102
1.725,-17.0657675848621
1.73,-17.318288543752
1.735,-17.5803551467009
1.74,-17.8509132228406
1.745,-18.1284750288199
1.75,-18.4110194306041
1.755,-18.6958814708825
1.76,-18.9796389089002
1.765,-19.2580099292629
1.77,-19.5257850358327
1.775,-19.7768261161796
1.78,-20.0041737919664
1.785,-20.2003049182789
1.79,-20.3575680101473
1.795,-20.4687893858327
1.8,-20.5279884622301
1.805,-20.5310821808652
1.81,-20.4764240078698
1.815,-20.3650394983957
1.82,-20.200493349958
1.825,-19.9884249862562
1.83,-19.7358750425742
1.835,-19.4505586237501
1.84,-19.140219043915
1.845,-18.8121409392561
1.85,-18.4728438899121
1.855,-18.12793650236
1.86,-17.7820912769371
1.865,-17.4390978898067
1.87,-17.101959220418
1.875,-16.7730043106233
1.88,-16.4540017652818
1.885,-16.1462643760435
1.89,-15.8507407553769
1.895,-15.56809287787
1.9,-15.2987601627597
1.905,-15.0430115670564
1.91,-14.8009874492175
1.915,-14.5727329520972
1.92,-14.3582244943584
1.925,-14.1573907422508
1.93,-13.9701292084268
1.935,-13.7963194159999
1.94,-13.6358333845735
1.945,-13.4885440427948
1.95,-13.3543320474426
1.955,-13.2330913887718
1.96,-13.1247340819147
1.965,-13.0291941808214
1.97,-12.946431301087
1.975,-12.8764337980825
1.98,-12.8192217144965
1.985,-12.7748495844113
1.99,-12.7434091572619
1.995,-12.7250320823807
2,-12.7198925710356
2.005,-12.7282100252747
2.01,-12.7502515881025
2.015,-12.7863345229751
2.02,-12.8368282659782
2.025,-12.9021559022744
2.03,-12.9827946863968
2.035,-13.0792750346411
2.04,-13.1921771392384
2.045,-13.3221239473397
2.05,-13.4697686535005
2.055,-13.6357739862537
2.06,-13.8207793051467
2.065,-14.0253496958378
2.07,-14.2498986382695
2.075,-14.4945721728149
2.08,-14.759077587007
2.085,-15.0424335288626
2.09,-15.3426119320498
2.095,-15.6560379224679
2.1,-15.9769187268465
2.105,-16.2964007059039
2.11,-16.6016297314203
2.115,-16.8749456793442
2.12,-17.0936869521072
2.125,-17.2313300067944
2.13,-17.2606640960717
2.135,-17.1589943315506
2.14,-16.9139308599144
2.145,-16.5271260105039
2.15,-16.0138618743594
2.155,-15.3987342859126
2.16,-14.7097979805654
2.165,-13.9736823331082
2.17,-13.2128282067731
2.175,-12.4446574745975
2.18,-11.6819303552158
2.185,-10.9336019782868
2.19,-10.2057522343084
2.195,-9.50239379065743
2.2,-8.82610201234989
2.205,-8.1784755164988
2.21,-7.56045850148753
2.215,-6.97255853896536
2.22,-6.41498871457325
2.225,-5.88775662884583
2.23,-5.39071703476242
2.235,-4.92360037401223
2.24,-4.48602611916211
2.245,-4.07750738008558
2.25,-3.69745142729066
2.255,-3.34515941238249
2.26,-3.01982748240903
2.265,-2.72055060374381
2.27,-2.44632968949552
2.275,-2.19608204693434
2.28,-1.96865472607609
2.285,-1.76284005706468
2.29,-1.57739250638911
2.295,-1.4110459454776
2.3,-1.2625304867689
2.305,-1.13058817364764
2.31,-1.01398698211037
2.315,-0.911532776769183
2.32,-0.822079040205484
2.325,-0.744534347807785
2.33,-0.677867681789861
2.335,-0.621111765515745
2.34,-0.573364654260098
2.345,-0.53378984551567
2.35,-0.501615176657183
2.355,-0.476130766166834
2.36,-0.456686232241809
2.365,-0.442687394092327
2.37,-0.433592630244798
2.375,-0.428909037335478
2.38,-0.428188503992306
2.385,-0.431023788519176
2.39,-0.437044666743217
2.395,-0.445914197703619
2.4,-0.457325139739961
2.405,-0.470996537720659
2.41,-0.486670493303827
2.415,-0.504109123889278
2.42,-0.523091711952532
2.425,-0.543412044433995
2.43,-0.564875941496954
2.435,-0.587298975013574
2.44,-0.61050437935002
2.445,-0.63432116017145
2.45,-0.658582410837875
2.455,-0.683123850246715
2.46,-0.707782600386961
2.465,-0.732396226030971
2.47,-0.756802062457964
2.475,-0.780836859355681
2.48,-0.804336769500783
2.485,-0.827137708841398
2.49,-0.849076109587603
2.495,-0.869990079314942
2.5,-0.889720966542612
2.505,-0.908115316683576
2.51,-0.925027181998743
2.515,-0.940320726042991
2.52,-0.95387303845014
2.525,-0.965577051701417
2.53,-0.975344430157227
2.535,-0.98310828575184
2.54,-0.988825566966
2.545,-0.992478970179715
2.55,-0.994078236630544
2.555,-0.993660724169398
2.56,-0.991291179631147
2.565,-0.98706068238641
2.57,-0.981084778763816
2.575,-0.973500876085963
2.58,-0.96446500940555
2.585,-0.954148129527297
2.59,-0.94273208443548
2.595,-0.930405476152126
2.6,-0.917359571224346
2.605,-0.903784426888403
2.61,-0.889865369044737
2.615,-0.875779925801662
2.62,-0.86169528501229
2.625,-0.847766309238274
2.63,-0.834134109638625
2.635,-0.820925153348179
2.64,-0.808250858095969
2.645,-0.796207613452442
2.65,-0.784877159901804
2.655,-0.774327254151757
2.66,-0.764612550720484
2.665,-0.755775634745287
2.67,-0.747848148073493
2.675,-0.740851959037735
2.68,-0.73480033509607
2.685,-0.729699086117131
2.69,-0.72554765407586
2.695,-0.722340132036392
2.7,-0.720066201386943
2.705,-0.718711981330412
2.71,-0.718260788659307
2.715,-0.718693808937942
2.72,-0.719990682492918
2.725,-0.722130010197554
2.73,-0.725089785048934
2.735,-0.728847756094003
2.74,-0.733381731465593
2.745,-0.738669827231524
2.75,-0.744690668512533
2.755,-0.751423548950941
2.76,-0.758848554157205
2.765,-0.766946654266954
2.77,-0.775699770230542
2.775,-0.785090817953991
2.78,-0.795103733927727
2.785,-0.805723485525645
2.79,-0.816936068739546
2.795,-0.828728495733281
2.8,-0.841088774259331
2.805,-0.854005880676412
2.81,-0.867469728037759
2.815,-0.881471130485282
2.82,-0.896001764979835
2.825,-0.91105413122132
2.83,-0.92662151046063
2.835,-0.942697923775381
2.84,-0.959278090271348
2.845,-0.976357385578117
2.85,-0.993931800928993
2.855,-1.01199790304959
2.86,-1.03055279502487
2.865,-1.04959407826918
2.87,-1.06911981568686
2.875,-1.0891284960806
2.88,-1.10961899984034
2.885,-1.1305905659258
2.89,-1.15204276014061
2.895,-1.1739754446834
2.9,-1.19638874895268
2.905,-1.219283041575
2.91,-1.24265890362112
2.915,-1.26651710297188
2.92,-1.29085856979325
2.925,-1.31568437307887
2.93,-1.3409956982188
2.935,-1.36679382555321
2.94,-1.39308010987108
2.945,-1.41985596081521
2.95,-1.44712282415653
2.955,-1.47488216390279
2.96,-1.50313544520842
2.965,-1.53188411805456
2.97,-1.56112960167037
2.975,-1.59087326966877
2.98,-1.6211164358718
2.985,-1.65186034080272
2.99,-1.68310613882392
2.995,-1.71485488590132
3,-1.74710752797798
