"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.81969780139454
2,3.80543401977836
4,3.78961360207622
6,3.77260233119266
8,3.75470858496131
10,3.73616614696296
12,3.71711801805965
14,3.69760214259977
16,3.67753990899506
18,3.65672815039317
20,3.63483516416868
22,3.61140100619305
24,3.58584202319745
26,3.55745929467579
28,3.5254503952273
30,3.48892368453671
32,3.44691420209669
34,3.39840019341275
36,3.3423193195184
38,3.27758368951422
40,3.20309298860043
42,3.11774513185792
44,3.02044403800801
46,2.91010427174247
48,2.78565243620757
50,2.64602530124832
52,2.49016472406254
54,2.31700945560725
56,2.12548392861143
58,1.91448409199242
60,1.6828602919042
62,1.42939710014329
64,1.15278985242582
66,0.851617475054342
68,0.524310937202015
70,0.169116349964329
72,-0.215948683194365
74,-0.633147413944197
76,-1.08508768820549
78,-1.57480078019665
80,-2.10584040441172
82,-2.68240887928162
84,-3.30951999295177
86,-3.99321155467516
88,-4.74082491897322
90,-5.5613733057494
92,-6.46602268775202
94,-7.46869869426504
96,-8.58677926522832
98,-9.84163634029552
100,-11.2581281839587
102,-12.8599537511505
104,-14.6506777693277
106,-16.5501132559812
108,-18.2327723829214
110,-19.0073038264202
112,-18.4355782363304
114,-17.0231090794372
116,-15.4394092003145
118,-13.980799084659
120,-12.7163744002896
122,-11.640184912156
124,-10.7289149547
126,-9.95882882323039
128,-9.30981396127693
130,-8.76572731255633
132,-8.31382365428143
134,-7.94407067179215
136,-7.64855960318307
138,-7.42104398881155
140,-7.25659157179564
142,-7.15132596400167
144,-7.10223718772104
146,-7.10704490368446
148,-7.1641025368816
150,-7.27233408207224
152,-7.43119816579934
154,-7.6406761520784
156,-7.90128289330934
158,-8.21410029305842
160,-8.58083525007811
162,-9.00390478527811
164,-9.48655201768745
166,-10.0329965232083
168,-10.6486198239354
170,-11.3401771442052
172,-12.1159996901631
174,-12.9860811646449
176,-13.961760332289
178,-15.0542435334265
180,-16.2700179859121
