"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.72005081718456
2,3.7347109276179
4,3.74746546236139
6,3.75846978961962
8,3.76782475786854
10,3.77556650282551
12,3.78165729836191
14,3.7859779144692
16,3.7883218812969
18,3.78839196266416
20,3.78579902208021
22,3.78006332903049
24,3.77061821476262
26,3.7568158569677
28,3.73793486216768
30,3.71318923114552
32,3.68173824066822
34,3.64269675449706
36,3.59514548520767
38,3.53814075992489
40,3.47072339038328
42,3.39192630295009
44,3.30078064013257
46,3.1963200956553
48,3.07758328617503
50,2.94361399165383
52,2.79345911252424
54,2.62616419546559
56,2.44076637194737
58,2.23628453578899
60,2.01170655830506
62,1.7659733013448
64,1.49795913700901
66,1.20644861294088
68,0.890108805838691
70,0.547456771917005
72,0.176821316520958
74,-0.223701952618092
76,-0.656303674577789
78,-1.12352373897614
80,-1.62832669501224
82,-2.17419274432337
84,-2.76522828996969
86,-3.4063006587462
88,-4.10320151948391
90,-4.8628411762036
92,-5.69346754833437
94,-6.60487983016368
96,-7.60854370883344
98,-8.71735142179636
100,-9.94434736483285
102,-11.2986557169694
104,-12.7741857924101
106,-14.3212727633204
108,-15.7880311066963
110,-16.8578778024677
112,-17.1577477542461
114,-16.6283131358041
116,-15.6006431634297
118,-14.4307769916088
120,-13.3109586788509
122,-12.3117575370761
124,-11.4482041700891
126,-10.7149394958848
128,-10.1007031306453
130,-9.59369023844772
132,-9.18331787326808
134,-8.8606502105547
136,-8.61835438842134
138,-8.45051870149069
140,-8.35245581461887
142,-8.32053297790195
144,-8.35204069386943
146,-8.445100572932
148,-8.59861030327177
150,-8.81222406229458
152,-9.08636851540478
154,-9.42229720724271
156,-9.82218963493563
158,-10.2893059125906
160,-10.8282142684574
162,-11.4451174975585
164,-12.1483168973724
166,-12.9488685277152
168,-13.8615035908759
170,-14.9058836381851
172,-16.1081632318902
174,-17.5023223157027
176,-19.1285348567173
178,-21.0167459430536
180,-23.1083763789666
