"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.57519714154827
2,3.57492773315866
4,3.57357553265548
6,3.5715785688086
8,3.56931851089561
10,3.56709910059438
12,3.56512587965238
14,3.56348836312481
16,3.56214570427232
18,3.56091669390989
20,3.55947464886762
22,3.55734739927372
24,3.55392221990445
26,3.54845520732123
28,3.54008431862164
30,3.52784508630521
32,3.51068792047568
34,3.48749590363525
36,3.4571020617388
38,3.41830523671308
40,3.36988386533277
42,3.31060716267715
44,3.239243394404
46,3.15456508500225
48,3.05535113881181
50,2.94038594168462
52,2.80845556230684
54,2.65834118455023
56,2.48880987821509
58,2.29860275785017
60,2.08642049002491
62,1.85090598913046
64,1.5906239890306
66,1.30403698831499
68,0.989476832331751
70,0.645110902346067
72,0.268901511208152
74,-0.141443372670663
76,-0.588530574763699
78,-1.07535666043899
80,-1.60540178366397
82,-2.18274825488711
84,-2.8122314152976
86,-3.49963243235368
88,-4.25192438813932
90,-5.07758277799785
92,-5.98696415857439
94,-6.99272764217269
96,-8.11018186255582
98,-9.35716539840227
100,-10.7522605407315
102,-12.3077800789274
104,-14.0074312248104
106,-15.7447121607895
108,-17.2023406174135
110,-17.8352454493131
112,-17.3664853841264
114,-16.1849294320748
116,-14.8113941516347
118,-13.5121917965104
120,-12.3691025084013
122,-11.390650209537
124,-10.5632968784177
126,-9.86938282523633
128,-9.29260859007885
130,-8.81932853237048
132,-8.43853257501096
134,-8.14148092897027
136,-7.92130404577647
138,-7.77265859743492
140,-7.69145668723369
142,-7.67466305510039
144,-7.72015019968354
146,-7.82660231601573
148,-7.99346166614614
150,-8.2209141761289
152,-8.50991444958413
154,-8.86225421106536
156,-9.28068292051677
158,-9.76909571832626
160,-10.3328132374447
162,-10.9789922583776
164,-11.7172292362007
166,-12.5604563526976
168,-13.5262913159278
170,-14.6390988726152
172,-15.9331476079411
174,-17.4572557611662
176,-19.2802366431814
178,-21.4882871462695
180,-24.1135482512768
