"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.26916919928061
2,3.243293439059
4,3.21649646319052
6,3.18869012485511
8,3.15980867781519
10,3.12981202784947
12,3.09868846572528
14,3.0664567880377
16,3.03316769667861
18,2.99890435457461
20,2.9637819671435
22,2.92794625831884
24,2.89157071960882
26,2.85485253283505
28,2.81800710367376
30,2.78126119463274
32,2.74484471198288
34,2.70898127901619
36,2.67387781346155
38,2.63971341366198
40,2.60662793832507
42,2.57471072954468
44,2.54398996975594
46,2.51442317314019
48,2.48588928623101
50,2.45818281027888
52,2.43101026273702
54,2.40398917455057
56,2.3766496845199
58,2.34843865440721
60,2.31872610122111
62,2.28681363706673
64,2.2519445297871
66,2.21331495313868
68,2.17008598324175
70,2.12139591488835
72,2.06637251088229
74,2.00414485256711
76,1.93385452257144
78,1.85466591485878
80,1.76577552708215
82,1.66642014234383
84,1.55588384972378
86,1.4335038847896
88,1.29867529328755
90,1.15085443467575
92,0.989561348896294
94,0.814381011786748
96,0.624963503786954
98,0.421023114941272
100,0.202336408222173
102,-0.0312607357901128
104,-0.279877065877666
106,-0.543570864288948
108,-0.822355762150424
110,-1.11620740544461
112,-1.42507089291685
114,-1.74886888747076
116,-2.08751028242649
118,-2.44089928537102
120,-2.80894476745757
122,-3.19156971729184
124,-3.58872063828545
126,-4.00037673851516
128,-4.4265587839738
130,-4.86733751985999
132,-5.32284160902655
134,-5.79326508881291
136,-6.27887440172646
138,-6.78001510306329
140,-7.29711837620371
142,-7.8307074735972
144,-8.38140411673668
146,-8.94993468146257
148,-9.537135584094
150,-10.1439565342001
152,-10.7714590054883
154,-11.4208050166888
156,-12.0932274661641
158,-12.7899667434626
160,-13.5121473456437
162,-14.2605498504702
164,-15.0352034786352
166,-15.8346771201937
168,-16.6548787849515
170,-17.4870967575235
172,-18.3149957018507
174,-19.110524679462
176,-19.8296642058767
178,-20.4111765138912
180,-20.7842281786201
