"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.21567593521523
2,3.16483673691955
4,3.11476888915235
6,3.06598155713301
8,3.0189284185161
10,2.97398592844256
12,2.93143156779018
14,2.89142343450319
16,2.85398259184304
18,2.81897949713973
20,2.78612559392746
22,2.75497077713515
24,2.72490697656162
26,2.69517760645181
28,2.66489216301536
30,2.63304487531521
32,2.59853606918707
34,2.56019480646246
36,2.51680140645372
38,2.46710861751611
40,2.40986044566446
42,2.34380792332959
44,2.2677213767468
46,2.18039899598237
48,2.08067170847329
50,1.96740449656407
52,1.83949438160027
54,1.69586532731044
56,1.5354603025759
58,1.35723069877383
60,1.16012323014329
62,0.943064366532237
64,0.70494226448464
66,0.444586081593862
68,0.160742486234852
70,-0.147950883514953
72,-0.482995292617818
74,-0.84606438896322
76,-1.23904148872919
78,-1.664060654493
80,-2.1235510878639
82,-2.62028340616325
84,-3.15741448705417
86,-3.73852388511442
88,-4.36762768169652
90,-5.04914177220291
92,-5.78773967212824
94,-6.58799762927325
96,-7.45361905182559
98,-8.38584124904654
100,-9.38029830343575
102,-10.4211500436223
104,-11.4710798287636
106,-12.4575857705555
108,-13.2641426892187
110,-13.7501035284212
112,-13.81831494927
114,-13.4848454587879
116,-12.8668903257743
118,-12.1049804853551
120,-11.3062851629267
122,-10.53459403884
124,-9.82194773407254
126,-9.18174986819398
128,-8.61764946978513
130,-8.12859997930209
132,-7.71152318719767
134,-7.36265004244509
136,-7.07816816294339
138,-6.85451535916913
140,-6.68849583646596
142,-6.57730982406347
144,-6.51854292475751
146,-6.51013860245776
148,-6.55036545089078
150,-6.63778482106069
152,-6.77122125367773
154,-6.94973652147482
156,-7.1726071593163
158,-7.43930469886704
160,-7.74947712507838
162,-8.10292906325928
164,-8.49959656678261
166,-8.93950964676089
168,-9.42273115336194
170,-9.94925315768132
172,-10.5188198491194
174,-11.1306266213835
176,-11.7828153366817
178,-12.4716436267636
180,-13.1901564673508
