"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-0.914500549957174
1.005,-0.863516281998129
1.01,-0.821603033033627
1.015,-0.788199555378612
1.02,-0.762565725866629
1.025,-0.743837540289062
1.03,-0.731084354379311
1.035,-0.723363050196114
1.04,-0.719764996057719
1.045,-0.719453156373185
1.05,-0.721688189969598
1.055,-0.725843637564499
1.06,-0.731411234040239
1.065,-0.73799797283674
1.07,-0.745316839725357
1.075,-0.753173188388906
1.08,-0.761448619145907
1.085,-0.770084002571661
1.09,-0.779063005543886
1.095,-0.788397160689406
1.1,-0.798113196202805
1.105,-0.808243032285966
1.11,-0.818816571034423
1.115,-0.829857173369065
1.12,-0.841379539999895
1.125,-0.853389598048133
1.13,-0.865885939210209
1.135,-0.878862351963196
1.14,-0.892311028006786
1.145,-0.906226088725226
1.15,-0.920607157927225
1.155,-0.935462791293812
1.16,-0.950813652442924
1.165,-0.966695395019399
1.17,-0.983161267342643
1.175,-1.00028450083492
1.18,-1.01816057733212
1.185,-1.03690949610779
1.19,-1.05667818221236
1.195,-1.07764319691702
1.2,-1.10001393201162
1.205,-1.12403649568953
1.21,-1.14999853187852
1.215,-1.17823526004869
1.22,-1.20913708117826
1.225,-1.24315916892723
1.23,-1.28083355154383
1.235,-1.32278428155742
1.24,-1.36974636499565
1.245,-1.42258912900973
1.25,-1.48234453717205
1.255,-1.55024038916382
1.26,-1.62773691009689
1.265,-1.7165620455914
1.27,-1.81873410693956
1.275,-1.93654707448017
1.28,-2.07246840301517
1.285,-2.22885352570065
1.29,-2.40730802827226
1.295,-2.60743729950275
1.3,-2.82469253927607
1.305,-3.04730737791421
1.31,-3.25342823977729
1.315,-3.41171853923823
1.32,-3.48997999711961
1.325,-3.47142950108727
1.33,-3.36715008959082
1.335,-3.2115923148947
1.34,-3.04472926514745
1.345,-2.89679966961456
1.35,-2.78386629317297
1.355,-2.71086618492989
1.36,-2.67641349115032
1.365,-2.67645968471558
1.37,-2.7063716929124
1.375,-2.76187989469694
1.38,-2.83939873473808
1.385,-2.93605307536127
1.39,-3.04958997162817
1.395,-3.17826081013821
1.4,-3.32070905529453
1.405,-3.47587534744809
1.41,-3.64292160766619
1.415,-3.82117203941268
1.42,-4.01006792441478
1.425,-4.20913321706953
1.43,-4.41794840662661
1.435,-4.63613063264724
1.44,-4.86331849596715
1.445,-5.09916037669861
1.45,-5.34330535696685
1.455,-5.59539606350638
1.46,-5.85506290956905
1.465,-6.12191934049025
1.47,-6.39555778370385
1.475,-6.67554608043957
1.48,-6.96142423915938
1.485,-7.25270140475202
1.49,-7.54885298614117
1.495,-7.84931793084823
1.5,-8.15349617997744
1.505,-8.46074638213554
1.51,-8.77038399030819
1.515,-9.08167991122839
1.52,-9.39385992086689
1.525,-9.70610509982492
1.53,-10.0175535748499
1.535,-10.3273038723738
1.54,-10.6344201907185
1.545,-10.9379398725183
1.55,-11.2368833011604
1.555,-11.5302663490742
1.56,-11.8171153688167
1.565,-12.0964845420399
1.57,-12.3674751948313
1.575,-12.6292564661756
1.58,-12.8810865021907
1.585,-13.1223331704776
1.59,-13.3524931762581
1.595,-13.5712084412405
1.6,-13.7782786943139
1.605,-13.9736694227908
1.61,-14.1575146295285
1.615,-14.3301142041317
1.62,-14.4919261031551
1.625,-14.6435538980184
1.63,-14.7857305476559
1.635,-14.919299454765
1.64,-15.0451939551072
1.645,-15.1644163709419
1.65,-15.2780176490432
1.655,-15.3870784270408
1.66,-15.4926921588207
1.665,-15.5959507086105
1.67,-15.6979326169845
1.675,-15.7996940660255
1.68,-15.9022624335485
1.685,-16.0066322295742
1.69,-16.1137631493844
1.695,-16.2245799508489
1.7,-16.339973862304
1.705,-16.4608052439798
1.71,-16.5879072543773
1.715,-16.722090307688
1.72,-16.8641471451131
1.725,-17.0148583786469
1.73,-17.1749983983006
1.735,-17.3453415612255
1.74,-17.5266686024711
1.745,-17.7197732208574
1.75,-17.925468798005
1.755,-18.1445952014645
1.76,-18.3780256002355
1.765,-18.6266731766868
1.77,-18.8914975433895
1.775,-19.173510551786
1.78,-19.4737809887761
1.785,-19.7934373613321
1.79,-20.1336675124897
1.795,-20.4957131082643
1.8,-20.8808559508225
1.805,-21.2903914036103
1.81,-21.7255816480072
1.815,-22.1875775679459
1.82,-22.6772921292151
1.825,-23.1951993542947
1.83,-23.741020571669
1.835,-24.3132434370043
1.84,-24.9084018924436
1.845,-25.520036886208
1.85,-26.1372857705444
1.855,-26.743172315139
1.86,-27.3129861379354
1.865,-27.8137242012692
1.87,-28.2062352184267
1.875,-28.45164215372
1.88,-28.5215596983729
1.885,-28.4078219912873
1.89,-28.1256323797913
1.895,-27.7078641844062
1.9,-27.1945221952778
1.905,-26.6234182460072
1.91,-26.0251543440595
1.915,-25.4220057993563
1.92,-24.8289518698159
1.925,-24.2553936641143
1.93,-23.706792348078
1.935,-23.1859630099629
1.94,-22.6940057233786
1.945,-22.230941113855
1.95,-21.796130100351
1.955,-21.388544512881
1.96,-21.0069377119199
1.965,-20.6499492125495
1.97,-20.3161660828108
1.975,-20.0041560890553
1.98,-19.7124823398345
1.985,-19.4397057555589
1.99,-19.1843794796792
1.995,-18.9450379445684
2,-18.7201824443652
2.005,-18.5082645757395
2.01,-18.307668676909
2.015,-18.1166943560101
2.02,-17.9335403053558
2.025,-17.7562908104556
2.03,-17.5829066418019
2.035,-17.4112223106263
2.04,-17.2389519036594
2.045,-17.0637057880853
2.05,-16.883020277099
2.055,-16.6944017449268
2.06,-16.4953855820215
2.065,-16.2836087659034
2.07,-16.0568927977553
2.075,-15.8133315895959
2.08,-15.5513770063805
2.085,-15.2699136752205
2.09,-14.9683148108389
2.095,-14.6464723820404
2.1,-14.3047978119502
2.105,-13.944193051432
2.11,-13.5659955393779
2.115,-13.1719035057104
2.12,-12.7638897470112
2.125,-12.344112237422
2.13,-11.914828916885
2.135,-11.4783221552553
2.14,-11.0368362291236
2.145,-10.5925291025313
2.15,-10.1474381559548
2.155,-9.70345837866031
2.16,-9.26233091602185
2.165,-8.82563965538155
2.17,-8.39481362112648
2.175,-7.97113321543232
2.18,-7.55573869119929
2.185,-7.14963961130125
2.19,-6.75372439206684
2.195,-6.36876932748014
2.2,-5.9954467361448
2.205,-5.63433206609687
2.21,-5.28590993784445
2.215,-4.95057920997449
2.22,-4.62865722084401
2.225,-4.32038340024753
2.23,-4.02592246172194
2.235,-3.74536738383217
2.24,-3.47874237138233
2.245,-3.22600595873096
2.25,-2.98705438078775
2.255,-2.76172529624254
2.26,-2.54980190535498
2.265,-2.35101746416613
2.27,-2.16506016080221
2.275,-1.99157828958334
2.28,-1.83018563622344
2.285,-1.68046697310063
2.29,-1.54198355730515
2.295,-1.41427852525945
2.3,-1.29688208502923
2.305,-1.18931641959042
2.31,-1.09110022975581
2.315,-1.00175286268943
2.32,-0.920797989594775
2.325,-0.847766813126511
