"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.96191792460452
2,4.0478192210665
4,4.128697215679
6,4.2043777009955
8,4.27461516018527
10,4.33909406954908
12,4.39743216319309
14,4.44918540081304
16,4.49385429436828
18,4.53089119560988
20,4.5597081268974
22,4.57968475118703
24,4.59017611855962
26,4.59051988870227
28,4.58004280266505
30,4.5580662543636
32,4.52391088518743
34,4.47690018801653
36,4.41636315636622
38,4.34163604875776
40,4.25206335799647
42,4.14699808139987
44,4.02580138358432
46,3.88784173106054
48,3.73249356063494
50,3.55913552449298
52,3.367148336887
54,3.15591223373022
56,2.92480405066876
58,2.67319393169213
60,2.40044170466389
62,2.10589300995799
64,1.78887535442365
66,1.44869440064115
68,1.08463101350513
70,0.695939906089726
72,0.281851204486372
74,-0.158423038436353
76,-0.625674296375505
78,-1.1206703444647
80,-1.64410840521195
82,-2.19653834202709
84,-2.77824072462961
86,-3.38903783336966
88,-4.02800682470495
90,-4.69305411423016
92,-5.38030193029328
94,-6.08324140141182
96,-6.79164286907403
98,-7.49032308605495
100,-8.15810368441998
102,-8.76767302139585
104,-9.28742772880911
106,-9.68622195871941
108,-9.94063590381655
110,-10.0420988806936
112,-9.99997498618508
114,-9.83864143199096
116,-9.59042595286477
118,-9.2882888139309
120,-8.96098090841611
122,-8.63112690781334
124,-8.31532605088945
126,-8.02518829617391
128,-7.76858151274362
130,-7.55074632956081
132,-7.37517448538479
134,-7.24425857880042
136,-7.15975913829689
138,-7.12313925966597
140,-7.1358096137791
142,-7.19931719238616
144,-7.31550333912048
146,-7.48665137923974
148,-7.71564159780847
150,-8.00613140577248
152,-8.3627815400263
154,-8.79155588468064
156,-9.3001347113888
158,-9.89850209844138
160,-10.5998039359683
162,-11.4216335635145
164,-12.3880037811402
166,-13.5324217140773
168,-14.9026472786541
170,-16.5673616817314
172,-18.6204686413765
174,-21.1456817725324
176,-23.8970072594516
178,-25.1104390966579
180,-23.1817477704999
