"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.83523522074214
2,3.81666631715218
4,3.79637514244566
6,3.77426075307409
8,3.75023189517685
10,3.72420910936721
12,3.69612658861559
14,3.66593376323635
16,3.63359657725175
18,3.59909840977026
20,3.56244058460601
22,3.52364240250539
24,3.48274062448249
26,3.43978833338772
28,3.39485310535136
30,3.34801443435205
32,3.29936037266971
34,3.24898337766042
36,3.19697539069272
38,3.14342221593936
40,3.08839731286495
42,3.03195516367964
44,2.97412442204134
46,2.91490108778166
48,2.85424198030256
50,2.79205879692826
52,2.7282130392799
54,2.66251206947166
56,2.59470651912382
58,2.5244892201421
60,2.45149576079991
62,2.37530669890994
64,2.29545139135367
66,2.21141333137841
68,2.12263682651024
70,2.02853480402925
72,1.92849749952367
74,1.82190176733602
76,1.70812074862991
78,1.58653364124606
80,1.45653533283573
82,1.31754568219693
84,1.16901826077851
86,1.01044839492905
88,0.841380378237292
90,0.661413751440949
92,0.470208574624011
94,0.267489642948843
96,0.0530496234170525
98,-0.173248883320323
100,-0.41147232473909
102,-0.66161616187764
104,-0.92360572855079
106,-1.19729786325567
108,-1.48248316074156
110,-1.77888865847652
112,-2.08618074310903
114,-2.4039680353704
116,-2.73180399104147
118,-3.06918894338678
120,-3.41557131195801
122,-3.77034771721981
124,-4.13286177344021
126,-4.50240138693039
128,-4.87819446580045
130,-5.25940305294062
132,-5.64511602677115
134,-6.03434067349274
136,-6.42599361660935
138,-6.81889178725135
140,-7.21174432016738
142,-7.60314644653558
144,-7.99157659947201
146,-8.37539801644128
148,-8.75286607287032
150,-9.12214236876236
152,-9.48131617676863
154,-9.82843322703908
156,-10.1615309677722
158,-10.4786784680734
160,-10.7780181477378
162,-11.0578057052762
164,-11.3164441747432
166,-11.5525081572975
168,-11.7647550535626
170,-11.9521215553678
172,-12.1137055882856
174,-12.2487360574819
176,-12.356534799991
178,-12.4364767492664
180,-12.4879551955027
