"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.37458702363231
2,3.36900287970316
4,3.36230594435197
6,3.35498549417032
8,3.34748305875443
10,3.34017033818437
12,3.3333276893574
14,3.32712436334683
16,3.32160166281267
18,3.31666006512353
20,3.31205112553057
22,3.30737465450615
24,3.30208128813787
26,3.29548018366429
28,3.28675121903937
30,3.27496079464554
32,3.25908015289191
34,3.23800505711496
36,3.21057569860668
38,3.17559581072747
40,3.13185013545347
42,3.07811958198337
44,3.0131936135426
46,2.93587957738
48,2.84500884124224
50,2.73943971113525
52,2.61805717918163
54,2.47976958980425
56,2.32350232218645
58,2.1481885722501
60,1.95275728274361
62,1.73611821835217
64,1.49714411487929
66,1.23464974605959
68,0.947367644657417
70,0.633920080123944
72,0.292786725111228
74,-0.0777327721216505
76,-0.479562363156555
78,-0.91490071109867
80,-1.38628162622319
82,-1.89664605801516
84,-2.4494282975673
86,-3.04865925961242
88,-3.69908927634335
90,-4.40633069502933
92,-5.17701427746455
94,-6.01893720958603
96,-6.94114083498493
98,-7.9537603314823
100,-9.06725729626856
102,-10.2900905901084
104,-11.6225837882889
106,-13.0420456194973
108,-14.4707039400843
110,-15.725094536185
112,-16.5038970130203
114,-16.5562351212537
116,-15.9408222587625
118,-14.9585558537376
120,-13.880411055486
122,-12.8509508022222
124,-11.9262973012215
126,-11.1204269041904
128,-10.4305979646702
130,-9.84858442371418
132,-9.36518904726867
134,-8.97190653058792
136,-8.66143279629327
138,-8.42772841198979
140,-8.26592686017723
142,-8.17220533937119
144,-8.14366423094213
146,-8.17823213601712
148,-8.2746020338291
150,-8.43220048564423
152,-8.65119170485115
154,-8.9325200948858
156,-9.27799808186667
158,-9.69045099633894
160,-10.1739382754052
162,-10.7340821284317
164,-11.3785543507126
166,-12.1178055002259
168,-12.9661806476088
170,-13.9436779894947
172,-15.0788254998162
174,-16.4135966466082
176,-18.0122177379473
178,-19.9775621074377
180,-22.4805919285469
