"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.51163297315442
2,3.50132947090934
4,3.48894453800966
6,3.47437077749243
8,3.45751580568031
10,3.43830369646379
12,3.41667637893086
14,3.39259497261047
16,3.36604102603681
18,3.33701760524571
20,3.30555016000413
22,3.27168707810173
24,3.23549982319355
26,3.19708254099314
28,3.15655101375664
30,3.11404084570249
32,3.0697047739016
34,3.02370902154929
36,2.97622864412432
38,2.9274418636434
40,2.87752344084758
42,2.82663719726774
44,2.77492786496614
46,2.72251250641235
48,2.6694718046525
50,2.61584156859817
52,2.56160482424648
54,2.50668486551924
56,2.45093961573258
58,2.394157602574
60,2.33605577873225
62,2.27627933243864
64,2.21440353455677
66,2.1499375699622
68,2.08233020919467
70,2.01097709902457
72,1.93522939296776
74,1.85440340776532
76,1.76779097973601
78,1.67467020378556
80,1.57431626411316
82,1.46601210469802
84,1.34905873458369
86,1.22278501317803
88,1.08655681029344
90,0.939785481372832
92,0.781935638100709
94,0.612532227023548
96,0.431166953208454
98,0.23750410215434
100,0.0312858212723947
102,-0.187663077376418
104,-0.419430738263505
106,-0.664014266155412
108,-0.921316090472075
110,-1.1911406925547
112,-1.47319172625505
114,-1.76706959273703
116,-2.07226956153395
118,-2.38818055973694
120,-2.71408477747976
122,-3.04915825828627
124,-3.392472655047
126,-3.74299833431527
128,-4.09960900163505
130,-4.46108799775651
132,-4.82613637965102
134,-5.19338285175167
136,-5.5613955529397
138,-5.92869563481424
140,-6.29377248782736
142,-6.65510038440031
144,-7.01115621182977
146,-7.36043786190013
148,-7.70148272853136
150,-8.03288564177066
152,-8.35331544269168
154,-8.66152929229879
156,-8.95638372838867
158,-9.23684146347812
160,-9.5019729829259
162,-9.75095218110288
164,-9.98304558183645
166,-10.1975951299416
168,-10.3939950984322
170,-10.5716642981919
172,-10.7300154553628
174,-10.8684242765157
176,-10.9862012834907
178,-11.0825698903068
180,-11.1566543252867
