"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.68468236141021
2,3.64700994798968
4,3.61087153524332
6,3.57646817019022
8,3.54396926823507
10,3.51351016452537
12,3.48518947530893
14,3.45906633551827
16,3.43515760443439
18,3.4134351550547
20,3.39382338258514
22,3.37619708116898
24,3.36037984365745
26,3.34614313550025
28,3.33320617997325
30,3.32123676813193
32,3.3098530742055
34,3.29862651766477
36,3.2870856696933
38,3.27472115751739
40,3.26099147837398
42,3.24532959892099
44,3.22715018812259
46,3.2058573137096
48,3.18085242486037
50,3.15154244639511
52,3.11734782125617
54,3.07771035639137
56,3.03210074996003
58,2.98002570245739
60,2.92103453838181
62,2.85472528617892
64,2.78075018050329
66,2.69882056091714
68,2.60871114407771
70,2.51026364185519
72,2.40338968582733
74,2.28807299996383
76,2.16437073946116
78,2.03241388679189
80,1.89240656912095
82,1.74462413824953
84,1.58940983997119
86,1.4271698996156
88,1.25836687028041
90,1.08351113498283
92,0.903150527383017
94,0.717858138847621
96,0.528218509547175
98,0.334812550267966
100,0.138201696707727
102,-0.0610880583713543
104,-0.262581498069297
106,-0.465868062857919
108,-0.670613473527856
110,-0.876568375492265
112,-1.08357344757142
114,-1.29156064453819
116,-1.50055050823642
118,-1.71064575657173
120,-1.92202161097541
122,-2.13491352273489
124,-2.34960308697451
126,-2.5664029812659
128,-2.78564173642216
130,-3.00764905202251
132,-3.23274222677507
134,-3.46121410438773
136,-3.69332275846014
138,-3.92928297071713
140,-4.16925940652014
142,-4.41336126590653
144,-4.66163808905001
146,-4.91407632055391
148,-5.17059618416839
150,-5.43104838464555
152,-5.69521013339335
154,-5.96277998776331
156,-6.23337100096633
158,-6.50650170468715
160,-6.7815844974639
162,-7.05791110188317
164,-7.33463490171897
166,-7.6107502020996
168,-7.88506880368923
170,-8.15619478150907
172,-8.42249904337982
174,-8.68209612945709
176,-8.93282678352238
178,-9.17225099168548
180,-9.39765725405793
