"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,4.32466492428346
2,4.2951458684278
4,4.26440458088793
6,4.23244957795454
8,4.19929590851745
10,4.16496692564328
12,4.12949571061702
14,4.09292607037944
16,4.05531302041929
18,4.01672265951925
20,3.97723134224919
22,3.93692406171592
24,3.89589197058594
26,3.85422899410234
28,3.81202752525956
30,3.76937323894849
32,3.72633911689431
34,3.68297883529265
36,3.63931972754333
38,3.59535558964673
40,3.55103963941594
42,3.50627796668606
44,3.46092381536045
46,3.41477301666533
48,3.36756084634717
50,3.31896050971161
52,3.26858337315125
54,3.21598096704713
56,3.16064869160075
58,3.10203107295863
60,3.03952834916168
62,2.97250411880672
64,2.90029376176983
66,2.82221333995311
68,2.73756870341417
70,2.64566455842871
72,2.54581329330929
74,2.43734339958037
76,2.31960736562352
78,2.1919889536177
80,2.05390979635849
82,1.90483526753354
84,1.74427958757402
86,1.57181012846185
88,1.38705087658219
90,1.18968500491745
92,0.979456496751081
94,0.7561707547477
96,0.519694123870329
98,0.269952256011421
100,0.00692725017825174
102,-0.26934648395769
104,-0.558787668291941
106,-0.86127490078409
108,-1.17665465662672
110,-1.50475045011892
112,-1.84537300484639
114,-2.19833122073037
116,-2.56344366948365
118,-2.94055030057925
120,-3.32952400408447
122,-3.73028166058968
124,-4.14279431698317
126,-4.56709616323741
128,-5.00329205043749
130,-5.45156338181511
132,-5.91217232136449
134,-6.3854643908802
136,-6.87186965623279
138,-7.37190282663439
140,-7.88616269556135
142,-8.41533142795273
144,-8.96017423370872
146,-9.52153994793043
148,-10.1003629419425
150,-10.6976665785552
152,-11.3145680333002
154,-11.9522836098592
156,-12.6121324664472
158,-13.2955345556909
160,-14.003994881143
162,-14.7390596832928
164,-15.5022187712
166,-16.2947082634328
168,-17.1171334447597
170,-17.9687731579209
172,-18.8463345971036
174,-19.7418003718259
176,-20.6389031318109
178,-21.5079139893772
180,-22.2994991472053
