"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.87557313312807
2,3.84821549550573
4,3.8177382563085
6,3.78462113596101
8,3.74934823279737
10,3.71238931629173
12,3.67417975236211
14,3.6350998943991
16,3.59545489666979
18,3.55545597124283
20,3.51520409692528
22,3.47467708826094
24,3.43372074532598
26,3.39204454487336
28,3.34922202628357
30,3.30469570582114
32,3.25778605617597
34,3.20770384731222
36,3.15356498175266
38,3.094406882247
40,3.02920549872089
42,2.95689207987015
44,2.87636898109666
46,2.7865239305766
48,2.68624232670317
50,2.57441727521645
52,2.44995718144163
54,2.31179078689144
56,2.15886958007916
58,1.99016752258298
60,1.80467801914461
62,1.60140803131652
64,1.37936919350611
66,1.13756574202452
68,0.874979013302604
70,0.590548205285503
72,0.283147021485501
74,-0.0484442778637794
76,-0.405572020572965
78,-0.789748242259613
80,-1.2026968057637
82,-1.64640788604135
84,-2.1232026539835
86,-2.63581061971463
88,-3.1874629091062
90,-3.78200574277778
92,-4.42403946920072
94,-5.11908933038265
96,-5.8738137325896
98,-6.69625155985779
100,-7.59609525551625
102,-8.58493341712149
104,-9.6762890257679
106,-10.8849624354473
108,-12.2243364998988
110,-13.6980563282821
112,-15.2771380993964
114,-16.8454802285267
116,-18.1139669337318
118,-18.6473840987218
120,-18.2447706072694
122,-17.2028516658157
124,-15.9453879157516
126,-14.7182524376875
128,-13.6125024157385
130,-12.6476847837145
132,-11.81772315893
134,-11.1093835483874
136,-10.5088307154965
138,-10.0036729544813
140,-9.58339241547556
142,-9.23923828856611
144,-8.96397505783407
146,-8.75162327394485
148,-8.59723589414622
150,-8.49671900452901
152,-8.44669422452051
154,-8.44439707714914
156,-8.48760562659685
158,-8.57459464418441
160,-8.70411169256585
162,-8.87537256467365
164,-9.08807443368529
166,-9.34242589584743
168,-9.63919387472352
170,-9.97976814760597
172,-10.3662450462617
174,-10.801532543338
176,-11.289479040497
178,-11.8350266289007
180,-12.4443837149907
