"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.65957366531958
2,3.63123096914799
4,3.60282429089941
6,3.57432556484078
8,3.54571313161746
10,3.51697412138047
12,3.48810658814742
14,3.45912129168602
16,3.43004301149141
18,3.40091127023423
20,3.37178034301418
22,3.34271843545577
24,3.31380592952155
26,3.28513262188715
28,3.25679391617397
30,3.22888597674655
32,3.20149990654305
34,3.17471507170741
36,3.14859175763937
38,3.12316339950754
40,3.09842867975762
42,3.07434382021467
44,3.05081541232182
46,3.02769412269451
48,3.00476958145484
50,2.98176670919464
52,2.95834366882752
54,2.93409154701898
56,2.90853578360503
58,2.8811392839912
60,2.85130707579113
62,2.81839231213607
64,2.78170338320901
66,2.7405118753447
68,2.69406111208505
70,2.64157502088207
72,2.58226708876488
74,2.51534919606812
76,2.44004014545368
78,2.35557373091578
80,2.26120621619634
82,2.1562231130103
84,2.0399451665279
86,1.91173346919398
88,1.77099363512675
90,1.61717897717782
92,1.44979263841364
94,1.26838864033322
96,1.07257182238939
98,0.86199666189286
100,0.636364980437335
102,0.395422562608802
104,0.138954734710088
106,-0.133219024896387
108,-0.421251347063759
110,-0.725273982290667
112,-1.04540541243924
114,-1.38175889162819
116,-1.73445072191998
118,-2.1036085498332
120,-2.48937945330871
122,-2.89193757574905
124,-3.31149105396766
126,-3.74828797968154
128,-4.2026211283505
130,-4.67483118285226
132,-5.16530817008613
134,-5.67449081266641
136,-6.20286347092447
138,-6.75095030669464
140,-7.3193062321606
142,-7.90850410384932
144,-8.5191174683479
146,-9.15169793884864
148,-9.8067459419287
150,-10.4846730579268
152,-11.1857533765821
154,-11.9100600153549
156,-12.657380884905
158,-13.4271044128549
160,-14.2180604295529
162,-15.0282925763681
164,-15.8547249273158
166,-16.6926659055459
168,-17.5350685616226
170,-18.3714481059607
172,-19.1863776409305
174,-19.9576183451568
176,-20.6543271856916
178,-21.2365451405785
180,-21.6580729168604
