"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.39802954331066
2,3.37644755548867
4,3.35404982653373
6,3.33157034282345
8,3.30971607649219
10,3.28913418341624
12,3.27037833136597
14,3.25387607086598
16,3.23989933020185
18,3.22854008506018
20,3.21969299163137
22,3.2130462861371
24,3.208081592066
26,3.20408252321774
28,3.20015123015289
30,3.19523141199202
32,3.18813588346193
34,3.17757658931599
36,3.16219499299059
38,3.14059099539749
40,3.11134890158705
42,3.07305937839581
44,3.0243367717222
46,2.96383152921415
48,2.89023777284704
50,2.80229627374075
52,2.69879320024875
54,2.57855505071859
56,2.4404401598133
58,2.28332709811984
60,2.10610018327662
62,1.90763219778911
64,1.68676427039789
66,1.44228272582971
68,1.17289253855276
70,0.877186831230608
72,0.553611623981595
74,0.200424746328416
76,-0.184352557179934
78,-0.60299329983407
80,-1.0581343471931
82,-1.55286147053756
84,-2.09081457575138
86,-2.67631933435302
88,-3.31455325713434
90,-4.01175609595639
92,-4.77549536029055
94,-5.61499477168294
96,-6.54151838189223
98,-7.56875267540227
100,-8.71297763560652
102,-9.99237630746048
104,-11.4235517766414
106,-13.0096793015429
108,-14.7054958333958
110,-16.3316918292454
112,-17.4628640400082
114,-17.5954416291829
116,-16.7466093016574
118,-15.4301006017578
120,-14.0605251270214
122,-12.8092773851674
124,-11.7191254601296
126,-10.7869166815959
128,-9.9969414945561
130,-9.33215453007901
132,-8.77744376384516
134,-8.32025412674395
136,-7.95040129282097
138,-7.65969328216365
140,-7.44155773312689
142,-7.29072889086245
144,-7.20300063553293
146,-7.1750377790912
148,-7.20423532798969
150,-7.28861656799486
152,-7.42676290006757
154,-7.61777041546978
156,-7.86122997485566
158,-8.15722898998395
160,-8.5063741617015
162,-8.90983498528036
164,-9.3694075700036
166,-9.88759647526979
168,-10.4677071530599
170,-11.1139294900789
172,-11.8313656275261
174,-12.6258942845417
176,-13.5036278951162
178,-14.4694168342276
180,-15.5232000434214
