"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.70630079925068
2,3.68287690774308
4,3.65752026816039
6,3.63013926568546
8,3.60064780740417
10,3.56896744838232
12,3.53502960586251
14,3.49877785421384
16,3.46017027835037
18,3.41918184464886
20,3.37580672617921
22,3.33006049393194
24,3.28198205877235
26,3.23163522170591
28,3.17910966493602
30,3.12452119596753
32,3.06801104502007
34,3.00974401598311
36,2.94990530683292
38,2.88869585020123
40,2.826326080996
42,2.76300811630129
44,2.69894643151427
46,2.63432723115159
48,2.5693068351034
50,2.50399952046902
52,2.43846536246792
54,2.37269869161205
56,2.30661781601781
58,2.24005663862646
60,2.17275872588313
62,2.10437426050314
64,2.03446014655204
66,1.96248334604241
68,1.88782733179964
70,1.80980136103285
72,1.7276521247993
74,1.64057722229592
76,1.54773985125142
78,1.44828409583574
80,1.34135022528943
82,1.22608948011714
84,1.10167790678701
86,0.967328895253818
88,0.822304166712817
90,0.665923044645674
92,0.497569915972334
94,0.316699849009423
96,0.122842381071245
98,-0.0843964774290686
100,-0.305333950993031
102,-0.540211829620303
104,-0.789199317372981
106,-1.05239727930427
108,-1.32984374939657
110,-1.62152053949874
112,-1.92736076012569
114,-2.24725702757177
116,-2.58107008808215
118,-2.9286375396178
120,-3.28978227656849
122,-3.66432022469437
124,-4.05206687493936
126,-4.45284206771776
128,-4.86647242529756
130,-5.29279077924429
132,-5.73163189113933
134,-6.18282371467424
136,-6.64617339083002
138,-7.12144709948201
140,-7.60834280574247
142,-8.10645483707743
144,-8.61522911611112
146,-9.13390777888067
148,-9.66146188124942
150,-10.196511031933
152,-10.7372292462662
154,-11.281237332146
156,-11.8254840410506
158,-12.3661214761226
160,-12.8983852943621
162,-13.4164973272987
164,-13.9136170242504
166,-14.3818769912738
168,-14.8125432885096
170,-15.1963373168967
172,-15.5239364930357
174,-15.7866319163982
176,-15.9770680930432
178,-16.0899402774038
180,-16.1225051538807
