"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.31624031894165
2,3.29852139476254
4,3.27876453320442
6,3.25690360758865
8,3.23289474095034
10,3.20671796502668
12,3.17837870949123
14,3.14790907887858
16,3.11536885226743
18,3.0808461188448
20,3.0444574422442
22,3.00634742960203
24,2.96668756946091
26,2.92567419806832
28,2.88352545851982
30,2.84047713377965
32,2.79677726476328
34,2.75267950960041
36,2.70843526005057
38,2.66428460446625
40,2.62044631051913
42,2.577107089962
44,2.53441049494912
46,2.49244587239906
48,2.45123786046953
50,2.41073694087007
52,2.37081155577896
54,2.33124225500335
56,2.29171825826507
58,2.25183670411254
60,2.21110472007512
62,2.16894430044621
64,2.12469983205744
66,2.07764797763088
68,2.02700952153102
70,1.97196271113262
72,1.91165759147325
74,1.84523083010234
76,1.77182055835219
78,1.69058080759429
80,1.60069518629865
82,1.50138951789018
84,1.39194323352234
86,1.2716993825888
88,1.14007318351852
90,0.996559086386177
92,0.840736356909752
94,0.672273219515078
96,0.490929617205471
98,0.296558660393749
100,0.0891068482820574
102,-0.131386842551207
104,-0.364792894565975
106,-0.610894085705566
108,-0.869389078307999
110,-1.13989658438276
112,-1.42195989719904
114,-1.7150515415587
116,-2.01857775717193
118,-2.33188249597422
120,-2.65425059124207
122,-2.98490975141971
124,-3.3230310528507
126,-3.66772766136451
128,-4.01805161029815
130,-4.37298860749408
132,-4.73145103836475
134,-5.0922695738818
136,-5.45418407272852
138,-5.81583476918195
140,-6.17575503593184
142,-6.53236726573839
144,-6.88398357713211
146,-7.2288130565292
148,-7.56497703733005
150,-7.89053342908659
152,-8.20351031698937
154,-8.50194797454428
156,-8.78394716361241
158,-9.04772031194235
160,-9.29164110476582
162,-9.51428747615511
164,-9.71447316559502
166,-9.89126401997378
168,-10.0439769935702
170,-10.1721620614073
172,-10.2755696115979
174,-10.3541078829537
176,-10.4077963063576
178,-10.4367209936101
180,-10.4409980834501
