"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,4.13854984679139
2,4.19910314896169
4,4.25552088085125
6,4.30786847601467
8,4.35612652983278
10,4.40018456233676
12,4.43983754953492
14,4.47478536129297
16,4.50463506691935
18,4.52890589718936
20,4.5470365001556
22,4.5583940112114
24,4.5622843841437
26,4.55796340232849
28,4.54464780532451
30,4.52152601903617
32,4.48776805762441
34,4.44253426159124
36,4.38498263848924
38,4.31427467157376
40,4.22957955065367
42,4.13007685403374
44,4.01495776869527
46,3.88342497768134
48,3.73469137069673
50,3.56797774931578
52,3.38250970633668
54,3.17751386545783
56,2.95221367980637
58,2.70582501504285
60,2.437551796557
62,2.14658209624287
64,1.83208519383736
66,1.49321040089838
68,1.12908882555126
70,0.73883984655141
72,0.321584949114257
74,-0.123527111722104
76,-0.597277917045383
78,-1.10031102652629
80,-1.633024860471
82,-2.19540835863699
84,-2.78679347609276
86,-3.40548974343456
88,-4.04825825153139
90,-4.70958223047568
92,-5.38071444845146
94,-6.04855798681775
96,-6.69461084856249
98,-7.29450700799903
100,-7.81904087980062
102,-8.23763457737854
104,-8.52441864633643
106,-8.66525273049131
108,-8.66232741403794
110,-8.53359766471481
112,-8.30740568027435
114,-8.01541258016752
116,-7.68698054765189
118,-7.34625620047272
120,-7.01153246806351
122,-6.69589482837712
124,-6.40832955348256
126,-6.15483193128712
128,-5.9393293608711
130,-5.76438475320077
132,-5.63170808847987
134,-5.54252058524084
136,-5.49781349587192
138,-5.49853541507698
140,-5.54573374177892
142,-5.64066941714956
144,-5.78491959895128
146,-5.98048036847639
148,-6.22988070298606
150,-6.53631973098815
152,-6.90384191728652
154,-7.33756986266904
156,-7.84402297236132
158,-8.43156437552995
160,-9.11104167923365
162,-9.89672525214175
164,-10.8077094434441
166,-11.8700354001295
168,-13.119898027645
170,-14.6082033557531
172,-16.4051448734085
174,-18.5926844194147
176,-21.167981026342
178,-23.5017019453636
180,-23.5874962519416
