"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.90427698767049
2,3.89526253455313
4,3.88286163526799
6,3.86751541251365
8,3.8496532194832
10,3.82967565210969
12,3.80793719484296
14,3.7847292126553
16,3.76026403836404
18,3.73466089161357
20,3.70793429697439
22,3.67998554289384
24,3.6505975475706
26,3.6194332866597
28,3.58603771141731
30,3.54984286782121
32,3.51017573998005
34,3.46626820298051
36,3.41726839216933
38,3.36225278000532
40,3.30023829188515
42,3.23019387584316
44,3.15105105077424
46,3.06171307579722
48,2.96106249322344
50,2.84796688670413
52,2.72128275669242
54,2.57985744448008
56,2.42252903506851
58,2.24812414224697
60,2.05545343207492
62,1.84330467888558
64,1.61043307473094
66,1.35554842999831
68,1.07729880745996
70,0.774250018112035
72,0.444860264438794
74,0.0874490302491049
76,-0.299840934126434
78,-0.719090022777411
80,-1.17265853599252
82,-1.66325637399326
84,-2.19402907890669
86,-2.76866472606765
88,-3.39152750559827
90,-4.06782531458097
92,-4.80381983614422
94,-5.60708701118031
96,-6.48682960201086
98,-7.45422107745948
100,-8.52269234979822
102,-9.70787982431309
104,-11.0264096291835
106,-12.4911698140824
108,-14.0966082348337
110,-15.7782986480398
112,-17.3247231983208
114,-18.2989992443323
116,-18.2839742727316
118,-17.3979055672938
120,-16.1290859922417
122,-14.8322714123928
124,-13.6511025737317
126,-12.6213388663949
128,-11.7396422043735
130,-10.9916414809633
132,-10.3616601698272
134,-9.83567092773124
136,-9.4019183210186
138,-9.05079658756798
140,-8.77453525350561
142,-8.56687744045162
144,-8.42280536847432
146,-8.33832256509532
148,-8.31028815808862
150,-8.33629555068489
152,-8.41458847221317
154,-8.54400921758787
156,-8.72397593399441
158,-8.95448785310555
160,-9.23615944656001
162,-9.57028678514466
164,-9.95895220945165
166,-10.4051772295562
168,-10.9131390695779
170,-11.4884745720938
172,-12.1387080419064
174,-12.8738597796434
176,-13.7073234208768
178,-14.6571465329085
180,-15.7479052851108
