"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.80737356318202
2,3.77813521516467
4,3.74805194305945
6,3.71712595886494
8,3.68537185530636
10,3.65281836828532
12,3.6195097512178
14,3.5855066981273
16,3.55088674579066
18,3.51574407896243
20,3.48018865811392
22,3.44434458791018
24,3.4083476487142
26,3.37234192469468
28,3.33647548237929
30,3.30089508401958
32,3.2657399613969
34,3.23113472704646
36,3.19718155925113
38,3.16395186094747
40,3.13147765579068
42,3.09974304076832
44,3.06867605709858
46,3.03814136316203
48,3.00793408966654
50,2.97777522520301
52,2.9473088199387
54,2.91610120994138
56,2.88364236125342
58,2.84934932049131
60,2.81257164778843
62,2.77259860843875
64,2.72866782009527
66,2.67997499855471
68,2.62568441942615
70,2.5649397144209
72,2.49687464588331
74,2.42062354582427
76,2.33533115950304
78,2.24016169195034
80,2.1343069129774
82,2.01699322773848
84,1.88748766292417
86,1.74510275179438
88,1.58920032446893
90,1.41919422414541
92,1.23455197685405
94,1.03479544399273
96,0.819500485312414
98,0.588295657239387
100,0.340859969177272
102,0.0769197201540076
104,-0.203755559075759
106,-0.501358026915476
108,-0.816047272790961
110,-1.14795682358879
112,-1.49720134031558
114,-1.86388440983677
116,-2.24810681391691
118,-2.64997513452905
120,-3.06961053194603
122,-3.50715751200445
124,-3.96279248271724
126,-4.43673188963393
128,-4.92923971542066
130,-5.44063413330433
132,-5.97129311737753
134,-6.52165883627835
136,-7.09224069148236
138,-7.68361690868822
140,-8.29643465236131
142,-8.93140871178131
144,-9.58931890427358
146,-10.2710064580564
148,-10.9773697665818
150,-11.7093600231193
152,-12.4679772807758
154,-13.2542672803044
156,-14.0693186009625
158,-14.9142576032149
160,-15.7902338082967
162,-16.6983779667291
164,-17.6396936186666
166,-18.6148000031048
168,-19.6233605080695
170,-20.6628737378659
172,-21.7262293896225
174,-22.7970281593612
176,-23.8413800535039
178,-24.795944662314
180,-25.5576663742508
