"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.34114955769609
2,3.315828759639
4,3.28886880970905
6,3.26022993255414
8,3.2298930673527
10,3.19786191172411
12,3.16416476620662
14,3.12885611516829
16,3.09201786047152
18,3.0537601048975
20,3.01422136467052
22,2.97356807619499
24,2.93199325347214
26,2.88971415201073
28,2.84696880490849
30,2.80401131953621
32,2.76110586079521
34,2.71851930022047
36,2.67651257887528
38,2.63533091383804
40,2.59519306882999
42,2.55628000272422
44,2.51872329698166
46,2.48259383495753
48,2.44789125288377
50,2.41453469580195
52,2.38235538617024
54,2.35109144664881
56,2.32038531475968
58,2.28978395353104
60,2.25874191059261
62,2.22662712256984
64,2.19272921647324
66,2.15626993785176
68,2.11641524615139
70,2.07228856595758
72,2.02298466893729
74,1.96758368157426
76,1.90516476144853
78,1.83481905144911
80,1.75566159823601
82,1.66684200061414
84,1.56755362894612
86,1.45704132394613
88,1.33460753975317
90,1.19961694140812
92,1.05149950145759
94,0.889752166042106
96,0.713939179717126
98,0.523691172840923
100,0.318703128018582
102,0.098731354937186
104,-0.136410382310577
106,-0.386855423380573
108,-0.652689271409888
110,-0.933954944372798
112,-1.2306583780466
114,-1.54277360707257
116,-1.8702474144695
118,-2.21300310214315
120,-2.57094299634426
122,-2.94394926340253
124,-3.33188257288596
126,-3.73457810783188
128,-4.15183838502145
130,-4.58342231293614
132,-5.02902988272726
134,-5.48828186239388
136,-5.9606938549519
138,-6.44564410330885
140,-6.94233450399147
142,-7.44974446953604
144,-7.96657761450913
146,-8.49120181283825
148,-9.0215840826453
150,-9.55522310254625
152,-10.0890840276362
154,-10.6195426457283
156,-11.1423486076775
158,-11.6526199959363
160,-12.14488298202
162,-12.6131694991315
164,-13.0511813274204
166,-13.4525198608554
168,-13.8109676234549
170,-14.1207930819705
172,-14.3770393626062
174,-14.5757555519296
176,-14.7141394070068
178,-14.7905806123925
180,-14.8046171653151
