"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.5590973058315
2,3.58246217156707
4,3.60292219350729
6,3.6208150670551
8,3.63643024488322
10,3.64999163125889
12,3.6616416823646
14,3.67142776870866
16,3.67929155555134
18,3.68506198556402
20,3.68845221782789
22,3.68906061116639
24,3.68637556611236
26,3.67978378834587
28,3.66858133341056
30,3.65198665635843
32,3.62915482889333
34,3.59919209823522
36,3.56117003504632
38,3.51413863513094
40,3.45713788154937
42,3.38920742129974
44,3.30939414795838
46,3.21675759722569
48,3.11037314961977
50,2.9893330914214
52,2.85274561275625
54,2.69973182419211
56,2.52942085556449
58,2.34094306844001
60,2.13342137181182
62,1.90596058346671
64,1.65763472983059
66,1.38747212637682
68,1.09443802884579
70,0.777414591428548
72,0.435177810062715
74,0.0663710660267305
76,-0.330525181431967
78,-0.757228067219179
80,-1.21569191000644
82,-1.70815324377657
84,-2.23718162963096
86,-2.80573605995847
88,-3.41722553717919
90,-4.07556974972793
92,-4.78525021859878
94,-5.55133088408886
96,-6.37940377178284
98,-7.27536762991774
100,-8.24484979892803
102,-9.29188408942783
104,-10.4160730284022
106,-11.6067940926353
108,-12.8322175421745
110,-14.0215962913734
112,-15.0473514179616
114,-15.7364636526492
116,-15.951226913889
118,-15.6955612479444
120,-15.1123651990637
122,-14.3757771311523
124,-13.6130195122407
126,-12.8948835641417
128,-12.2539757315152
130,-11.7022183641217
132,-11.2416148310051
134,-10.8699194677236
136,-10.5834249589682
138,-10.3782796244861
140,-10.2510894932683
142,-10.1991848788144
144,-10.2207394387111
146,-10.3148358557925
148,-10.4815276985197
150,-10.721927214445
152,-11.0383421708673
154,-11.4344863957821
156,-11.9157970898674
158,-12.4899086091508
160,-13.167361372152
162,-13.962673821673
164,-14.8959883740323
166,-15.9956357399014
168,-17.3021351712103
170,-18.8741154551189
172,-20.7946217539589
174,-23.1604191575023
176,-25.9305966231338
178,-28.0811828542519
180,-27.2651114452829
