"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.24236102787364
2,3.22442426150847
4,3.20443304697734
6,3.18233445525838
8,3.15809376128047
10,3.13169592474341
12,3.10314701981482
14,3.0724755638136
16,3.03973367319371
18,3.00499795417046
20,2.96837001640095
22,2.92997648270383
24,2.88996835757182
26,2.84851961406052
28,2.80582486445819
30,2.76209599676727
32,2.71755768791887
34,2.67244174660038
36,2.62698029343104
38,2.58139785250812
40,2.53590250308794
42,2.49067631877915
44,2.44586539807624
46,2.40156985726739
48,2.35783420728509
50,2.31463856306422
52,2.2718911321575
54,2.22942239599015
56,2.18698133269375
58,2.14423393887307
60,2.10076419600894
62,2.05607750487898
64,2.00960648886698
66,1.96071895449777
68,1.90872770352872
70,1.8529018214167
72,1.79247902484839
74,1.72667863612456
76,1.65471476181091
78,1.57580928271122
80,1.48920430647311
82,1.39417378751341
84,1.29003407652188
86,1.17615321962308
88,1.05195888255533
90,0.916944826313903
92,0.770675906933472
94,0.612791613536583
96,0.443008196023022
98,0.261119467640768
100,0.0669963990152312
102,-0.139414350262198
104,-0.358092788215928
106,-0.588948634038786
108,-0.831824822003134
110,-1.08650121589978
112,-1.35269826421961
114,-1.63008031102836
116,-1.91825826863972
118,-2.21679135774245
120,-2.52518763074437
122,-2.84290301705728
124,-3.16933866725935
126,-3.50383642901672
128,-3.84567236387287
130,-4.19404831310308
132,-4.54808164526601
134,-4.90679346994902
136,-5.26909578258202
138,-5.63377821310917
140,-5.99949528209367
142,-6.36475531086716
144,-6.72791236830296
146,-7.08716283492091
148,-7.44054828133902
150,-7.78596633615916
152,-8.12119099469718
154,-8.44390333571792
156,-8.75173283332477
158,-9.04230838793747
160,-9.31331693734137
162,-9.56256621245046
164,-9.78804711077098
166,-9.98799054118938
168,-10.1609136735985
170,-10.3056514125471
172,-10.4213705326383
174,-10.5075660042428
176,-10.5640412086693
178,-10.5908755727094
180,-10.5883843132949
