Freq_GHz,S11_dB,Ldir,Ldri,L1,Sdir,Sref,Wdri,SimulationIndex,SimulationID
1,-1.393691655618,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.005,-1.28588766311198,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.01,-1.19083730471801,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.015,-1.10750331427319,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.02,-1.03478116312979,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.025,-0.971551772644039,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.03,-0.916723882421213,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.035,-0.86926594885494,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.04,-0.828228281336655,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.045,-0.792756626274822,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.05,-0.76209863781211,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.055,-0.735604703149999,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.06,-0.71272449242046,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.065,-0.693000438218335,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.07,-0.676059161766075,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.075,-0.661601678771239,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.08,-0.649393052861704,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.085,-0.63925202321286,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.09,-0.63104101495702,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.095,-0.624656842573459,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.1,-0.620022333215448,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.105,-0.617079024832321,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.11,-0.615781030161779,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.115,-0.616090100748785,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.12,-0.61797187485717,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.125,-0.621393250081665,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
1.13,-0.626320786620534,15.4100004487118,44.0901154197063,17.6150104011185,17.9535583712778,19.1965223041999,4.37807586958883,59,sim_059
