"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.31195462112325
2,3.32847991846438
4,3.34368828243891
6,3.35778601415325
8,3.37092635524855
10,3.38319698017381
12,3.39460866185191
14,3.40508574805099
16,3.41445899308155
18,3.42246114793942
20,3.42872553393372
22,3.43278762739102
24,3.43408948601785
26,3.43198667039968
28,3.42575717319636
30,3.4146117747694
32,3.39770520167624
34,3.37414747170687
36,3.34301485861799
38,3.30335999054879
40,3.25422069575201
42,3.1946273153475
44,3.12360830439355
46,3.04019403108013
48,2.94341875335021
50,2.83232079944414
52,2.70594100276171
54,2.5633194429524
56,2.40349052654421
58,2.22547640478803
60,2.02827867706085
62,1.81086826817623
64,1.57217329950829
66,1.31106469787181
68,1.02633920187637
70,0.716699330343557
72,0.380729766761013
74,0.0168694813968815
76,-0.376621248494979
78,-0.801699956125819
80,-1.26058850845974
82,-1.75582856034093
84,-2.29034770307067
86,-2.86753818041434
88,-3.49134976417066
90,-4.16639712085235
92,-4.89807844549106
94,-5.6926933487095
96,-6.55752732781035
98,-7.50082248587899
100,-8.53144454942627
102,-9.65780428882918
104,-10.8850189683291
106,-12.208063790419
108,-13.5964337577395
110,-14.9642648979201
112,-16.131062589583
114,-16.8309644060559
116,-16.8705316009679
118,-16.3201573888083
120,-15.439004191604
122,-14.4614262358875
124,-13.5188787827925
126,-12.6667121259236
128,-11.9215459447113
130,-11.2834505306971
132,-10.7464345244526
134,-10.3029552600118
136,-9.94572955197233
138,-9.66838373532138
140,-9.46562246163496
142,-9.33321072196355
144,-9.26789569073568
146,-9.26732225064998
148,-9.32996480730267
150,-9.45508503841345
152,-9.64272050460722
154,-9.89370823230505
156,-10.2097486385404
158,-10.5935178306709
160,-11.0488402548498
162,-11.5809389625171
164,-12.1967872687241
166,-12.9055918337271
168,-13.7194370721405
170,-14.6540926203697
172,-15.7298562651649
174,-16.9718263793912
176,-18.407312752969
178,-20.0522414693218
180,-21.8595162224197
