"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.35612079279633
2,3.32383035987061
4,3.29119553833504
6,3.2582137741859
8,3.22489837007883
10,3.19128040159771
12,3.15741001100828
14,3.12335698118971
16,3.08921049079245
18,3.05507795662908
20,3.02108288272476
22,2.98736165877441
24,2.95405928472416
26,2.92132404260777
28,2.8893011902178
30,2.85812581092725
32,2.82791501590722
34,2.79875975387937
36,2.77071653346498
38,2.74379939816398
40,2.7179725087936
42,2.69314367921536
44,2.66915917707882
46,2.64580004357315
48,2.62278010905972
50,2.59974579159092
52,2.57627767087187
54,2.55189373978947
56,2.5260541570746
58,2.49816726406685
60,2.46759658955436
62,2.43366855019367
64,2.3956805584797
66,2.35290927204816
68,2.304618752414
70,2.25006834278886
72,2.18852011833697
74,2.11924580386931
76,2.04153309038263
78,1.95469131107656
80,1.85805645872653
82,1.75099553972737
84,1.63291026667082
86,1.50324009240792
88,1.36146458588873
90,1.20710514549149
92,1.0397260408444
94,0.858934770966341
96,0.664381726363428
98,0.455759146708721
100,0.232799374788429
102,-0.0047275779465927
104,-0.257017118487717
106,-0.524233750444978
108,-0.806515251144579
110,-1.10397722145236
112,-1.41671784627943
114,-1.74482266817591
116,-2.08836914360183
118,-2.44743072402438
120,-2.8220801846286
122,-3.21239191474757
124,-3.61844288849943
126,-4.04031205367331
128,-4.47807791356155
130,-4.9318141321674
132,-5.4015830704791
134,-5.88742726375691
136,-6.38935898208628
138,-6.90734818582188
140,-7.44130940278382
142,-7.99108832449576
144,-8.55644925113772
146,-9.13706490753002
148,-9.73251058539845
150,-10.342264987353
152,-10.9657204490306
154,-11.6022052126642
156,-12.2510198261499
158,-12.9114881197529
160,-13.5830199781027
162,-14.2651774862523
164,-14.9577269070209
166,-15.6606447784872
168,-16.3740247527765
170,-17.097798686158
172,-17.8311351763046
174,-18.5713056969096
176,-19.3117185129377
178,-20.038768449046
180,-20.7273364840773
