"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.33105024255457
2,3.31521290664713
4,3.29745717184925
6,3.27769392764157
8,3.25585524947339
10,3.23189644690326
12,3.20579796124656
14,3.17756707420698
16,3.14723936638987
18,3.11487984180926
20,3.08058361291322
22,3.0444760219537
24,3.00671206067735
26,2.9674749434964
28,2.92697369179744
30,2.88543960105322
32,2.84312148975137
34,2.80027967097399
36,2.75717864381146
38,2.71407857128908
40,2.67122569103054
42,2.62884188955869
44,2.58711375434901
46,2.54618149170041
48,2.50612815493483
50,2.46696965875466
52,2.42864605591784
54,2.39101451871192
56,2.35384440059305
58,2.31681465720748
60,2.27951378868766
62,2.2414423369453
64,2.2020178440756
66,2.16058206184489
68,2.11641010654025
70,2.06872118424033
72,2.01669047143471
74,1.95946172418528
76,1.89616020229534
78,1.82590552802811
80,1.74782414576174
82,1.6610611036026
84,1.56479093515246
86,1.4582274752227
88,1.34063249449403
90,1.21132308337253
92,1.0696777541162
94,0.915141263075152
96,0.747228182576285
98,0.565525275935901
100,0.369692750827237
102,0.159464487319903
104,-0.0653526411903595
106,-0.304880211945128
108,-0.559170292342471
110,-0.828207874728702
112,-1.1119134710968
114,-1.41014559324759
116,-1.7227028015595
118,-2.0493249610362
120,-2.38969329872623
122,-2.74342881475164
124,-3.11008856393193
126,-3.48915930165009
128,-3.8800479834271
130,-4.28206863259022
132,-4.6944251580723
134,-5.11618983325695
136,-5.54627736135209
138,-5.98341478394485
140,-6.42610797338222
142,-6.87260612347991
144,-7.32086654448205
146,-7.76852317681851
148,-8.21286350626847
150,-8.65081983646873
152,-9.07898186241975
154,-9.49363774218273
156,-9.89084981099746
158,-10.2665681583575
160,-10.6167801930968
162,-10.9376873569084
164,-11.2258925024008
166,-11.4785751943303
168,-11.6936297558487
170,-11.8697440858394
172,-12.0064062791207
174,-12.1038389205669
176,-12.1628740570029
178,-12.1847915748872
180,-12.1711476636737
