"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.764154703314
2,3.76954941201212
4,3.77191657163398
6,3.77166465763842
8,3.76916154318871
10,3.76471619236302
12,3.75856108482857
14,3.75083628457683
16,3.74157603433631
18,3.73069864665122
20,3.71800027575041
22,3.70315290593466
24,3.68570660685254
26,3.66509581454196
28,3.64064913148337
30,3.61160192692303
32,3.57711087952182
34,3.53626954597035
36,3.48812405828323
38,3.43168813636219
40,3.36595673233896
42,3.28991777809433
44,3.20256166718861
46,3.10288825073555
48,2.98991125183791
50,2.86266009846937
52,2.72017923802226
54,2.56152502947642
56,2.38576031482412
58,2.19194675456117
60,1.9791349772479
62,1.74635254404248
64,1.49258966799844
66,1.21678255534951
68,0.917794150683185
70,0.594391966791235
72,0.245222558656657
74,-0.131217945608738
76,-0.536618020465106
78,-0.972890596262608
80,-1.44221979246309
82,-1.94711596251267
84,-2.4904806435832
86,-3.07568294556157
88,-3.70664829812957
90,-4.38795857005508
92,-5.1249577860452
94,-5.92384649450399
96,-6.79172251779071
98,-7.73646890659873
100,-8.76626204686013
102,-9.88818624704879
104,-11.1048118783034
106,-12.4063146071631
108,-13.7537203147847
110,-15.0489026654212
112,-16.1029361738633
114,-16.6669908199904
116,-16.5967650445125
118,-15.9957290886523
120,-15.1103591435468
122,-14.1482606697852
124,-13.224212100429
126,-12.3869697031194
128,-11.6515149206992
130,-11.0181105460359
132,-10.4814664084583
134,-10.0347754851901
136,-9.6713815492399
138,-9.38540377576836
140,-9.17191776702616
142,-9.02695915818024
144,-8.94746721127233
146,-8.93121990764668
148,-8.97678314180012
150,-9.08348443377178
152,-9.25141718947898
154,-9.48148107711878
156,-9.77546601835103
158,-10.1361912874403
160,-10.5677177582115
162,-11.0756617747701
164,-11.6676560385295
166,-12.3540310671692
168,-13.148838916394
170,-14.0714247684652
172,-15.1488984887625
174,-16.420100259531
176,-17.9419463534709
178,-19.7986078858622
180,-22.1065374337032
