"Freq [GHz]","dB(St(Driver_T1,Driver_T1)) []"
1,-2.1968963601968
1.005,-1.9971096170011
1.01,-1.81558294132785
1.015,-1.65230747289258
1.02,-1.50686708373526
1.025,-1.37847728133754
1.03,-1.26604494084038
1.035,-1.16824217617115
1.04,-1.0835867605958
1.045,-1.01052181552243
1.05,-0.947488736167482
1.055,-0.892989105214718
1.06,-0.845633245922628
1.065,-0.804174762941753
1.07,-0.767531727591896
1.075,-0.734796029191893
1.08,-0.705232873310605
1.085,-0.67827254948034
1.09,-0.653496516269848
1.095,-0.630619651544722
1.1,-0.60947025953835
1.105,-0.589969159686756
1.11,-0.572108930389458
1.115,-0.555934154442831
1.12,-0.541523313134441
1.125,-0.528972799672421
1.13,-0.518383365440658
1.135,-0.509849171172187
1.14,-0.503449488050987
1.145,-0.499242981433754
1.15,-0.497264414147864
1.155,-0.497523529540746
1.16,-0.500005818697535
1.165,-0.504674842589443
1.17,-0.511475768055404
1.175,-0.520339784671119
1.18,-0.531189094664679
1.185,-0.54394220616064
1.19,-0.558519306852779
1.195,-0.574847546491447
1.2,-0.592866108587776
1.205,-0.61253100150487
1.21,-0.633819544528822
1.215,-0.656734564375316
1.22,-0.68130835145409
1.225,-0.707606453258391
1.23,-0.735731405046747
1.235,-0.765826516283166
1.24,-0.798079845750657
1.245,-0.832728509095983
1.25,-0.870063469224852
1.255,-0.910434960433451
1.26,-0.954258687021334
1.265,-1.00202290799375
1.27,-1.05429645638348
1.275,-1.11173761896737
1.28,-1.17510357633032
1.285,-1.24525970236617
1.29,-1.32318732897879
1.295,-1.40998740839084
1.3,-1.50687556168844
1.305,-1.61516086084859
1.31,-1.73619578024676
1.315,-1.87127745071902
1.32,-2.02147037614788
1.325,-2.18730929999674
1.33,-2.36833311020887
1.335,-2.56241053177261
1.34,-2.76487498079435
1.345,-2.96763375068212
1.35,-3.15868568616283
1.355,-3.32279088834981
1.36,-3.44405420300494
1.365,-3.51039822102364
1.37,-3.51829211805997
1.375,-3.47497081751721
1.38,-3.39645522035668
1.385,-3.30250601772454
1.39,-3.21144129857091
1.395,-3.13702474003362
1.4,-3.08775250962708
1.405,-3.0676667860888
1.41,-3.07769345751735
1.415,-3.11688512439401
1.42,-3.18333960796455
1.425,-3.27478778877432
1.43,-3.38892752942522
1.435,-3.52358910642117
1.44,-3.67679949133455
1.445,-3.84679104483711
1.45,-4.0319827188875
1.455,-4.23094991815902
1.46,-4.4423917056714
1.465,-4.66509965207183
1.47,-4.89793018640421
1.475,-5.13978102616072
1.48,-5.38957165113221
1.485,-5.64622754158491
1.49,-5.90866785351388
1.495,-6.1757962534765
1.5,-6.44649472682316
1.505,-6.71962027362709
1.51,-6.99400449628792
1.515,-7.26845614786354
1.52,-7.54176673996144
1.525,-7.81271929476403
1.53,-8.08010026100947
1.535,-8.34271449558057
1.54,-8.59940304322444
1.545,-8.84906323653498
1.55,-9.09067040490337
1.555,-9.3233002513467
1.56,-9.54615076301262
1.565,-9.7585623998831
1.57,-9.96003528783359
1.575,-10.1502422468002
1.58,-10.3290367154362
1.585,-10.4964549732425
1.59,-10.6527124736514
1.595,-10.7981945373911
1.6,-10.933442060642
1.605,-11.0591332186151
1.61,-11.1760623581348
1.615,-11.285117357799
1.62,-11.3872566964239
1.625,-11.4834873311122
1.63,-11.5748442768739
1.635,-11.6623725348797
1.64,-11.7471117678714
1.645,-11.830083893886
1.65,-11.9122835794638
1.655,-11.9946714686365
1.66,-12.0781698848816
1.665,-12.1636606855561
1.67,-12.2519849248738
1.675,-12.3439439838966
1.68,-12.4403018461066
1.685,-12.5417882276388
1.69,-12.6491023062521
1.695,-12.7629168279731
1.7,-12.8838824016503
1.705,-13.0126318168879
1.71,-13.149784238094
