"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='90.0000000000002deg'"
0,3.48416653755123
2,3.45135198690768
4,3.4165323258567
6,3.38018483658462
8,3.34279471618257
10,3.30483505927985
12,3.2667452001025
14,3.2289084364054
16,3.19163030406652
18,3.15511863416575
20,3.11946658173532
22,3.08463965743791
24,3.05046752756417
26,3.01664099921979
28,2.9827142164434
30,2.9481117072457
32,2.91213958818485
34,2.87399998934701
36,2.83280762966331
38,2.7876074529921
40,2.73739231501545
42,2.6811198632926
44,2.61772794558469
46,2.54614808314655
48,2.46531672981226
50,2.3741841863379
52,2.27172114354727
54,2.15692288638421
56,2.02881120924134
58,1.8864340800451
60,1.7288630573508
62,1.55518842179096
64,1.36451193976262
66,1.15593714001377
68,0.928556956824199
70,0.681438578013508
72,0.413605330741008
74,0.124015439621672
76,-0.188462504592161
78,-0.525077526369335
80,-0.887227861708214
82,-1.27649634167576
84,-1.69468973232486
86,-2.14388215093354
88,-2.62646250556768
90,-3.14518545022856
92,-3.70322429837688
94,-4.30422207809815
96,-4.95233222811983
98,-5.65223090818489
100,-6.40906367760608
102,-7.22825060058266
104,-8.11499609862396
106,-9.07319529825629
108,-10.1031315439094
110,-11.1968410872464
112,-12.3293528716659
114,-13.4441663348019
116,-14.4361858278645
118,-15.1517615838529
120,-15.4425140777749
122,-15.2644712398533
124,-14.7151457094666
126,-13.9566500621954
128,-13.1265988890583
130,-12.3096972475615
132,-11.5484765397309
134,-10.8604552220447
136,-10.250279117687
138,-9.71657608759447
140,-9.2554742613075
142,-8.86231607213079
144,-8.5324549763228
146,-8.26159917167596
148,-8.04593657689353
150,-7.88215780219988
152,-7.76743508376095
154,-7.69938593135239
156,-7.67603569926456
158,-7.69578605279861
160,-7.75739270695899
162,-7.8599540366202
164,-8.00291128454722
166,-8.18606066506119
168,-8.40957744261097
170,-8.67405192687284
172,-8.98053716967136
174,-9.3306078361924
176,-9.72642898378437
178,-10.1708317449241
180,-10.6673889634536
