"Theta [deg]","dB(GainTotal) [] - Freq='2.25GHz' Phi='0deg'"
0,3.14556431884381
2,3.12841773674896
4,3.11033187487169
6,3.09120721932164
8,3.07095949054536
10,3.049521914574
12,3.02684723129576
14,3.00290939459539
16,2.97770491105773
18,2.95125375577951
20,2.92359979629274
22,2.89481064949114
24,2.86497689277905
26,2.83421055061034
28,2.80264278243629
30,2.77042070912948
32,2.73770333334951
34,2.70465653590303
36,2.67144716523102
38,2.63823628028725
40,2.60517165686506
42,2.57237972142911
44,2.5399571311758
46,2.50796226991235
48,2.47640697133591
50,2.44524880924719
52,2.41438430353488
54,2.38364337805237
56,2.35278537029405
58,2.32149683389691
60,2.28939129673404
62,2.25601104524712
64,2.2208309068491
66,2.18326390467118
68,2.14266857039329
70,2.09835762801392
72,2.04960770894173
74,1.99566972919493
76,1.93577955288867
78,1.8691685806078
80,1.79507393316459
82,1.71274794616255
84,1.62146674397941
86,1.52053771877095
88,1.40930579708952
90,1.28715843082692
92,1.15352929853571
94,1.00790074677931
96,0.849805038807489
98,0.678824509917231
100,0.494590756076808
102,0.29678300567768
104,0.0851258445783296
106,-0.140613517218312
108,-0.380628232126086
110,-0.635074833672437
112,-0.904076050609169
114,-1.18772316407831
116,-1.48607763946077
118,-1.79917174774671
120,-2.12700787322675
122,-2.46955618446719
124,-2.82675032336747
126,-3.1984807422764
128,-3.58458529188436
130,-3.98483663424116
132,-4.39892602905158
134,-4.82644302380338
136,-5.26685058051503
138,-5.71945521209472
140,-6.18337180705321
142,-6.65748303220071
144,-7.14039357241171
146,-7.63038006121507
148,-8.12533844971394
150,-8.62273181919337
152,-9.11954328901936
154,-9.6122406364642
156,-10.0967612913239
158,-10.5685280101495
160,-11.0225059954831
162,-11.453310503831
164,-11.8553691291267
166,-12.2231345710174
168,-12.5513326406756
170,-12.8352190309371
172,-13.0708108679031
174,-13.2550591717817
176,-13.3859379380675
178,-13.4624427832709
180,-13.4845116182432
